rank,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,class
666,68.611,89.444,90,72.222,56.667,48.611,43.333,38.056,32.5,86.944,86.111,81.111,71.111,62.222,56.667,51.667,46.389,38.056,83.889,82.778,77.222,73.333,67.222,62.222,59.167,56.111,51.389,81.667,81.667,78.056,75.833,72.5,69.722,69.444,76.944,90.556,85.278,81.944,80,78.056,76.111,75.833,76.944,82.778,91.389,45.833,90,81.944,81.667,81.667,81.111,82.778,94.167,92.778,40.556,46.389,54.722,61.944,66.667,70.278,75.833,80.278,81.944,36.667,39.722,45.278,51.389,58.611,64.444,73.333,79.444,82.5,32.778,34.722,39.167,44.444,51.667,60.278,73.333,81.389,84.722,F
667,33.333,46.944,82.222,84.722,81.944,58.611,44.167,36.944,30.833,41.667,83.333,82.778,79.722,71.667,60.556,51.944,42.778,35.833,70.556,82.5,81.389,76.389,71.111,63.611,56.111,48.611,40.556,82.222,83.889,80.833,76.111,71.667,67.222,61.667,55,46.389,82.778,85.556,86.944,93.889,91.389,71.667,68.333,64.722,59.444,85.833,91.111,96.389,96.111,91.944,78.333,96.111,96.667,93.333,70.833,91.944,94.722,92.222,85.278,87.222,96.389,95,91.111,75,92.5,93.056,90.278,88.611,91.389,95.278,92.222,75.278,90.833,92.778,91.667,90.833,90.278,95.833,96.389,66.944,79.722,G
668,30.556,34.167,37.222,43.611,86.111,92.778,89.444,54.167,38.333,33.889,38.611,45.278,74.722,85.556,84.722,80.556,56.944,45.556,37.778,43.611,75,85.278,83.611,79.167,69.167,59.444,50,41.111,83.889,85.833,85.278,82.778,76.944,69.722,63.333,54.167,51.389,88.611,86.111,84.722,81.389,77.778,73.056,67.778,61.111,76.111,85.556,86.111,84.444,83.611,81.667,88.889,95.556,94.167,94.167,88.333,87.778,87.5,89.167,95.278,94.722,94.722,94.444,91.111,88.889,88.611,90.833,95,95.278,95,95.833,93.889,93.889,90.556,92.222,94.167,97.222,96.944,96.667,95.833,92.778,H
669,29.722,31.944,35.278,38.611,41.667,45.833,57.222,89.722,93.333,31.944,35,39.722,43.889,57.222,88.611,76.667,74.167,69.167,34.444,40.278,47.222,86.944,81.389,78.889,75.278,70.556,64.167,38.333,53.056,87.778,83.333,81.667,78.611,74.167,68.889,61.944,73.333,89.444,86.389,85,82.778,80.278,75.556,68.611,60.556,87.222,86.944,87.222,86.389,84.722,82.5,79.167,73.611,62.778,91.944,88.333,88.056,88.333,88.056,91.111,95.556,94.444,84.444,93.611,90,90.278,91.944,97.778,96.667,95.833,96.111,93.611,87.778,92.778,92.778,95.556,96.389,96.667,97.5,96.111,94.167,I
670,77.222,93.889,96.111,95.833,93.889,85,36.944,32.5,29.444,92.222,95.556,93.333,94.722,94.722,94.444,79.444,38.889,34.167,90.278,91.389,92.222,94.167,95.278,93.056,71.944,46.111,39.167,87.5,87.778,86.667,88.611,93.333,80,61.111,50.556,42.778,74.167,87.222,85.556,82.222,77.222,70,60.556,53.056,45.278,40.278,50,83.889,81.111,75.833,69.167,62.778,56.667,49.444,35.833,41.111,45,50.556,88.611,73.056,65.833,59.444,52.778,32.5,36.944,40.833,43.611,46.667,50,86.944,66.111,58.056,30,33.056,35.556,38.889,41.111,43.889,47.5,50.556,85.278,J
671,89.444,95,95.278,88.611,56.389,52.222,49.444,43.611,36.944,91.944,95.278,95.556,95.833,94.722,95.556,95,92.778,63.611,93.889,93.333,92.778,93.889,94.722,94.444,93.056,94.444,91.111,95,93.056,91.944,94.167,94.444,93.056,92.778,93.611,91.667,95,93.333,91.667,93.889,94.444,92.778,92.778,93.333,91.667,94.444,92.778,92.222,93.611,94.167,92.778,93.056,93.611,91.667,93.333,93.611,92.5,93.611,94.722,94.167,92.778,93.611,90,91.944,94.444,94.167,95.278,93.611,93.889,93.611,92.5,77.5,89.167,95.556,95.833,94.722,95,95.278,92.5,60.833,39.167,A
672,93.889,95.278,96.667,97.5,96.944,96.667,96.944,96.389,93.889,94.167,95.556,96.111,96.944,96.667,96.111,96.111,96.111,93.333,93.333,96.111,96.389,96.389,97.222,96.944,96.389,95.833,93.333,78.056,95.278,96.667,97.222,96.667,96.944,87.5,73.889,88.611,42.222,50.278,55.278,58.889,61.111,65.556,68.611,70.833,86.667,37.5,44.167,49.167,53.056,56.111,61.111,65.278,69.444,84.444,34.167,39.444,43.611,48.056,52.5,57.222,61.944,69.444,85.556,31.667,35.833,38.611,43.056,46.667,52.778,57.5,64.167,74.444,28.889,32.5,34.444,38.056,41.944,47.222,53.056,68.889,75.556,B
673,72.778,77.222,79.167,81.389,82.5,91.667,80,35.278,31.667,61.389,70,75.278,78.889,81.667,82.778,84.167,44.167,36.944,58.333,65.833,72.5,76.389,79.444,82.222,80.833,50.556,40.833,57.778,65.556,71.389,76.111,79.722,81.111,79.444,53.333,45,59.444,67.5,73.333,77.222,80,80,73.056,56.389,48.333,64.444,71.389,76.111,79.167,78.889,82.222,67.778,59.167,51.667,73.611,76.944,78.611,88.333,83.056,76.111,69.444,63.056,56.111,91.944,93.611,91.667,85.278,81.111,77.222,72.778,68.056,61.389,42.5,51.667,88.056,82.222,80.556,77.222,74.444,72.5,69.167,C
674,61.667,92.778,82.5,83.056,80.556,45.556,37.222,32.222,29.167,51.389,70.278,79.444,83.056,84.722,50.833,43.333,37.778,33.889,52.5,68.889,78.889,80.833,66.111,54.444,47.5,41.667,37.5,57.778,75.278,85.833,75.833,64.722,57.5,50.556,45.833,41.111,71.389,87.5,76.111,71.111,64.722,58.611,54.167,48.333,42.778,61.389,73.889,83.333,69.722,65.278,59.722,55.278,51.111,45,64.444,75.556,81.389,85.556,68.611,62.5,58.611,53.611,48.333,73.333,78.611,83.056,85,89.444,81.667,62.222,58.333,52.222,93.889,96.111,95.833,91.944,93.056,75.278,67.222,63.889,58.889,D
675,35,49.722,88.889,93.611,92.5,68.056,52.222,43.611,37.778,55.833,89.167,90.833,89.167,83.611,73.333,70,93.056,61.111,90.833,90.278,89.167,86.944,83.889,80.833,82.222,91.944,93.333,91.111,89.444,88.333,88.333,85.278,82.5,84.444,88.611,92.5,88.889,89.722,89.722,88.611,88.056,87.222,88.889,91.667,91.667,75.556,90.556,95.833,96.944,96.944,91.111,91.944,94.444,62.5,77.5,95,95.556,94.722,92.222,76.389,62.5,53.889,46.389,92.778,93.611,93.889,94.444,93.056,78.889,53.611,46.111,39.444,92.778,93.056,92.5,93.611,92.778,78.056,44.722,39.444,34.444,E
676,52.5,90.556,94.167,92.222,64.722,50,45.833,41.944,36.944,86.389,91.111,90,84.167,69.722,59.722,53.889,50.833,45.278,86.944,87.222,85,80,71.667,66.111,62.222,63.889,92.778,87.778,85.833,83.889,81.667,76.389,72.5,73.056,77.5,93.056,86.667,86.111,84.167,83.056,80,77.778,79.167,81.944,92.778,90.556,87.5,86.111,84.722,83.889,82.778,83.056,95.278,93.056,75.556,94.722,96.389,97.222,96.944,97.778,71.944,73.333,90.833,36.389,43.889,49.722,53.611,56.389,61.111,66.389,71.944,91.111,31.667,37.222,41.389,45.556,48.056,53.333,59.722,68.611,82.5,F
677,35.833,50.278,87.222,82.222,80.833,65,45.556,37.5,32.5,46.944,86.944,81.389,77.5,70.833,61.389,51.111,42.5,37.222,81.389,83.056,80.278,74.444,67.778,61.667,53.333,46.389,40.278,84.444,83.611,78.889,76.389,71.111,62.222,55.556,50,43.333,87.778,91.111,90.833,78.611,76.667,72.5,62.778,54.167,47.778,92.5,94.722,94.722,85.556,88.889,95,90.556,59.167,52.5,76.944,95,92.222,90,92.778,95.833,88.056,86.111,58.889,65.556,90.556,89.167,90.833,93.889,95.556,79.722,84.167,85.278,41.667,91.389,90.556,95.833,74.444,65.556,75.556,84.167,88.333,G
678,32.222,39.722,70,86.667,71.389,52.778,44.444,39.167,34.722,38.889,63.611,88.333,78.889,70.278,60.833,53.333,46.389,40.278,43.333,83.611,81.389,78.611,71.944,65.556,60.833,55,47.222,69.722,91.389,82.222,79.722,76.389,77.222,96.944,95.278,90.833,87.778,84.722,84.444,83.611,95.833,95.833,96.111,96.389,94.722,90,86.389,87.222,89.444,95.278,96.111,95.833,96.389,93.333,86.111,88.611,89.444,93.889,95.278,94.722,95,93.889,83.056,88.056,90.278,91.944,95,95.833,94.722,93.056,84.167,42.5,89.722,92.5,93.056,96.111,95.278,92.5,61.667,41.111,36.389,H
679,30.833,34.167,38.333,42.222,54.722,88.889,76.667,73.056,65.556,34.444,39.722,45.278,75.833,89.722,75.833,72.5,67.222,58.333,38.611,46.667,85.833,80.556,76.944,74.444,69.444,64.167,56.389,47.778,87.778,83.333,78.611,76.667,73.056,68.611,63.333,55.833,89.167,85.833,80.833,79.167,76.111,72.778,68.611,62.778,56.111,87.5,82.222,80.833,79.167,76.944,73.611,69.167,64.444,57.5,89.444,82.5,81.667,80.278,78.611,75,70.833,66.944,60.278,90.833,83.333,82.5,81.111,79.722,77.222,74.444,70.833,65.278,74.444,90.833,82.5,81.944,80.556,78.611,77.5,75.833,72.5,I
680,78.333,94.444,95.833,95.833,93.056,65.278,35.833,31.667,28.889,91.944,93.056,90.833,92.778,95.278,92.778,58.889,38.056,33.056,87.5,91.111,92.5,93.611,95.556,92.222,63.611,44.444,38.889,87.5,87.222,85.556,91.389,91.667,74.722,60.278,49.722,41.944,73.889,86.944,85.556,81.389,75.278,68.056,60,51.944,44.167,41.389,50.278,88.333,81.389,75.278,68.889,62.5,56.389,48.056,37.222,42.222,46.389,50.833,88.333,84.722,66.389,59.722,52.778,32.778,37.222,41.111,45,48.611,51.944,75.556,83.889,58.056,30,33.333,36.389,39.167,42.222,45.833,50.278,56.389,73.889,J
681,35.278,41.667,75,93.889,94.722,90.833,52.5,41.944,35.278,40.833,74.722,93.056,95.278,96.667,94.722,91.667,53.611,41.944,50,91.111,94.167,95.556,95,94.722,95.556,92.778,60.556,85.833,93.889,96.111,95.556,96.111,96.389,95.556,95.278,91.944,93.333,94.444,95,94.722,96.667,95.278,95.833,95.278,93.333,94.167,94.444,93.889,95,95,94.167,93.889,94.444,92.778,94.722,94.444,93.889,94.722,94.167,93.611,93.611,93.889,92.778,94.444,94.167,94.444,95,95.556,95,94.722,95.556,93.611,90,94.722,96.111,95.833,96.389,96.667,96.111,95.556,92.778,A
682,52.222,92.5,95.833,96.111,96.944,96.389,96.944,96.111,94.167,92.5,95,96.111,95.833,95.556,95.833,95.278,94.444,93.889,92.778,94.167,95.278,94.722,93.889,94.444,93.611,93.056,87.5,92.778,94.167,94.722,94.722,94.167,93.611,92.778,84.444,85.278,92.778,95.278,95.556,95.278,80.278,80.278,82.5,84.167,84.722,51.944,60.833,66.944,71.111,76.389,78.611,82.5,84.444,85.278,43.611,53.056,61.389,68.056,74.722,79.444,82.222,84.722,87.778,39.444,47.5,56.944,66.389,74.722,80.278,83.056,85.556,53.056,35,42.5,52.222,67.222,77.222,81.667,82.5,46.667,38.056,B
683,70.833,76.944,80.833,83.056,85,86.944,88.056,88.333,91.667,62.778,69.722,75.833,80.556,83.611,84.444,87.222,88.611,88.056,59.722,68.056,75,79.722,83.333,84.722,87.778,88.611,88.056,60,70,77.5,81.389,84.167,86.389,87.222,89.444,69.722,66.944,76.944,81.111,83.611,85,90.833,76.944,69.722,61.944,91.389,94.722,93.889,87.5,82.5,78.889,74.167,68.056,59.722,43.611,51.111,53.889,88.333,80.833,78.056,73.611,67.222,59.167,35.833,43.056,48.333,51.667,86.667,83.333,75.556,70.278,59.444,31.944,37.222,41.667,45.833,50.556,57.222,88.333,75.833,69.444,C
684,42.222,58.056,76.944,81.944,84.722,86.389,89.444,91.389,90.833,47.778,58.611,70.833,78.889,85,89.722,91.944,92.5,90.833,52.5,62.5,71.667,77.222,93.889,95.278,94.167,88.611,75.833,57.5,66.389,73.611,78.333,84.722,90,91.389,91.667,89.167,67.5,71.944,75.556,79.444,82.222,86.111,89.167,89.722,86.667,94.167,96.111,96.389,97.222,97.222,88.611,88.611,91.667,66.111,45.556,51.667,56.389,58.889,60.833,88.333,80.833,71.111,59.444,36.667,42.778,46.944,50.833,54.167,58.056,84.722,70,59.167,32.222,36.667,41.111,43.611,47.5,52.222,57.222,84.167,66.944,D
685,77.5,93.056,93.889,93.611,90.833,81.389,65.833,56.389,51.944,90.278,91.111,90,88.333,84.167,78.889,72.5,67.778,68.333,88.056,90,89.722,87.222,85.278,82.222,78.889,76.389,90.556,63.333,89.167,88.611,88.333,86.389,83.889,82.222,93.333,64.722,63.889,75,91.667,95.278,96.111,95.278,87.222,55.556,47.222,70.833,92.5,94.444,92.222,83.611,61.667,54.167,47.5,41.944,92.222,95.278,94.444,93.611,88.611,54.722,47.222,42.5,36.944,92.778,93.889,92.778,92.778,78.611,46.389,42.222,38.056,34.167,93.889,95.278,94.167,90.833,46.667,41.944,37.778,35,31.667,E
686,88.056,92.778,86.667,64.722,55.556,51.667,48.611,45.833,40.556,90.556,84.722,78.056,69.444,62.778,58.611,55.556,53.611,51.111,87.778,81.944,77.5,73.611,68.889,66.111,66.389,71.944,93.056,83.333,81.667,78.611,76.944,74.444,72.5,73.889,77.778,92.778,90.278,83.611,81.944,79.722,79.167,78.889,78.611,95.278,91.667,52.778,91.389,95.833,97.222,97.222,97.5,87.778,76.111,91.944,38.611,46.667,51.389,55.833,60.556,64.444,68.611,78.333,90.556,33.889,40.556,44.444,49.167,53.611,58.611,64.167,71.111,87.222,30.278,35.833,38.889,43.056,47.222,52.222,59.722,70.833,87.222,F
687,38.056,52.778,88.333,88.056,85.556,62.222,48.889,41.389,35.833,71.389,87.222,86.944,82.778,73.889,65,55.833,48.056,41.111,85.833,86.667,84.444,80.278,74.722,69.167,62.5,55.278,48.056,85.278,85,81.389,80,76.389,72.778,69.722,76.944,85.556,90.833,95.556,95.833,91.667,81.667,80.556,88.056,96.944,95.278,88.889,93.333,90.833,85.556,84.167,86.389,90.833,95,90.278,90.833,91.389,90,86.389,87.222,88.889,91.389,95.556,92.778,91.389,90.833,88.611,88.611,96.111,74.444,66.667,72.222,81.111,50.556,90.556,67.222,54.167,54.444,56.111,60.278,66.667,89.722,G
688,35.833,49.167,82.222,58.333,48.611,42.778,38.889,36.944,32.222,42.222,70,74.167,64.444,56.111,50.556,46.111,41.389,36.389,55.833,83.889,75.556,69.167,63.611,58.889,55.833,49.167,42.222,84.167,80.278,77.222,73.611,71.389,94.722,95.556,94.167,84.722,82.778,81.111,79.167,80,85.556,95,96.111,95.833,94.167,84.444,83.333,82.222,85,95.833,95.278,96.389,96.111,94.167,85.278,85.278,85,88.056,94.167,94.167,95,96.111,95,85,87.222,87.222,90.556,93.056,95,95,93.889,89.167,91.389,88.333,90,90.556,92.5,95.833,94.167,90,42.778,H
689,28.889,32.5,35.556,38.611,41.944,50,89.722,92.778,73.611,31.944,36.667,41.111,50,88.056,90.278,74.444,70.833,64.722,36.111,42.5,74.167,91.111,79.167,75,71.944,67.778,61.389,42.778,73.333,89.444,78.611,76.389,73.611,70,65.556,59.722,85,89.167,80.556,78.889,76.111,73.333,69.444,64.167,58.333,90.278,81.667,80.556,78.889,76.944,73.056,69.722,64.722,58.611,88.889,82.222,80.833,79.444,76.389,74.167,71.111,65.833,59.444,89.167,83.889,81.667,80.556,77.778,75.833,73.056,68.611,62.222,42.778,76.944,90,80.833,79.722,78.333,75.833,72.5,67.778,I
690,94.444,96.667,97.222,97.5,97.5,96.667,96.111,92.778,55,93.889,96.111,96.111,96.667,97.222,96.944,95.833,93.889,79.444,86.111,94.444,95.556,96.389,95.833,96.111,95.556,93.889,79.167,48.056,56.389,90.833,95.556,96.667,96.389,95,85.278,60.556,43.611,49.444,54.444,60.556,88.056,89.444,81.389,71.944,60.278,39.167,44.722,50.833,55.556,60.278,64.722,76.667,84.167,66.111,36.389,41.111,45.556,50.833,56.944,62.222,68.889,73.611,86.667,34.722,36.944,40.833,46.389,52.5,58.611,68.056,74.722,78.056,31.667,32.778,36.111,41.111,47.778,55.833,70.833,78.611,81.389,J
691,31.111,35.278,41.111,75.278,94.167,95.833,94.167,67.5,45.833,35.833,43.889,89.167,94.722,96.111,96.667,96.667,96.667,93.611,43.333,87.5,93.611,95,94.444,94.167,95.278,95.278,94.444,76.111,92.5,94.167,94.444,93.611,93.333,93.889,93.056,93.611,91.389,93.611,93.889,94.167,93.056,93.333,93.889,93.611,93.333,94.444,94.167,93.889,94.722,95.278,94.444,94.444,94.722,93.056,93.889,94.444,94.722,95.278,96.389,95,95.278,95,92.778,91.944,95,95,95.278,95,95.833,95.556,94.444,89.722,86.111,94.722,96.111,95.556,95.278,96.111,95.833,91.944,54.167,A
692,41.944,77.222,94.167,96.389,96.667,96.667,97.5,96.944,95.278,88.889,94.444,96.111,96.667,96.389,96.667,96.667,96.111,93.889,95,95.556,95.556,96.111,96.667,96.667,95.833,95.833,93.611,95,95.833,95.833,96.667,96.944,96.944,95.833,96.111,93.611,93.889,95.556,96.667,96.944,97.222,96.389,96.389,96.111,87.778,53.056,93.611,96.389,96.944,97.222,95.833,97.222,76.667,78.889,38.889,44.722,50.556,56.111,59.167,61.111,65.556,70,78.333,35,37.5,43.333,46.944,50.556,54.722,59.722,65.833,75.833,30.556,33.333,37.5,40.556,44.444,47.778,52.222,60.556,72.222,B
693,66.111,72.778,76.667,80.278,82.778,84.167,91.389,83.889,32.5,56.389,66.111,72.778,77.5,80.833,83.889,85.556,85.278,48.056,52.5,62.778,70.556,77.222,80.833,83.611,85.556,84.722,64.444,50.833,63.333,73.056,78.611,82.222,85,85.278,83.056,54.444,48.889,69.722,79.444,83.056,84.167,85,84.167,64.722,54.722,36.389,91.667,95.278,90.833,92.222,79.167,71.667,63.889,56.111,33.333,42.778,49.722,76.667,84.167,75.556,70.556,64.444,56.667,30.833,35.556,42.222,46.944,49.722,86.667,70.833,66.667,59.167,28.611,30.833,36.389,41.111,44.444,47.778,73.056,83.611,65.556,C
694,36.389,43.889,77.5,83.611,86.111,86.667,88.333,89.444,90,41.944,52.5,66.389,77.222,83.056,86.944,91.389,91.667,89.722,48.333,58.333,67.778,75.556,81.111,93.056,93.611,86.111,70,53.889,63.056,69.444,76.389,80.556,85,90,89.167,76.667,78.333,77.778,74.722,78.056,81.111,83.056,85.556,85,53.889,93.056,96.389,96.667,96.944,85.833,85.278,92.5,66.944,48.611,44.722,53.056,59.167,76.944,83.333,71.944,64.444,53.056,45.278,36.944,43.333,49.444,54.167,79.722,68.333,59.167,48.889,41.389,32.5,36.944,43.056,47.778,55,76.667,58.056,45.556,37.222,D
695,40.278,88.056,93.611,92.5,69.167,54.167,50,46.667,40.833,84.722,89.167,87.778,82.222,71.667,62.778,58.333,55.278,55.833,85.556,86.111,84.444,79.722,73.333,68.889,68.333,71.667,89.167,60,89.167,83.611,81.389,78.056,75.833,76.389,78.889,85,56.667,68.889,79.444,94.444,82.222,81.389,81.111,92.222,63.611,57.5,67.778,80.278,93.056,87.5,68.056,60.556,53.056,45.833,59.167,88.611,94.722,94.444,89.444,58.611,51.389,45,39.722,87.222,94.444,94.444,92.778,82.778,50.833,45,39.444,34.722,93.333,95.278,93.333,91.944,56.111,42.222,39.444,36.111,32.5,E
696,76.944,90.833,88.333,76.667,61.944,54.722,52.5,50.278,48.611,89.167,86.389,81.389,75.556,68.333,62.222,60.278,60.556,63.056,86.944,85.278,81.667,78.611,73.611,70.278,68.889,69.444,93.333,89.167,84.444,83.889,79.167,77.778,75.833,76.667,95.833,86.389,48.889,89.444,95.278,96.389,96.944,96.667,86.667,85.556,84.722,42.222,50.556,59.167,64.444,71.667,76.667,80.556,82.778,83.611,38.889,46.111,52.778,60,68.056,74.444,80,82.778,85.556,36.111,42.5,48.889,56.389,66.667,75.833,81.111,85,89.722,32.778,37.5,43.611,52.5,69.444,80,84.444,84.167,45.833,F
697,35.833,53.611,85.278,83.889,76.111,58.889,47.778,40.833,34.444,67.778,85.556,85.278,80.556,73.889,64.722,57.222,49.444,40.278,78.333,84.444,83.333,79.444,74.722,70,65.278,60,54.722,72.778,88.889,83.889,82.5,81.111,80.278,95.556,96.389,92.778,89.722,95.278,86.667,86.111,85,86.667,93.333,94.167,88.611,91.944,89.444,87.5,87.5,88.611,89.444,92.5,95.833,86.389,90.278,95.556,89.444,90,90,95.556,95.556,85,85.556,42.5,48.611,54.167,60.556,66.944,72.5,79.722,84.167,85.833,35.556,40,45.833,51.944,61.111,71.944,81.389,86.389,87.222,G
698,33.056,39.444,80.833,78.333,58.889,48.333,42.778,39.167,34.167,38.889,54.722,86.389,73.889,64.722,56.389,50.556,46.944,40.556,44.167,86.389,79.444,75.556,68.611,63.333,60,53.611,48.333,69.167,81.111,80,75.833,73.333,71.111,94.444,94.722,91.944,89.444,82.222,81.667,79.444,83.889,94.722,95.278,95.556,94.444,91.667,84.722,84.444,86.111,92.222,94.444,95,95.556,94.167,85.833,85.833,86.389,89.444,93.056,94.167,95,95.278,93.889,86.111,88.056,88.333,91.111,93.611,94.444,94.167,95,90.556,91.389,89.444,91.389,92.222,93.611,95.556,95,91.944,53.611,H
699,31.111,35,40.278,50.556,89.167,94.722,94.444,90,46.389,34.444,41.111,52.222,89.722,84.167,82.778,80.833,71.389,50.278,39.167,51.667,88.056,83.333,82.222,78.889,72.222,62.222,52.5,50.278,86.389,83.889,83.056,80.833,76.111,70.278,62.778,54.167,86.667,88.333,84.722,83.056,79.444,76.111,71.111,64.167,56.389,90.278,85.833,85,83.333,80.556,77.222,73.333,67.778,60.833,90.833,85.556,85,83.611,81.667,79.444,76.111,73.333,68.889,91.667,85.278,85.556,85,84.167,84.444,89.444,96.389,94.444,60.278,93.333,86.944,87.5,87.5,90,94.722,95.556,93.056,I
700,90.833,94.722,96.111,96.389,96.944,96.389,96.667,96.111,94.167,95,95.278,94.722,95.833,96.389,95.278,95,95.556,93.056,93.611,95.556,95.556,96.111,96.667,95.278,93.889,91.667,73.056,89.722,95.278,96.389,96.111,95,92.5,77.5,71.389,65.833,42.778,76.111,90,85.278,80.556,76.944,73.889,68.889,62.222,38.056,43.611,48.056,85.278,83.889,76.944,72.222,67.5,61.389,35.278,39.444,43.611,47.222,73.333,88.611,75.278,67.778,61.111,31.667,35.278,39.167,42.778,46.111,49.444,73.889,72.778,63.056,28.889,32.5,35.278,38.056,40.278,44.167,48.611,71.667,70.278,J
701,33.611,41.389,57.5,92.778,95.833,95.833,94.722,85.556,41.389,40.556,77.5,95,96.667,96.944,97.222,96.944,95.278,85.556,74.167,94.444,96.111,96.667,97.222,97.5,97.222,95.556,93.333,90.278,95,96.389,97.222,96.944,96.667,97.222,96.111,94.167,95,95.556,96.111,96.389,96.944,96.667,96.111,96.389,94.167,95,95.278,96.111,96.111,96.667,96.389,96.111,96.111,93.889,95,95.278,96.111,96.111,96.667,95.833,96.111,96.111,93.889,94.167,95.833,96.389,96.389,97.222,96.667,96.111,96.389,94.167,89.722,95.556,96.667,97.222,97.778,97.222,97.778,96.111,94.167,A
702,46.944,90.556,96.111,97.222,97.778,97.5,97.778,96.944,95.278,90.278,95,96.389,97.222,96.111,96.667,96.944,96.111,93.889,92.778,95.278,95.833,95.833,95.278,96.667,96.389,95.556,93.889,92.778,96.111,97.222,97.222,96.667,97.222,97.222,96.111,94.722,45.833,78.889,95,96.389,96.667,95.556,72.222,70.833,71.944,39.167,43.889,49.722,53.889,57.222,59.444,63.333,67.222,70,35.278,38.611,43.889,48.056,51.944,54.444,59.722,64.444,68.056,32.778,34.722,39.167,42.778,46.667,49.444,55,60.556,67.5,30,31.389,35.278,38.056,41.111,44.444,49.167,55.833,71.111,B
703,35.556,75.278,94.444,89.167,88.611,88.889,89.167,90.278,47.778,44.167,67.778,79.722,85,87.222,89.167,90,90.278,87.778,50.833,63.333,75.833,81.944,85.833,88.056,90,91.111,90.556,56.667,68.333,77.5,83.333,86.389,87.778,90.278,91.389,90.556,90,95.278,96.667,96.944,96.667,96.944,94.167,92.5,91.111,91.944,95.833,96.667,96.389,95.556,96.944,95.833,93.333,76.111,89.722,95.556,96.944,97.222,97.222,78.889,66.389,90.833,68.889,36.389,45,50.278,53.056,55.278,58.056,60.833,76.944,81.944,31.667,37.222,41.667,45,48.056,50.833,54.722,60.278,85.278,C
704,92.5,95.556,87.778,89.167,90.833,91.944,91.667,90.556,88.611,67.778,79.722,85.278,88.889,90.278,91.389,92.222,91.389,87.5,69.722,80.278,85.833,89.722,91.667,92.778,92.222,91.111,78.889,93.333,96.111,97.222,97.778,98.056,95.833,95.556,94.722,94.167,78.889,87.222,91.389,92.5,94.167,95,95.278,96.111,94.444,80.833,91.667,96.111,97.5,97.5,97.222,97.778,96.944,95.278,94.444,96.667,96.944,97.5,98.056,97.778,81.944,80.833,90.833,41.667,47.778,50,52.222,54.722,57.5,61.111,65.278,87.5,34.722,40,43.611,45.278,48.333,51.111,54.722,60.556,75.278,D
705,90.278,94.444,95.833,82.5,61.667,58.333,58.333,62.778,90.833,92.778,90.278,85.833,79.722,71.667,66.111,66.667,72.778,81.389,88.889,88.611,85.833,81.667,77.5,75,74.722,76.389,90.833,75,93.611,86.111,83.611,80.833,79.167,92.222,84.722,63.889,54.444,65.833,78.889,93.333,94.444,92.222,81.667,71.944,62.222,51.389,62.222,76.667,92.778,95.833,95.833,94.167,84.722,62.5,48.333,64.444,91.389,95.278,95.556,95.833,95,93.889,80.278,44.722,86.111,94.444,95.833,94.722,95.833,95.833,94.167,88.333,37.5,86.389,94.444,96.111,94.722,95.556,95.833,94.722,89.167,E
706,36.111,46.111,86.944,87.5,74.167,56.111,47.5,42.222,37.5,51.111,89.167,85.556,81.389,72.5,63.333,56.667,50.556,44.722,88.333,85.833,83.611,79.444,72.778,67.778,63.056,59.444,55,86.111,85,82.778,80.833,77.5,73.333,95.278,95,93.889,93.333,85.833,85,83.611,82.778,85.556,96.111,96.389,94.444,55,64.722,72.222,77.222,80.556,81.944,89.722,65.278,56.389,48.611,57.5,64.722,72.222,76.944,79.722,81.944,55.278,47.5,43.611,53.056,62.222,71.389,77.222,79.444,84.444,48.889,42.222,38.611,49.167,62.5,73.056,78.611,80.556,75.556,42.222,36.389,F
707,39.722,86.389,90.833,90,90,87.222,89.444,79.444,40.556,62.5,91.389,92.222,91.111,90.278,86.667,78.333,61.944,47.778,49.722,90,94.722,96.389,96.111,95.833,94.167,71.389,54.167,46.667,69.167,91.389,95.833,96.667,96.389,95.556,91.944,60.833,41.389,85.278,93.333,94.167,93.056,91.667,88.611,81.667,68.889,41.111,75.278,92.222,94.167,94.444,94.722,97.222,96.944,95,37.5,44.167,57.222,66.111,71.944,76.389,83.333,65.833,60.278,33.056,39.167,48.889,60,68.333,74.167,77.5,58.056,49.722,29.444,34.444,42.778,55.833,68.333,75.833,74.444,50.556,41.389,G
