rank,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,class
356,26.944,29.722,31.667,33.611,35.556,40.556,77.222,86.111,85,29.444,31.667,35.556,38.056,43.056,52.5,72.778,90.833,86.111,32.778,35.833,39.167,44.444,48.889,85.278,92.222,93.889,90,35,39.167,43.611,47.778,59.722,90.556,93.333,94.167,89.167,37.222,42.222,47.5,51.111,89.722,93.056,93.889,93.889,90.556,40,45.556,52.5,87.778,93.889,94.722,93.611,94.444,91.389,43.333,49.444,87.778,93.056,96.111,95.556,95,95.833,92.222,47.778,75.833,93.611,93.889,95.556,95.556,95.278,95.278,92.222,88.333,94.444,96.111,95.556,96.667,96.111,95.278,95.833,91.944,F
357,88.611,91.111,65.833,57.222,53.056,51.667,50.833,50,48.056,84.167,79.444,70.278,63.056,60,59.444,57.778,61.389,79.444,80,77.778,72.778,69.444,66.667,66.389,66.389,69.722,90.278,89.444,81.389,96.111,95.833,71.667,71.667,76.389,86.111,53.333,44.167,53.333,58.889,61.944,66.389,69.167,77.222,81.111,48.611,38.611,45.556,52.5,57.222,61.389,66.389,83.889,50.833,46.389,34.444,41.111,45.556,52.222,57.222,61.111,58.333,48.889,43.333,31.111,36.667,40,46.389,52.778,57.778,51.111,45.556,39.444,27.5,32.5,35,40.556,47.222,55,49.444,41.389,34.722,G
358,47.778,47.778,48.889,49.167,49.722,50,52.222,53.889,63.056,91.944,69.167,56.944,54.444,55.556,56.944,56.944,62.778,76.389,51.111,73.056,72.222,60.278,61.111,60.833,63.056,66.667,76.667,44.444,50.278,73.056,67.5,65,65.556,67.778,70.833,76.667,40.278,46.389,49.722,88.333,70.556,70.833,70.833,72.222,79.444,36.667,42.222,46.111,50.833,77.778,73.611,75,83.611,51.667,34.722,38.889,43.333,47.778,73.056,81.389,76.667,89.722,48.889,31.389,35.556,40,42.222,47.778,70.556,77.222,87.778,47.222,28.889,31.944,35,38.333,43.056,48.611,86.944,88.056,45.556,H
359,32.778,41.667,86.111,79.167,90.833,52.222,39.444,34.722,30.833,39.167,47.222,85.833,77.778,77.222,83.333,44.167,39.444,33.889,42.5,50.833,75,75.556,75.556,73.889,58.056,42.5,38.056,45,68.611,73.333,71.944,70,70,79.167,45,40,48.611,86.667,71.389,67.5,65.833,65.556,68.056,60.833,43.056,73.333,71.389,66.667,62.222,62.222,63.611,64.722,86.667,45.278,90,67.5,59.722,56.944,56.667,58.333,61.389,75.833,50.556,47.5,49.722,51.111,51.944,51.944,55.278,56.389,58.889,75.278,35.833,41.389,43.889,45.556,47.222,49.167,50.556,54.167,74.444,I
360,31.667,57.778,93.889,96.389,97.5,97.222,96.944,96.667,93.333,43.333,63.611,92.222,96.111,97.222,97.222,96.944,96.944,95.556,47.222,56.389,66.667,75,78.611,80.556,83.611,84.444,88.611,48.889,55.556,64.167,70.556,75.278,77.778,81.111,83.056,86.111,49.167,56.111,63.056,68.889,73.889,76.944,79.722,81.389,85.833,49.722,56.944,61.944,68.611,73.056,76.389,78.889,80,83.056,51.111,58.056,63.333,68.056,73.056,75.556,77.778,76.667,53.611,53.333,60.833,65.833,69.722,74.167,76.667,76.389,55.833,35.833,60,66.389,70.278,72.778,68.333,49.444,42.778,35.278,31.111,J
361,31.944,37.222,42.778,57.222,90.556,92.778,79.444,43.611,35,38.056,44.722,52.5,86.667,94.444,94.722,87.222,57.5,43.333,44.444,52.222,79.167,95.556,96.389,96.389,96.389,93.333,56.667,53.889,78.056,95.278,96.944,96.944,97.222,97.222,95.556,90.556,94.444,96.667,97.222,97.778,97.778,97.778,97.222,95.556,91.667,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,94.444,96.667,97.222,97.778,97.778,97.222,96.667,93.333,59.167,66.667,93.611,96.111,96.667,95.556,92.5,55.556,48.611,42.778,54.722,91.667,94.722,94.722,86.389,53.333,45.556,41.111,36.667,A
362,94.722,96.667,97.222,97.5,98.056,97.222,96.944,96.111,94.167,94.722,96.667,97.222,97.5,98.056,97.222,96.389,95.278,92.5,66.389,75.556,94.444,96.111,96.667,96.111,95,85,70.278,60.556,70,94.444,96.111,96.667,96.111,95,80.556,64.722,58.611,66.667,94.444,96.111,96.667,96.111,95,80.556,62.5,58.056,65.278,94.444,96.111,96.667,96.111,95,80.556,61.944,58.889,66.944,94.444,96.111,96.667,96.111,95,80.556,62.778,61.389,70.833,94.444,96.111,96.667,96.111,95,80.833,65.556,68.056,76.667,94.444,96.111,96.667,96.111,95,85.833,71.667,B
363,91.111,62.778,55,52.778,52.222,51.944,52.778,55.278,77.778,90.556,70,64.722,60.556,60,60.556,61.389,93.889,91.944,87.222,91.944,70.833,68.056,71.944,96.111,93.611,61.944,51.667,65,85.556,71.111,68.333,64.722,61.389,56.667,51.111,45.556,61.111,86.667,67.5,64.444,60.278,56.389,51.667,46.944,41.667,48.056,85.833,65,61.389,56.389,51.667,48.056,43.333,39.167,46.944,82.222,63.056,58.611,53.333,48.333,44.444,40.278,36.667,44.167,82.222,62.222,56.111,49.722,44.722,39.722,36.667,33.333,36.944,82.222,63.056,52.222,44.444,39.444,35.556,32.778,29.722,C
364,49.722,50.833,53.056,56.389,66.111,90.278,63.056,55.833,54.722,93.056,70.278,65.556,66.944,95.278,97.222,74.444,92.222,92.5,86.667,95,91.667,93.611,68.333,66.389,64.167,58.611,51.111,60.556,83.056,68.889,65.556,62.778,59.722,55.556,50,44.167,50.278,79.444,66.111,62.222,58.611,54.722,50.833,45,40.556,45.833,77.778,63.333,59.444,54.722,50,46.389,41.944,37.5,44.167,79.444,61.389,56.667,51.111,46.389,42.5,39.167,34.444,41.667,79.444,59.722,53.056,46.389,41.944,38.056,35,31.111,37.222,56.111,56.944,46.944,39.167,36.667,35,31.111,27.778,D
365,26.944,30.833,33.333,37.222,40.278,44.444,74.167,66.111,42.5,30.833,34.444,38.611,41.944,47.222,81.667,80.833,70,46.667,34.444,38.611,43.889,47.222,57.778,76.944,73.333,68.056,48.889,36.944,43.889,49.167,55.556,75.833,70.833,66.944,57.778,48.889,42.222,52.5,78.611,78.333,74.722,68.056,63.889,56.111,49.444,79.722,81.944,80,76.667,72.222,68.333,62.5,55.278,49.167,82.222,80.833,77.5,76.667,73.611,67.778,62.5,57.5,50,81.944,80.278,77.222,76.389,74.167,70.556,65.556,59.722,53.611,40.556,77.5,79.722,78.333,76.667,73.056,68.611,66.111,59.167,E
366,31.944,37.5,45.833,75.278,91.944,84.167,42.778,36.389,32.5,36.667,47.5,78.333,94.444,94.167,89.444,54.167,42.5,36.944,46.667,92.5,95.278,95.833,95.833,94.167,68.333,46.389,40.278,86.111,94.722,96.389,95.833,95.833,95.556,92.5,62.222,43.889,91.111,94.722,95.556,94.444,94.722,95.833,93.333,88.889,46.944,91.944,94.444,94.444,95.556,94.167,94.722,94.444,93.333,79.167,92.222,94.167,94.444,95.278,95,94.167,94.444,94.444,90.556,93.333,94.444,95,95,95.833,95,94.722,95.278,91.944,91.944,95.833,96.667,96.389,96.389,96.667,95.833,95.833,92.5,F
367,85.556,61.111,55.556,52.5,51.944,51.667,50.556,53.333,76.944,86.944,67.222,63.333,60.833,59.167,59.167,60.833,65.278,89.722,66.389,72.5,68.333,66.111,66.389,66.389,67.778,84.167,92.222,40.278,56.389,93.889,76.667,74.722,96.389,71.389,70.833,77.5,35,41.111,49.167,52.222,57.5,60,62.5,66.111,75,32.778,36.667,43.056,46.389,51.389,53.889,57.778,61.667,63.611,30.833,32.778,38.056,41.667,46.111,48.611,54.167,58.333,62.222,28.333,29.444,33.889,36.944,41.667,43.611,49.167,53.611,57.778,25,27.5,30.278,32.222,36.389,37.222,41.944,46.389,53.889,G
368,85,58.056,53.611,51.667,51.389,50,48.333,48.056,46.111,91.111,65,60.556,57.5,56.944,56.111,56.944,59.167,80,86.389,69.444,66.111,64.167,63.056,63.056,63.611,67.222,92.778,65.556,89.722,70.556,68.611,68.056,68.056,70,91.667,53.889,48.056,88.056,72.222,71.944,70.556,69.722,85,54.167,45.833,45.556,66.389,74.722,74.444,73.333,89.167,60.833,47.222,41.944,43.333,48.889,90.833,75.833,76.667,83.611,48.056,43.889,38.056,40,46.667,85.278,76.667,80.556,50.556,44.167,40,35.833,35.556,42.222,65.833,90.278,61.667,44.167,39.167,35.833,32.222,H
369,31.111,34.444,74.444,92.778,90.556,42.778,36.944,33.611,30.556,36.389,44.444,88.611,93.889,81.389,80,42.222,37.778,34.722,41.111,51.389,92.222,78.611,78.056,91.111,48.611,41.944,37.222,44.167,74.444,93.333,76.111,76.111,88.889,80,46.111,40.278,47.222,85.278,76.111,73.056,72.5,72.222,89.722,48.333,43.333,52.5,91.111,69.167,68.333,67.222,68.056,83.611,59.444,45.833,85.556,69.444,65.556,62.778,62.5,63.611,65.278,82.778,48.611,90,61.667,58.333,56.389,55.833,58.056,59.167,75.556,53.611,62.778,50.556,49.167,50.556,50.278,51.111,51.667,54.167,79.167,I
370,86.667,94.444,96.389,96.111,93.333,61.944,38.056,32.778,30.556,91.389,94.722,96.111,96.111,95.278,94.444,79.167,38.333,34.167,92.778,95.833,95.556,96.111,96.111,94.444,78.889,46.389,37.5,92.778,95.833,95.833,95.833,95.556,92.5,65,51.111,43.056,75,94.444,95.833,96.389,95.833,92.778,63.056,54.444,46.944,43.611,53.889,78.611,94.444,94.167,89.722,64.444,57.778,50.278,38.889,44.444,52.222,60,84.444,83.889,65.556,60.556,53.333,35.556,40,46.667,52.5,83.889,83.611,70.278,66.389,59.722,32.222,35.556,40.833,45.833,62.778,84.167,71.944,70.556,71.111,J
371,39.722,55.278,77.778,93.889,93.611,70.556,58.889,54.167,50.833,57.222,92.222,95.556,95.556,97.222,96.667,97.222,96.667,95,70,94.444,96.667,96.667,97.778,97.222,97.5,96.944,95.278,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,62.778,92.222,96.111,97.222,97.778,97.222,97.778,97.222,95.556,55.278,92.222,95.833,96.944,96.944,95.833,89.167,65.833,58.611,A
372,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,83.056,88.889,92.222,96.389,97.222,96.944,95.278,92.222,88.333,81.389,88.333,91.667,95.833,96.667,96.667,95,91.389,87.222,80.278,85.833,92.222,96.667,97.778,97.5,97.5,97.222,95.556,74.722,83.889,88.611,95.556,97.222,97.222,97.222,97.222,95.556,79.722,85,92.222,96.667,97.778,97.5,97.5,97.222,95.556,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,B
373,91.667,66.111,58.056,55,54.444,54.444,55.833,63.333,92.5,91.944,72.222,66.389,63.611,61.944,67.778,93.056,61.944,55,91.667,95.278,95.278,92.5,64.444,61.389,57.5,53.611,48.611,83.056,82.5,66.667,63.333,59.722,56.944,52.778,48.333,43.333,60.556,79.444,63.889,59.722,56.389,53.333,49.444,43.889,40.278,60.833,82.778,61.944,57.222,52.778,49.167,45.278,41.389,36.944,46.944,79.444,58.889,54.167,48.611,44.722,41.389,38.333,34.167,44.722,79.444,56.667,50.278,44.722,40.556,37.778,35.278,31.389,41.389,79.444,53.333,44.444,38.889,35.833,33.611,31.667,28.333,C
374,87.5,63.333,58.333,58.056,64.167,93.056,88.889,61.667,65,92.5,71.944,69.444,70.278,73.889,97.222,95.833,77.222,87.778,83.333,80.556,69.722,67.222,65.278,63.611,59.722,56.111,51.944,60.833,87.5,66.944,63.333,60.833,58.333,54.722,50.278,45.278,53.889,85.556,64.167,61.111,57.222,53.611,50.833,46.111,41.111,50.278,84.444,61.667,58.056,53.611,49.167,46.944,42.5,37.5,49.722,84.444,58.889,55,50,45.556,43.333,39.167,35,49.722,84.444,56.389,51.389,46.111,41.389,39.722,35.833,32.222,49.167,79.444,52.5,45.833,40.556,36.944,35.556,31.944,29.444,D
375,38.056,49.444,88.611,89.444,93.889,80,41.111,35,31.111,72.222,85,84.722,81.667,83.889,63.611,47.5,40,33.889,88.333,88.333,85.278,79.167,68.889,58.611,49.722,43.611,37.222,84.722,88.056,86.389,82.5,71.944,59.167,52.778,47.222,41.389,58.333,75.833,88.056,81.111,74.722,60.833,54.722,49.722,43.889,51.667,81.944,80,76.389,67.222,60.556,56.389,50,45,45.556,78.056,77.5,73.611,66.667,61.389,57.778,53.056,47.778,36.944,77.222,77.222,73.611,67.222,63.889,60.833,55.278,50.556,30.278,36.667,80.278,74.722,70,67.5,65.278,61.111,55.833,E
376,30,33.333,37.778,41.667,54.444,81.667,67.778,41.111,33.889,33.333,39.444,45.556,88.333,94.167,94.444,92.5,57.778,41.111,38.333,46.944,89.167,91.944,94.444,95.278,94.167,89.167,46.944,50.556,87.222,92.222,94.722,95.833,95.833,95.556,92.5,59.444,88.333,93.611,95,94.722,93.889,96.389,95,93.056,88.056,92.778,93.889,93.889,95.556,95.278,95,94.722,95,90.556,94.167,93.611,94.722,95.833,95.556,93.889,95,95.556,93.056,94.722,95.278,95,96.389,96.389,94.444,95.556,96.111,94.722,92.222,95.556,95.833,96.389,96.389,81.944,96.944,96.667,95.278,F
377,90.833,62.222,55.556,54.444,53.333,52.778,55.278,60.833,89.444,74.444,71.944,64.444,61.389,61.111,60.833,63.889,68.889,89.444,45.278,88.611,69.167,68.056,66.111,67.5,70,72.222,90.556,40,74.722,94.444,72.5,72.5,72.778,74.444,85.833,90,37.778,42.5,52.222,61.389,93.333,95.278,95.833,76.667,86.111,34.167,38.333,42.778,49.167,53.889,59.722,64.167,68.056,80.278,31.667,36.389,38.611,43.333,48.333,54.722,59.444,65,74.444,28.611,33.056,34.444,38.889,42.778,49.444,54.444,63.056,74.444,26.667,30,30.556,34.444,37.5,42.222,48.333,62.5,48.889,G
378,30.556,37.222,39.722,41.389,43.056,43.889,45,48.611,54.167,37.222,43.056,45.278,48.056,49.722,51.111,53.889,56.944,48.056,49.167,50.556,51.944,51.944,54.444,55.556,56.944,74.444,45,92.5,65.278,60,59.444,60,60.556,74.167,49.444,42.222,77.778,74.722,66.667,66.111,66.111,66.944,79.167,46.389,41.111,53.889,88.333,70,66.667,65.556,83.056,49.167,43.611,38.611,46.389,66.389,71.389,70.556,70.278,51.667,45.556,39.722,36.389,40.556,49.167,89.722,76.111,86.111,47.778,41.111,37.778,33.333,36.111,43.611,73.611,80.556,79.167,43.333,37.5,33.333,30,H
379,31.111,34.167,53.056,78.056,91.667,62.5,41.389,35.556,31.944,35.556,44.722,86.111,93.611,83.056,81.111,47.222,40.833,36.389,40.833,49.722,90.556,83.611,81.667,90,50.833,45,39.722,43.611,67.778,92.778,78.333,78.889,86.389,54.722,47.778,41.944,45.833,90.833,78.056,76.944,76.667,89.167,80.833,49.722,45,62.778,93.056,73.889,72.778,72.222,74.722,90,52.5,46.944,74.444,94.167,70.556,68.056,66.667,68.333,91.667,56.389,50,86.111,72.778,65,61.111,61.389,61.389,67.5,80,54.167,90.556,65.833,56.944,56.111,55.278,55.556,56.667,77.5,61.667,I
380,91.667,95.833,96.944,96.944,96.667,96.667,93.333,65.833,48.056,94.444,96.389,96.944,96.944,97.778,96.944,96.111,93.056,61.944,94.444,96.389,97.222,97.222,97.778,97.222,96.389,95.833,93.056,92.778,95.833,97.222,96.944,97.5,97.222,96.667,95.833,92.222,50.556,58.889,80,95.556,96.667,97.222,96.389,95,81.944,40.278,48.056,53.056,57.5,61.389,66.944,72.778,89.722,78.333,35.833,41.944,46.944,51.389,56.111,61.944,72.778,86.944,72.778,32.778,37.222,41.667,44.722,50.278,56.111,82.778,86.111,56.667,29.722,33.611,36.667,39.167,43.889,49.444,61.944,86.111,54.444,J
381,35.556,52.222,58.056,68.889,93.889,94.722,88.056,60.833,41.667,56.111,92.222,96.111,97.222,97.222,96.667,96.667,93.333,61.667,66.944,93.056,96.111,97.222,97.222,96.667,96.667,94.167,70.278,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,66.667,92.222,96.111,97.222,97.778,97.222,97.778,97.222,95.556,57.778,92.222,96.111,97.222,97.778,97.222,97.778,97.222,95.556,52.5,91.944,95.833,96.944,97.5,96.944,97.222,95.278,71.944,39.722,91.667,95.556,96.667,97.222,96.667,96.667,93.333,63.056,A
382,66.389,77.778,94.444,96.667,97.222,97.222,97.778,97.222,95.556,57.778,71.667,94.444,96.667,97.222,97.222,97.778,97.222,95.556,54.167,67.5,94.444,96.667,97.222,97.222,97.778,97.222,95.556,51.667,65,94.444,96.111,96.667,96.111,95,90.278,85.278,50.278,63.889,94.444,96.389,96.944,96.667,96.389,89.722,85.278,48.611,56.944,83.611,90,93.889,95,94.444,91.667,88.333,46.944,60.556,91.944,94.722,95.833,95.556,95,93.889,91.111,44.444,63.889,94.444,96.389,96.944,96.667,96.944,96.111,94.167,38.611,63.889,94.444,96.667,97.222,97.222,97.778,97.222,95.556,B
383,90.833,69.722,56.389,53.611,52.778,51.667,52.5,56.667,65.556,88.611,73.056,66.389,62.222,60.833,60.556,61.667,82.222,90.833,87.222,95.278,72.5,69.444,66.944,96.389,95,63.611,51.389,73.889,85.833,70.833,68.333,64.444,60,55.833,50.278,44.444,60.556,81.389,65.556,61.944,58.611,55.278,50.556,44.444,40.556,60.556,79.167,63.333,58.611,54.722,50.833,46.389,41.389,37.778,51.111,76.389,60.833,55.556,50.556,46.111,42.5,37.778,34.444,43.611,74.444,58.333,51.944,45,40.833,38.333,33.333,30.556,36.944,66.389,53.056,45.833,39.722,35.833,33.333,30.278,27.778,C
384,88.333,60.278,58.333,60.556,66.667,92.222,70.833,60.556,58.889,90,71.389,69.167,71.111,75.278,97.5,78.889,77.5,87.5,88.056,71.944,70,67.778,65.833,64.167,60.278,54.722,49.167,80.833,69.167,66.667,62.5,59.444,56.667,53.611,48.333,43.333,79.444,66.667,63.333,59.722,56.111,52.778,48.889,44.167,40,58.889,64.444,61.111,56.667,53.611,49.167,44.444,40.833,36.944,49.722,62.5,58.056,53.333,49.167,44.722,40.833,36.667,33.889,43.333,63.611,55,49.444,43.889,39.722,35.833,33.056,30.556,41.389,62.778,50,42.778,38.333,35,32.5,30.278,27.778,D
385,32.778,38.889,44.167,71.111,70,53.611,39.722,33.056,28.611,39.167,52.5,74.444,70,62.778,51.944,44.722,37.778,32.778,80,79.444,73.056,66.389,59.444,53.889,46.667,40.556,36.111,78.889,78.056,75.278,71.111,63.333,55.833,49.722,45,39.167,70,78.056,90.278,77.5,73.056,59.444,52.5,46.944,41.389,59.722,70.556,76.389,83.056,80.278,66.389,55.278,50,44.722,59.167,70.278,76.389,79.167,73.333,64.167,56.944,51.944,45.278,63.611,82.5,81.944,76.667,70.833,64.444,58.889,55,47.222,81.667,81.944,79.722,76.111,72.222,66.667,63.333,60.278,54.722,E
386,29.444,33.889,38.611,44.167,61.389,77.5,59.722,40.278,33.889,33.333,40.556,49.167,86.111,77.778,81.111,81.389,47.222,39.444,38.333,48.611,87.222,85.556,82.222,83.889,87.778,56.389,44.167,49.722,87.778,93.056,88.611,87.222,86.111,86.944,87.222,48.056,88.056,91.111,91.389,90,87.5,87.5,88.056,89.722,64.444,89.167,91.389,90.278,90.278,88.333,88.611,89.444,90.556,89.722,91.389,91.944,92.778,91.944,92.222,88.333,89.444,90,88.056,91.111,92.5,93.611,92.5,90.556,90.833,90.833,91.944,90,92.222,94.444,94.722,95.278,95.833,94.167,94.167,93.056,93.056,F
387,66.389,56.111,51.111,49.722,50.278,49.167,49.444,50,53.056,85.556,65,60.833,56.667,57.778,57.222,57.5,61.667,77.778,87.778,69.444,66.944,64.444,63.889,65,66.389,69.444,93.056,44.167,91.389,70.833,69.722,69.167,69.444,72.5,95.556,94.167,38.056,45.278,78.611,94.722,96.111,95.278,70.833,68.333,69.167,31.667,37.778,44.444,49.167,53.611,56.944,61.667,63.889,66.667,29.444,34.722,39.167,42.5,47.5,51.111,55.556,59.167,63.611,27.222,31.944,35,37.222,42.222,45,50,54.167,60.278,24.444,28.611,31.667,33.333,37.5,39.444,43.889,48.333,56.389,G
388,62.5,48.611,46.389,47.222,48.611,48.333,50.556,52.5,57.222,85,60.278,56.111,53.889,53.333,54.444,56.389,59.444,80.278,50.278,88.056,61.389,59.444,58.333,58.056,61.111,66.389,50.278,46.667,72.5,70.833,63.056,62.222,59.722,60.556,79.167,46.944,43.056,48.333,89.722,68.889,67.5,65.833,60.278,50.833,44.722,40.833,46.944,83.333,72.778,73.333,72.5,60.556,41.111,41.111,38.889,43.056,48.056,90.278,73.333,80.833,51.389,42.222,36.389,35.833,40.278,45.833,85.278,78.056,83.333,48.056,40,34.167,32.222,36.389,41.944,50.833,90,78.611,42.778,35.556,30.556,H
389,31.389,36.944,62.778,86.944,42.778,37.5,33.889,30.833,29.444,36.944,69.722,92.778,92.5,63.611,43.889,40,36.667,33.056,43.333,86.111,94.444,80.278,91.389,49.722,43.889,40.278,35.833,47.222,85.833,93.611,78.333,90.833,58.333,48.056,43.333,38.333,49.722,88.056,75.833,75.556,74.167,89.167,51.111,46.111,40.833,51.111,91.111,71.944,71.111,69.444,69.444,62.222,48.889,43.333,64.167,89.444,67.5,65,64.167,65.278,89.444,52.222,46.944,85.278,67.222,61.944,58.333,58.056,59.167,61.944,59.444,51.111,90.278,53.889,51.944,51.111,51.111,53.333,55.278,75.556,61.111,I
390,56.944,91.944,94.722,95.833,96.389,96.389,93.333,64.167,46.389,94.167,95,96.111,96.389,97.778,96.111,95,88.056,59.722,95,96.111,96.667,97.222,97.778,97.222,96.389,96.389,93.889,78.611,94.722,96.389,97.222,96.667,97.222,97.5,96.389,94.722,44.722,51.667,56.667,61.944,80.278,95.278,96.111,96.111,93.056,38.889,44.722,48.611,53.333,57.778,61.389,65.278,75.556,83.056,34.722,40,43.056,48.333,52.778,57.222,61.667,72.222,76.667,31.667,35.833,38.611,43.889,47.5,51.667,58.056,68.611,52.222,28.611,32.222,34.167,38.889,41.944,46.111,53.333,67.222,49.722,J
391,34.722,50.833,75.833,94.444,96.111,96.111,96.111,93.333,53.611,42.5,92.222,96.111,97.222,97.222,96.667,96.667,93.333,55.556,50.556,92.222,96.111,97.222,97.222,96.667,96.667,93.333,58.333,52.778,92.222,96.111,97.222,97.222,96.667,96.667,93.333,62.5,55.833,92.222,96.111,97.222,97.222,96.667,96.667,94.167,70.833,61.944,92.222,96.111,97.222,97.778,97.222,97.778,97.222,95.556,71.667,94.444,96.667,97.5,98.056,97.5,97.778,97.222,95.556,95,96.667,97.222,97.778,98.333,97.778,97.778,97.222,95.556,47.5,51.111,54.167,58.056,63.889,79.722,95,95.833,94.444,A
392,70.833,91.944,95.833,96.389,96.389,93.056,55.278,41.389,34.722,60,87.222,95,96.111,96.111,92.778,56.667,47.5,40.278,55.278,87.222,95,96.111,96.111,92.778,58.056,50.833,44.167,52.778,87.222,95,96.111,96.111,92.778,59.722,53.333,47.222,51.389,61.667,73.333,91.389,94.444,92.222,61.667,55.556,50,50.278,57.222,67.222,91.111,94.444,92.222,67.222,58.889,53.333,49.167,57.222,66.111,91.667,95.556,96.111,95,90,58.333,47.778,58.611,68.611,91.667,95.556,96.111,95.278,92.222,66.944,45.833,67.5,76.111,93.611,96.111,96.667,97.222,96.667,95.556,B
393,43.056,47.778,50,50.278,51.944,53.889,60.556,90.556,91.111,92.222,71.389,59.444,58.056,60,62.222,67.778,91.389,91.667,86.667,75.556,69.167,66.944,66.667,68.611,73.056,96.111,93.333,53.611,88.611,76.667,72.5,72.222,73.333,76.389,86.389,92.222,52.5,67.5,94.444,96.111,96.667,96.667,95.556,90.556,49.167,50.556,61.944,89.722,66.389,62.778,59.167,55.278,47.5,40.556,48.056,58.889,65.556,60.278,55.556,51.389,46.111,40.833,36.111,46.389,58.889,62.222,55.278,49.167,45.833,41.111,36.111,33.056,43.889,70.556,58.889,49.722,43.889,40.556,36.389,33.056,30,C
394,43.889,86.389,69.722,57.778,56.111,54.722,56.111,61.667,76.944,48.611,86.111,74.167,68.611,71.944,96.111,70.556,69.444,89.722,50,87.222,94.722,78.333,83.611,96.389,82.5,92.778,50.278,49.444,78.056,64.722,62.778,59.444,56.111,53.056,46.944,39.167,48.889,79.444,60,56.944,52.778,49.167,45.833,40,36.389,50.833,60,55.556,51.944,49.167,44.722,40.833,37.222,33.889,67.778,56.111,51.667,46.944,44.444,40.833,37.222,33.889,31.389,69.722,51.944,47.778,43.333,40.278,38.056,34.444,31.389,28.333,55.278,46.111,42.222,39.444,35.278,33.056,30.833,28.889,25.556,D
395,87.778,93.056,93.333,91.944,51.944,37.222,33.889,31.111,28.333,92.222,93.333,91.944,89.722,55.833,44.722,38.333,35.556,31.944,71.944,79.167,87.222,77.222,58.056,50.833,44.722,39.722,34.722,63.889,75.556,82.222,68.056,58.889,52.778,47.222,42.778,35.833,70.833,80,73.333,68.056,60,55,49.722,43.611,37.5,79.444,75.278,70,65.278,60,56.111,50.833,45.833,41.111,74.167,71.389,68.889,66.944,63.611,58.611,54.167,50,44.167,76.944,74.444,70.833,68.056,65.556,62.222,58.889,54.722,48.056,50.833,89.722,76.111,74.167,71.389,68.889,65.556,60.833,55,E
396,33.889,40.556,57.222,93.333,95.833,96.111,95.278,93.056,61.389,40,73.889,93.889,95.278,94.722,94.722,95.556,94.722,90.556,61.667,91.389,94.444,94.722,94.722,93.889,95.833,95,93.333,92.778,93.056,93.611,94.444,94.167,93.611,93.889,94.167,92.778,93.333,93.333,93.056,94.167,93.333,92.5,92.222,92.778,91.944,92.778,93.333,91.944,93.056,94.167,93.333,93.333,93.611,92.778,93.611,94.444,93.333,94.722,96.389,96.389,96.389,94.722,86.389,93.889,95.556,95.556,96.389,95.833,94.167,92.222,50.556,42.222,92.5,95.278,95.556,95.278,91.944,58.333,46.667,41.111,34.722,F
397,47.5,88.889,82.222,63.889,50.833,43.611,38.611,33.889,30,75.556,89.444,77.222,67.5,58.889,52.778,46.389,39.722,33.333,90.833,81.667,76.944,71.111,66.111,60.556,55,48.611,36.111,86.944,80,76.111,73.056,69.722,68.056,74.444,93.056,59.444,88.056,81.667,78.889,78.333,76.667,78.611,93.611,93.889,78.889,90,83.611,81.667,81.944,82.222,84.722,95.556,95,85.833,92.222,95.556,96.667,97.222,96.944,97.5,65.278,80.278,85.833,39.444,46.389,51.111,53.056,54.444,56.389,58.611,62.5,76.944,33.889,37.778,41.944,44.722,46.944,48.889,52.222,55.833,64.167,G
