rank,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,class
656,35.556,45.833,96.944,97.778,98.333,97.778,97.222,46.389,35.833,80.556,97.222,98.333,98.889,97.778,98.889,98.333,96.389,48.056,94.444,97.5,98.889,98.333,99.444,98.611,97.778,97.778,94.444,96.111,98.333,97.778,98.889,99.444,98.333,95.278,97.778,95,95.833,98.056,97.778,97.222,98.333,96.111,86.667,82.5,65.833,95.833,97.778,97.778,97.222,98.333,96.111,84.722,76.111,62.5,96.111,98.333,98.056,98.056,99.167,96.944,95,80.556,74.167,86.389,97.222,98.611,98.889,98.611,98.889,97.778,97.778,95.833,37.5,55,97.222,98.333,98.333,98.333,98.333,95.833,48.333,F
657,93.056,59.722,58.333,56.389,56.944,59.444,66.667,94.167,45.833,53.889,91.667,65.833,63.056,64.722,68.056,72.222,68.056,49.444,48.056,93.333,72.222,69.722,70.278,73.333,93.611,64.722,52.222,43.889,59.167,75.556,73.889,75.556,75.556,92.5,70.278,56.667,41.111,48.333,94.167,79.444,79.722,78.611,81.667,77.222,84.167,38.056,43.889,59.722,81.944,81.944,84.167,88.056,88.333,94.444,34.444,39.167,45.556,95,83.333,86.667,96.667,96.667,86.389,31.667,34.722,38.611,67.222,83.889,87.5,96.111,94.167,43.333,29.167,31.667,34.167,36.944,83.889,96.667,96.111,56.111,34.167,G
658,76.111,97.222,98.333,98.889,98.333,98.889,98.333,97.222,55.556,96.667,97.778,98.889,98.889,99.444,98.889,98.333,97.778,96.667,96.111,98.333,98.889,98.889,98.889,98.889,97.778,97.222,68.333,59.167,97.222,98.611,78.056,76.667,84.167,97.778,93.056,56.389,43.056,52.778,59.722,65.556,72.5,93.611,94.722,62.222,53.611,38.889,46.111,51.944,59.167,74.444,95.278,90.833,61.111,51.944,35.278,40.278,45.833,53.056,80,95.278,69.444,61.667,50.833,32.5,36.111,39.444,44.444,80,95.278,73.333,65.556,49.722,28.889,31.944,35,38.333,41.111,90,96.667,96.111,37.778,H
659,92.778,61.111,52.222,47.778,45.556,41.389,38.889,34.444,29.722,94.722,66.389,60.556,55.556,52.778,49.722,45.278,40.278,34.167,90.833,88.056,65.556,61.944,58.889,56.944,53.889,50.556,38.889,57.778,96.667,98.333,98.889,98.889,98.889,98.889,98.333,95,51.667,95.833,97.222,96.389,78.333,70.833,65,61.944,56.944,47.5,95.833,97.222,96.667,88.611,65.278,57.5,50.556,43.333,43.611,93.889,97.222,97.222,93.889,57.778,49.722,43.889,38.333,38.333,87.222,96.944,96.667,90.278,49.444,44.722,38.333,34.167,32.222,39.444,94.444,96.111,50.278,41.944,38.056,34.167,30.278,I
660,30.556,35.556,40.278,46.111,55.278,78.056,93.611,41.389,33.056,35,39.722,50,56.667,64.444,73.611,91.389,90.278,38.611,39.167,89.722,66.111,66.111,69.444,75.278,94.167,94.167,45.278,59.444,96.667,98.333,77.222,76.944,80,83.056,95,50.556,95.556,97.778,98.889,85.833,82.5,83.333,84.722,97.222,55.833,96.667,86.944,98.889,98.333,86.111,85.556,85.833,97.778,87.778,96.667,75,76.944,98.889,90,88.333,88.056,98.333,96.667,55,57.778,62.778,96.944,98.333,89.722,97.778,97.778,87.778,38.333,45,50.833,76.944,96.944,97.222,95.833,53.056,38.333,J
661,31.389,35.278,41.389,91.667,96.667,98.333,97.778,94.722,43.611,36.111,42.778,91.389,97.778,97.778,98.056,97.778,97.222,60,41.389,94.444,97.778,98.889,98.889,98.889,98.889,98.333,96.667,80.278,97.222,97.778,98.889,98.611,98.889,98.889,98.056,96.111,95,97.5,98.056,98.889,99.167,98.889,98.333,97.778,95.833,96.667,97.5,98.611,98.333,98.333,97.778,97.778,96.389,48.333,96.389,98.333,98.611,97.778,98.889,96.944,95,46.111,38.889,96.111,97.778,98.333,98.056,97.778,86.944,44.167,39.444,33.611,93.333,97.222,97.778,96.667,51.389,41.111,37.778,34.167,30,A
662,96.111,98.333,98.889,98.333,98.889,98.333,97.222,53.611,38.056,96.667,98.333,98.889,96.944,96.111,95.556,97.778,96.667,53.889,96.389,97.778,96.944,94.444,95.278,92.778,94.167,96.944,96.111,85.833,97.222,90.278,91.389,91.944,92.222,92.778,95,95.278,61.389,75.833,84.722,89.444,92.5,93.889,94.722,95,95,63.611,75.556,95.833,95.833,94.444,93.889,95.556,96.944,95.833,95,98.056,98.889,98.889,98.889,98.889,98.333,97.5,65.278,95.833,98.333,98.889,98.611,98.889,98.889,98.056,92.5,37.222,84.444,97.778,97.778,98.333,97.5,94.444,46.111,36.667,31.389,B
663,96.667,97.778,97.778,97.222,87.778,41.944,36.667,33.056,30,96.944,96.389,98.333,96.667,95,48.056,41.111,36.667,33.333,95.556,97.222,98.333,97.5,95,53.889,45.833,40.556,36.667,58.333,95.556,97.222,90.278,90.278,56.944,50.556,43.889,39.167,53.611,63.611,73.611,91.111,86.111,59.444,53.333,46.667,41.667,51.389,60.833,69.722,93.333,69.444,62.778,56.667,51.667,43.889,49.167,60.556,91.111,89.722,71.667,66.389,61.667,56.667,47.222,45.556,73.611,95,78.889,74.722,70.556,67.778,63.611,56.111,36.944,95,98.333,98.889,98.889,98.889,98.889,98.333,96.667,C
664,31.667,35.833,41.111,50.833,95.556,97.778,97.778,94.722,39.722,36.111,40.556,47.222,67.778,96.389,97.778,98.056,97.222,89.444,39.722,45.833,51.667,63.611,96.111,97.778,98.333,97.778,95,42.778,50,56.111,64.722,78.056,94.444,97.778,95.556,96.111,46.111,53.889,60.278,67.222,75,81.389,86.667,89.722,94.444,52.5,60.278,65,70.833,75.278,80.556,83.889,92.5,82.778,65.278,77.5,73.611,74.722,78.056,81.667,93.611,93.333,41.389,96.667,98.333,83.056,81.389,82.222,97.5,77.222,41.111,35,84.444,97.222,97.778,97.778,96.389,51.389,40.278,35.278,30.556,D
665,96.111,98.333,98.889,98.889,99.444,98.889,98.889,98.333,96.667,69.167,70.556,96.667,98.333,98.333,98.333,98.333,97.778,84.444,56.944,65,77.5,96.944,98.056,97.5,94.444,66.111,55.278,50.833,58.889,65,96.111,97.222,96.111,70.556,62.778,52.778,46.944,54.722,61.944,74.722,95.278,96.111,73.611,61.667,50.556,43.333,51.111,60,93.056,97.222,97.778,95.556,69.722,48.333,39.167,46.389,58.056,97.222,97.778,98.333,97.778,95.556,43.056,34.722,40.833,56.111,96.389,97.778,98.333,96.667,91.111,35.833,30.833,34.444,39.722,95.556,97.778,97.222,92.222,38.056,31.111,E
666,37.5,55.556,96.111,96.111,67.778,54.444,48.889,43.611,36.111,46.944,95,98.333,98.889,98.333,98.889,98.333,97.222,52.222,86.389,97.222,98.611,98.889,98.889,98.889,98.889,97.778,95.556,95.278,98.333,98.889,98.333,98.889,98.333,96.111,66.944,55,97.222,98.333,98.333,98.333,98.056,94.444,66.389,58.611,50,96.944,97.778,98.333,96.944,94.444,71.944,63.611,55.278,46.667,96.667,97.778,97.778,95.556,81.111,73.611,63.056,52.222,43.333,96.111,97.778,97.778,96.111,85.833,83.889,69.167,48.056,38.889,43.889,95.278,97.778,98.333,98.333,97.778,92.778,40,32.778,F
667,31.111,35.833,39.167,42.5,44.444,47.5,51.389,59.444,86.111,35.556,40.833,45,49.444,51.389,54.722,58.889,90.833,59.722,43.056,49.167,53.611,54.722,57.778,60.833,67.222,79.722,57.778,71.389,60.278,60,60.556,63.611,63.889,94.444,79.167,60.278,96.111,72.222,68.056,67.778,69.444,87.5,98.333,96.944,94.444,96.111,78.056,73.889,72.778,72.778,81.667,90.556,94.722,84.444,96.389,80.833,79.167,75.556,79.167,82.778,88.056,90.556,37.778,95.556,84.167,81.111,80,82.222,95.556,73.056,39.444,32.5,81.111,97.222,97.778,97.778,94.722,45,38.889,33.889,29.167,G
668,96.111,98.333,98.333,98.333,98.333,97.222,60.278,43.333,36.389,96.667,97.778,98.889,97.222,98.889,97.222,96.944,70.278,51.944,96.667,97.222,98.889,97.778,99.167,97.778,97.778,96.944,93.056,96.389,98.333,98.611,98.333,98.889,97.5,97.778,95,57.778,53.333,95,98.333,98.889,97.778,73.056,74.722,95.556,54.722,39.167,46.389,53.333,58.889,61.667,65.833,70.556,91.111,51.389,34.444,40,44.722,51.111,54.722,60,66.944,88.889,50.278,31.944,35.833,40.833,44.722,48.056,53.889,62.5,93.333,50,28.889,32.222,35.556,38.889,41.111,45.556,53.056,93.611,48.333,H
669,65.833,54.167,50,45.556,44.722,41.111,38.333,34.444,31.111,68.333,61.389,57.222,52.222,51.111,47.222,44.167,39.722,34.444,70.556,65.833,62.5,58.056,57.5,53.889,51.667,47.778,41.111,75.556,74.722,88.056,95.556,63.333,61.111,61.111,68.056,96.111,80,82.5,90.278,96.389,91.944,67.222,63.056,58.889,48.333,83.333,87.5,91.111,95.556,86.944,58.333,53.056,46.389,40.278,86.389,89.722,93.056,96.111,87.778,51.389,46.111,40.556,35.833,88.889,91.111,93.611,93.889,51.944,44.722,40.556,36.667,32.222,93.889,96.944,95.556,47.5,42.5,38.889,36.111,32.778,28.333,I
670,96.111,85.833,86.389,87.222,94.444,97.5,96.667,51.667,35.278,78.056,77.5,81.667,85,86.667,90,91.111,95.278,52.222,58.889,71.111,80.278,87.5,90.278,91.667,93.056,93.056,88.333,49.167,67.222,85.278,89.167,92.5,93.056,93.611,94.167,93.333,45,87.778,97.222,97.778,98.889,97.778,98.333,98.333,96.111,40.278,48.333,63.889,96.667,98.333,97.778,97.222,98.333,96.111,35,40.556,57.778,97.222,98.056,76.389,79.444,98.056,93.056,31.389,34.722,38.889,94.167,62.222,64.722,72.778,96.389,62.5,27.778,30.833,34.444,36.944,45,52.222,63.056,92.5,38.611,J
671,35.833,47.222,94.722,97.778,97.778,95.556,48.333,38.056,32.5,54.722,96.944,98.333,98.333,98.333,98.333,97.222,55.556,38.333,93.333,97.778,98.889,98.889,98.889,98.889,98.333,96.111,46.111,96.389,97.778,98.889,98.889,98.889,98.889,98.333,97.222,87.778,96.667,97.778,98.889,98.889,99.444,98.889,98.333,97.778,96.667,96.667,97.778,98.889,98.889,99.444,98.889,98.333,97.778,96.667,96.667,97.778,98.889,98.889,98.611,98.889,98.333,97.222,88.056,94.444,97.5,98.889,98.889,98.889,98.889,98.333,97.222,56.389,41.111,95.278,98.333,98.889,98.333,98.889,98.333,97.222,41.944,A
672,96.667,97.778,97.778,94.722,49.167,43.333,39.167,35,30.556,65,75.833,79.722,82.778,95.833,95.278,47.5,39.444,34.167,59.167,68.611,75.278,79.722,84.444,89.444,96.389,92.222,38.889,57.222,66.389,73.889,82.5,87.222,89.722,91.111,95.556,91.944,57.5,67.778,91.111,97.778,98.889,98.333,98.333,98.333,96.667,60,94.722,97.5,98.889,98.889,98.889,98.889,98.056,94.444,93.333,97.222,98.889,98.889,98.611,98.889,98.333,96.944,60.833,93.611,97.778,98.889,98.333,98.889,98.333,96.389,64.167,35,42.778,96.389,97.778,97.778,95.278,51.111,41.667,36.667,31.111,B
673,92.778,97.222,97.778,96.389,45.833,39.722,35.833,32.222,29.722,96.944,96.944,97.778,94.722,95,44.722,39.722,35.556,32.778,97.222,96.667,96.667,93.056,95,51.667,44.167,39.444,35.556,93.889,96.667,97.5,92.222,95.556,58.611,48.889,42.778,37.5,50.556,88.333,96.667,85.833,94.444,60.833,53.889,46.111,40.833,44.722,52.778,61.389,74.722,84.444,63.889,56.944,50.833,44.167,40.278,48.611,57.5,71.944,87.222,67.778,62.778,56.111,49.167,36.389,43.333,53.611,91.944,75.833,71.667,68.056,65,59.167,32.222,36.944,45.833,95.556,97.5,96.667,54.722,51.944,49.444,C
674,31.111,34.722,38.889,44.444,92.778,96.667,96.667,49.167,35.833,35,39.722,45,52.222,95,97.778,97.778,95.278,43.889,38.611,44.167,49.167,58.889,90.278,97.222,97.778,96.944,90.278,41.389,47.778,53.333,60.833,72.778,89.444,91.667,92.5,91.667,45,52.5,58.889,65.833,73.333,78.333,86.389,88.889,91.944,51.389,59.444,64.444,70.556,74.167,79.167,83.056,93.056,82.778,77.5,68.889,71.667,72.778,77.222,78.889,95.556,76.667,38.056,97.222,98.333,81.667,78.611,80,95.833,53.611,38.889,33.889,95.833,97.778,97.778,96.667,53.889,43.611,38.333,34.167,30.278,D
675,49.722,95,98.333,98.889,98.333,98.889,98.333,96.944,43.056,95.278,97.778,98.889,98.889,98.889,98.889,97.778,97.222,90,95,97.778,98.333,98.889,99.444,98.889,98.333,97.778,95.556,76.111,95.833,98.056,98.889,98.889,98.889,98.889,97.5,96.111,63.889,77.222,95.556,98.333,98.333,98.333,98.333,97.778,87.778,72.222,96.944,97.778,98.333,97.778,96.111,81.111,67.5,51.389,96.389,98.333,98.889,98.333,98.889,98.333,95.556,58.889,45,95.556,98.333,98.889,98.333,98.889,98.333,96.944,55.556,36.667,40.556,90.556,97.222,98.056,97.778,96.944,78.056,36.389,31.389,E
676,43.889,95.833,97.222,95,54.444,48.611,44.167,39.722,33.056,84.444,97.222,97.778,97.778,94.722,58.333,53.611,48.611,40.556,93.889,97.778,98.889,98.611,99.444,98.611,97.778,63.056,95.556,95.833,98.333,98.889,98.611,99.167,98.889,97.778,93.889,63.333,97.222,97.778,98.333,97.778,96.944,71.389,64.444,57.222,48.889,96.667,97.778,97.778,94.444,72.778,65.833,58.889,51.944,43.611,96.667,97.222,96.667,77.778,72.222,63.889,55,46.944,39.722,94.444,97.5,97.222,90.556,74.167,62.5,49.722,41.667,35,37.778,94.722,97.778,97.778,95.833,65.278,41.389,35.278,30.833,F
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
678,41.667,96.389,97.778,98.333,97.778,97.222,62.778,49.444,41.111,93.889,98.056,98.889,98.611,98.889,98.333,98.056,97.778,96.111,96.111,98.056,98.611,98.333,99.167,97.5,98.333,96.944,92.778,96.667,98.333,98.889,98.333,98.889,97.778,97.778,96.667,76.111,97.222,98.333,98.333,98.611,98.333,98.333,75.278,76.111,87.778,51.111,95.833,97.222,98.889,66.111,66.667,70,73.333,93.889,38.889,45.278,49.167,53.333,56.667,59.167,64.167,70,91.944,33.611,39.167,42.5,46.944,50,52.222,57.5,66.111,91.667,29.722,34.167,37.222,40.833,43.611,45,49.444,57.778,91.667,H
679,88.333,56.389,51.944,48.333,47.5,44.167,41.667,37.222,32.778,90,64.722,59.444,55.278,54.167,51.111,49.444,45,38.611,91.111,68.333,64.444,60.556,60.556,57.222,57.5,58.889,95.833,93.889,73.611,71.944,74.722,98.611,96.944,80.833,66.944,57.5,83.333,78.889,79.167,82.778,94.722,96.111,74.167,55,45.556,83.056,82.778,84.167,86.389,92.222,96.111,69.722,46.667,40,97.222,86.389,87.222,88.889,92.5,94.444,47.5,41.111,36.111,96.667,87.222,88.889,89.444,96.944,47.5,40.833,36.111,32.5,93.889,97.5,97.778,95.278,45.278,39.167,35.556,32.5,28.889,I
680,90.278,84.444,86.389,96.944,95,48.056,40.278,35.833,31.389,73.333,78.056,80.833,83.333,93.333,96.111,73.889,41.667,35.278,63.056,71.111,78.056,81.389,85,86.944,92.5,89.722,40.833,59.722,69.167,76.667,81.944,86.667,89.722,91.111,95.278,64.167,59.167,70,78.056,97.222,94.722,93.056,92.5,93.889,95.278,64.167,94.722,97.778,98.889,98.889,98.333,96.667,95.833,96.667,95,98.056,71.111,69.722,75,98.333,98.889,97.222,96.111,93.333,57.778,57.222,60,65.278,96.667,97.778,97.222,89.722,35.556,44.167,48.056,50.556,54.167,90.833,96.111,91.667,38.056,J
681,43.056,94.444,98.056,98.333,98.333,98.611,97.778,89.444,36.944,95.556,97.778,98.611,98.889,98.889,98.611,97.778,97.222,89.167,96.111,97.222,98.333,96.111,99.444,97.222,97.222,97.222,96.667,96.111,97.222,98.333,96.944,99.444,97.222,97.5,97.222,96.667,96.111,97.778,98.056,98.056,99.444,97.222,98.056,97.222,95.278,96.389,97.5,97.778,98.333,98.333,97.5,97.778,96.389,55,93.333,97.222,98.889,98.056,98.889,98.611,96.389,77.222,39.444,46.111,96.944,97.222,98.333,97.5,97.5,77.222,40.556,34.444,36.389,48.333,96.667,97.222,96.389,49.167,39.167,34.722,30.556,A
682,93.333,88.889,85.278,97.5,97.222,97.222,56.389,37.778,31.944,59.444,73.611,79.722,82.5,85,93.889,95.833,61.944,36.111,56.944,67.222,75,80.278,83.056,85.833,86.944,94.722,56.389,56.667,66.389,72.778,79.444,82.5,85.278,87.778,91.389,91.389,59.167,68.333,74.722,80.833,85.833,87.778,89.722,90.556,95,66.111,76.111,97.222,98.333,98.889,98.333,98.889,98.333,95,96.667,97.778,98.889,98.889,99.167,98.889,98.889,97.5,93.056,96.667,98.333,98.889,98.333,98.889,98.333,96.944,64.167,39.167,93.889,97.222,98.333,97.778,96.944,53.333,42.5,38.333,32.5,B
683,30.556,41.667,96.944,98.056,98.333,92.5,98.333,95.278,38.889,38.333,95.833,98.333,98.611,87.5,88.333,89.167,95,45.278,49.167,70,79.167,81.944,83.889,86.389,95.278,76.667,48.889,51.111,63.333,71.389,77.778,81.944,94.167,80.278,61.667,50.556,53.333,61.389,69.722,76.667,91.667,83.056,71.667,62.5,52.5,55,63.056,90.556,96.667,94.444,78.889,73.056,66.667,56.944,58.056,90.833,97.222,98.056,97.222,95,77.5,73.056,66.389,90.556,97.778,63.333,61.389,64.444,98.889,98.889,97.778,95.278,95,56.944,53.333,51.389,50.556,49.167,46.389,42.778,36.389,C
684,92.778,59.444,53.056,49.444,48.056,44.167,41.111,35.278,31.111,94.167,67.778,61.111,56.944,55.556,52.5,50.556,45.556,34.167,95.278,71.389,67.5,64.167,63.056,63.333,97.778,96.944,60.833,93.333,75.278,73.056,71.111,71.944,77.5,97.778,97.778,95.556,80.833,97.778,76.111,76.667,77.5,98.333,98.611,97.778,96.111,43.333,96.389,91.389,81.111,98.889,98.333,98.889,97.778,96.111,37.778,58.056,96.667,86.111,98.889,98.333,98.889,98.333,94.444,33.056,38.889,64.722,97.5,97.778,98.333,97.778,97.222,55,29.444,32.5,37.5,73.333,96.111,96.944,96.667,67.778,35.833,D
685,33.056,84.444,97.778,98.333,98.333,98.333,98.333,96.944,43.056,41.667,94.444,98.333,98.889,98.333,98.889,98.611,97.778,90.278,47.778,94.444,98.056,98.889,98.889,98.889,98.889,98.333,96.111,51.111,90.278,97.222,98.611,97.778,98.611,98.333,97.778,87.222,54.722,70,95.556,97.778,98.333,97.778,97.222,74.444,57.778,66.389,96.944,97.778,98.333,97.778,96.111,81.944,66.667,54.167,96.389,98.333,98.889,98.333,98.889,98.333,96.667,71.667,51.944,96.667,97.5,98.889,98.889,98.889,98.889,97.778,96.111,48.611,93.889,97.778,98.889,98.333,98.889,98.333,97.222,62.5,31.111,E
686,96.667,97.778,97.778,95,49.167,41.389,38.056,34.444,30.278,96.111,97.222,97.778,93.611,75.278,50.556,44.167,39.444,33.889,96.667,97.222,96.111,88.889,70.278,60,51.944,46.389,38.611,96.667,97.222,97.5,92.778,73.889,66.667,60.833,55.556,46.389,96.389,97.222,98.056,97.222,91.667,71.667,68.611,80,96.667,93.611,97.778,98.333,98.333,99.444,97.222,98.333,97.778,96.389,92.778,96.944,97.778,98.056,99.444,98.056,97.5,97.778,93.889,40.833,90.278,96.667,98.611,97.222,98.333,98.333,97.5,62.5,31.944,38.611,47.778,52.778,95.833,97.778,97.778,95.278,36.389,F
687,43.889,51.111,58.333,95.278,97.778,98.056,97.222,89.444,37.222,97.222,63.056,69.722,94.722,98.611,98.333,97.222,90.556,45,96.667,97.222,82.778,86.667,98.889,97.778,96.667,73.889,52.778,95.556,98.333,88.333,90,92.778,96.111,95.278,76.667,68.333,84.444,97.778,92.222,92.5,92.778,98.889,97.778,97.778,96.111,46.667,96.389,93.611,93.889,98.611,98.889,98.889,97.778,96.667,40.278,56.667,96.667,94.444,97.778,98.056,98.333,97.778,87.222,35,41.389,93.056,98.056,96.944,98.333,98.056,95.556,39.722,31.111,34.722,39.444,92.778,96.667,96.944,77.5,40.278,33.056,G
688,35.833,43.889,89.444,97.778,98.056,98.333,97.778,95.556,40.278,80.556,97.778,98.333,98.333,98.333,98.889,97.778,90.278,50.556,96.667,98.333,98.889,98.889,98.889,98.889,97.778,96.944,63.889,97.222,97.778,98.333,98.333,98.889,80.278,79.722,97.5,93.889,93.889,97.5,98.333,98.889,76.667,72.222,75,98.056,96.667,42.778,53.056,59.722,60.556,62.778,65,70.556,94.722,95.556,36.389,42.778,46.944,51.944,55.833,59.444,65.556,92.5,95,32.5,37.5,41.389,45.556,49.167,52.5,58.611,91.667,95,29.444,33.333,36.667,40,42.5,44.722,49.722,73.889,94.722,H
689,92.778,58.056,51.389,47.5,45.833,42.222,39.722,35.556,31.389,88.889,65.833,58.889,54.444,52.5,48.611,46.389,41.111,35.833,75.833,69.444,64.722,59.722,59.167,55.556,53.611,50.833,44.444,78.889,77.222,83.611,97.778,99.444,98.333,98.333,98.333,95.833,83.611,83.333,89.444,96.667,97.222,71.111,64.444,55.278,46.667,97.222,88.056,91.667,96.111,96.667,63.611,53.611,47.222,40.278,95.278,90,93.333,94.722,96.667,54.444,47.222,41.111,35.556,95.278,92.222,93.056,94.167,90.833,45.556,40.278,35.556,32.222,93.333,97.222,97.222,91.944,41.944,38.611,35.556,32.5,28.611,I
690,35.833,44.167,90.556,96.667,96.944,72.222,40,35,30.833,41.667,50,62.5,91.389,86.944,96.667,92.222,41.667,34.722,45,52.222,61.944,70.278,78.333,83.889,92.5,89.722,39.444,47.5,55.556,62.778,70.833,76.111,81.667,85,92.222,60,50.556,59.167,66.389,74.167,79.444,82.222,85.278,86.944,92.778,56.667,94.722,97.778,98.889,91.389,84.722,86.389,87.222,95.556,95.556,97.5,93.333,72.5,99.444,93.611,90.833,89.722,96.111,96.667,98.333,60.556,61.111,63.333,98.611,94.167,92.222,87.5,41.389,47.778,50,51.667,53.333,59.722,96.389,94.722,40.278,J
691,72.778,97.5,98.333,98.333,98.333,98.333,95.833,46.389,35.833,93.889,97.778,98.889,98.889,98.889,98.889,98.333,96.944,48.056,95.556,97.778,97.778,98.889,99.444,98.889,98.333,97.778,94.444,96.111,97.778,98.056,98.333,99.444,97.222,98.333,97.778,96.111,96.111,97.778,98.056,98.333,99.444,97.778,98.333,97.778,95.278,96.111,97.5,97.778,98.333,98.056,97.778,97.778,97.222,84.444,96.667,97.778,98.889,97.222,98.889,98.056,96.944,77.222,38.889,95,97.778,98.333,98.056,97.5,66.667,47.778,39.722,34.444,42.778,94.722,97.5,97.222,88.889,44.722,39.167,34.444,30.556,A
692,94.722,92.778,48.889,43.333,40,37.5,33.889,31.389,28.611,61.111,95.278,96.111,60.556,45.833,41.944,38.611,35.278,30.833,57.222,65.556,77.5,95.833,95.278,47.778,42.222,38.611,34.167,55.556,64.167,71.667,79.722,91.389,95.833,57.5,42.222,36.944,54.722,65,89.444,97.222,98.056,98.056,97.222,89.444,40.833,53.889,94.444,98.333,98.889,98.333,98.889,98.333,97.222,51.944,61.389,96.389,97.778,98.889,98.889,98.889,98.889,97.778,96.111,38.333,96.111,98.056,98.889,98.333,98.889,98.611,97.5,91.667,29.167,40.278,65.278,96.667,97.778,98.333,97.222,92.5,40.833,B
693,70.278,95,97.222,96.389,44.444,37.5,34.444,31.667,29.167,57.778,68.611,75,94.722,95.556,43.889,38.333,35.278,31.944,56.389,65,71.944,76.389,95.278,80,43.333,38.056,34.444,56.667,64.444,70.833,75.556,94.444,69.167,49.167,41.944,37.5,56.944,65.556,71.389,94.444,88.333,63.056,53.611,46.667,40.278,60.556,68.611,94.167,88.333,74.167,65.278,57.778,50.556,42.5,71.944,96.111,95,82.778,78.333,70.833,63.611,55.278,46.667,97.222,58.333,55.833,82.222,98.611,98.333,97.778,94.722,53.611,40.278,45.278,47.222,49.167,50.556,51.111,53.611,93.611,95,C
694,59.722,55,54.722,55.556,58.611,96.111,97.5,95,43.333,75.278,66.667,65.278,65,94.444,97.778,97.778,97.222,87.778,96.111,74.167,71.389,74.444,98.611,96.944,97.778,97.222,90.833,95,78.611,77.222,82.778,99.444,97.778,98.056,97.778,95,80.833,97.222,81.944,85.556,98.333,98.333,96.944,97.778,95.833,44.444,95.556,84.444,88.056,93.333,98.611,97.778,96.944,87.222,40,87.222,96.667,89.444,92.222,96.389,98.333,97.778,87.222,36.389,42.778,93.056,98.056,98.333,98.333,98.056,96.111,42.222,31.389,35.833,44.722,78.889,96.944,97.222,95.556,48.056,33.889,D
695,31.667,35.833,44.444,97.222,98.333,75.556,98.333,98.333,96.667,37.222,43.333,58.056,97.222,98.333,87.778,90.833,98.333,96.667,41.667,50,60.833,96.667,97.778,93.056,97.778,97.5,64.444,46.389,55.278,64.167,96.667,97.778,97.778,96.389,67.222,50.556,51.944,63.056,96.389,97.778,97.778,96.667,72.778,56.944,46.944,93.889,98.056,98.889,98.333,98.889,98.333,96.111,53.056,42.222,96.667,98.333,98.889,98.333,98.889,98.333,95.556,48.611,38.333,96.389,98.333,98.333,97.778,98.889,96.944,93.611,38.333,33.611,96.389,98.333,98.333,98.333,98.056,94.444,38.333,32.5,29.444,E
696,93.333,96.667,95.556,56.111,48.889,42.778,34.722,31.944,28.611,95,98.333,97.222,97.5,62.222,65.278,48.056,35.278,31.944,97.222,98.333,98.333,97.778,98.333,95.833,69.167,43.889,34.722,95.833,98.333,97.778,97.5,98.333,95.556,63.611,50.833,41.111,95.833,98.333,97.778,97.222,98.333,95,64.444,54.722,45.833,97.222,98.333,98.056,97.778,97.778,92.5,67.5,59.444,49.722,92.5,97.778,97.778,98.056,98.333,96.667,72.222,67.778,57.222,43.889,96.667,98.333,98.333,98.333,98.611,98.056,83.056,96.111,33.889,41.944,64.444,97.222,97.778,98.333,97.778,97.222,55,F
697,92.778,56.944,55,54.167,55.278,55.556,92.778,96.944,87.778,96.667,68.333,64.722,61.389,63.056,66.944,97.222,88.889,58.333,95.278,76.389,71.111,69.444,71.389,76.389,94.167,70,58.333,93.611,97.778,75.556,75.278,76.667,97.222,80,73.889,62.778,80,97.778,79.167,79.722,80.556,98.333,84.722,86.111,96.111,53.333,96.667,83.333,83.333,85,98.889,98.889,97.778,96.111,51.111,96.111,96.944,85.556,86.944,95.833,98.333,96.944,60.833,46.111,96.667,98.333,87.222,88.889,93.056,97.5,64.444,37.778,33.056,51.389,96.667,97.778,97.778,95.556,45.556,38.056,32.222,G
