attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,attr_87,attr_88,attr_89,attr_90,attr_91,attr_92,attr_93,attr_94,attr_95,attr_96,attr_97,attr_98,attr_99,class
34.722,41.111,47.778,78.056,94.444,96.667,96.944,97.222,96.944,95.556,92.222,45.278,74.444,93.611,95.833,97.222,96.667,96.389,97.5,96.667,96.389,95,91.667,95.278,96.389,97.5,97.5,97.778,97.222,97.778,96.389,95.278,92.5,66.389,93.333,95.833,96.667,97.222,96.944,97.778,97.222,96.389,93.889,75,51.944,75.278,93.611,95.556,96.389,96.944,96.389,95.833,90.833,61.944,52.778,48.056,55,61.389,72.222,90.833,94.167,94.167,89.722,61.667,55,48.611,44.444,51.667,58.333,71.111,90.833,94.167,94.167,89.722,60.833,51.389,44.167,40.278,47.5,56.667,89.167,94.722,95.833,95.278,92.778,64.722,46.389,39.444,35,40.556,54.444,91.667,95,96.111,95.556,92.778,63.889,38.611,34.444,E
33.333,41.667,85.556,95,96.111,96.667,96.667,95.556,93.333,64.722,46.389,41.667,86.667,94.167,96.667,96.667,97.778,96.944,97.222,96.944,95.833,93.889,80.556,93.611,95.833,96.944,96.667,96.389,96.667,96.944,95.833,94.167,88.056,89.444,94.444,95.278,95.833,95.556,95.278,96.111,95.833,94.722,90.556,62.222,92.222,94.444,96.111,96.111,95.833,96.389,96.389,94.444,91.111,68.889,61.111,91.944,94.722,96.111,96.111,95.833,96.667,96.111,93.889,86.111,69.444,62.778,91.944,95.278,95.833,96.389,95.833,96.389,95.278,91.111,79.167,73.056,67.222,91.111,95,95.278,96.111,96.111,95.833,95,87.778,79.722,77.222,75,51.389,89.722,95.278,96.944,97.222,96.389,96.667,96.667,95.278,93.611,75.556,F
73.611,58.333,52.778,48.611,46.389,44.444,40.278,36.389,32.5,30,26.944,73.889,64.167,59.444,55.278,53.611,52.222,50,48.611,41.111,33.889,30.278,84.722,66.389,64.444,61.111,60.833,61.111,65,83.056,85.833,48.333,37.5,84.167,72.222,70.833,68.889,69.167,70,74.444,93.056,85.833,56.111,46.944,52.778,90,73.611,74.444,74.167,75.833,80.556,90.833,78.056,63.333,53.889,40.833,74.722,86.944,77.778,78.611,79.444,83.056,93.333,76.111,70.278,65.833,36.389,42.778,85.556,81.111,82.222,83.611,86.111,92.778,96.667,95.833,94.444,32.5,36.389,43.333,88.611,94.167,84.722,86.944,90,96.111,95,91.389,29.444,32.5,35.556,40,61.667,91.944,86.389,89.167,92.778,93.333,75,G
42.5,78.056,93.889,96.111,96.389,96.111,94.722,85.556,51.944,46.111,40.556,91.944,95.278,96.944,96.944,97.222,96.667,96.111,95.556,90.278,57.222,51.667,92.5,95.833,96.944,97.5,97.778,98.056,97.5,97.5,96.944,96.111,95,53.889,89.722,95.278,96.944,97.5,97.222,97.5,97.222,96.389,94.167,75.556,48.333,54.722,62.222,69.167,73.611,80,91.667,93.889,91.944,56.667,48.056,44.722,51.389,56.667,62.5,69.444,85.556,91.111,80.556,52.222,48.333,43.333,41.944,47.222,53.611,59.722,75.556,89.167,73.333,52.222,48.333,43.889,40,37.778,43.333,50,58.056,87.222,82.778,52.5,48.056,43.889,39.167,35.833,31.667,36.667,43.889,60.278,69.167,54.444,46.944,40.556,36.944,33.611,31.111,H
60.278,52.778,48.056,45,43.611,42.5,40.278,38.889,36.667,34.167,30,73.333,60.278,56.389,51.667,49.167,48.056,45,43.611,41.667,38.056,33.333,72.222,63.889,59.722,56.111,54.444,53.056,50.833,50.278,48.889,45.833,40.833,73.611,65.833,63.056,59.722,58.333,57.5,55.556,56.111,55.556,54.444,58.611,77.778,74.444,80.556,94.722,95.833,96.667,96.667,97.222,96.667,96.667,94.444,79.722,81.111,85.556,94.167,92.222,85.556,66.389,61.389,57.778,54.722,48.889,78.889,83.611,88.333,93.889,91.667,81.667,59.722,54.444,50.278,46.667,40.833,44.722,90.833,88.333,92.222,92.5,80,53.056,48.889,44.722,40.556,36.667,38.889,74.444,87.778,90.556,88.056,51.667,46.111,43.056,39.167,35.556,33.056,I
29.167,31.111,34.167,37.222,59.167,90.278,82.5,81.944,80,77.222,75.833,31.667,35.833,40.278,46.667,80,84.722,82.5,80,77.222,72.222,67.222,36.389,40.556,46.111,55.556,66.944,78.611,85.556,81.111,76.111,70.833,63.889,39.444,45,51.389,58.056,66.667,73.056,78.333,85,77.778,71.389,64.167,41.944,48.611,55.833,62.5,68.611,74.444,78.333,81.389,84.722,88.889,70.833,47.778,55,63.611,69.444,87.778,80.278,81.389,83.056,84.722,86.111,90.556,62.5,92.778,95.556,96.389,80.278,81.111,93.889,97.222,90,88.889,87.778,93.333,95.556,96.389,70,71.944,78.056,95.833,96.944,95.556,92.222,89.444,90.556,57.5,56.111,58.056,61.944,80,95.278,95.556,95.556,93.333,74.722,J
51.389,90.833,95.556,96.389,96.667,96.389,95.833,92.778,58.056,42.5,36.944,70.278,84.722,93.056,95.278,96.389,96.667,97.222,96.389,95.833,91.944,53.333,67.778,92.222,95,96.111,96.944,96.667,96.944,97.222,97.222,95.833,92.5,89.722,93.889,95.278,96.111,97.222,96.111,96.389,96.944,96.111,95.833,93.056,92.778,94.444,95.833,96.389,97.222,96.667,96.389,96.389,95.833,95.278,92.778,92.778,94.722,95.833,95.278,95.833,96.111,95,95.833,95.278,95,92.778,91.667,95.278,96.111,95.278,95.556,96.111,94.444,95.278,95,94.167,90.278,91.944,95.278,96.111,96.111,95.833,96.667,96.111,95.833,95,92.778,75.556,91.111,95,95.833,96.667,95.278,95.833,95.278,94.722,94.167,84.444,39.444,A
32.778,44.444,90.556,95.278,96.111,96.389,96.111,93.889,78.056,42.778,36.944,41.667,52.778,71.944,92.222,95,96.667,96.667,96.111,95.556,90.556,50.278,46.944,55.833,66.389,75,85.556,93.611,95.556,96.389,96.389,94.722,89.722,51.389,58.889,68.333,75.278,81.667,86.667,89.167,91.667,93.889,95,94.444,57.5,68.333,92.778,96.111,96.944,97.5,97.222,97.5,97.222,96.667,95.556,92.5,95.278,96.667,97.5,97.778,98.056,97.778,97.778,97.222,96.667,95,93.333,95.556,96.944,97.778,97.778,98.333,97.778,97.778,97.222,95.833,93.056,91.389,95.833,96.944,97.5,97.5,97.5,97.222,96.944,95.833,92.222,60,85.556,95,96.667,97.222,97.222,97.222,97.222,96.111,93.333,57.5,38.889,B
61.667,93.333,95.556,96.667,96.667,95,92.222,52.778,38.056,33.889,31.389,92.778,95.278,96.111,96.667,96.111,95.556,92.222,56.667,46.389,39.722,35,93.056,95.556,95.833,96.111,95.278,92.5,91.389,57.5,50.833,45,39.444,91.389,94.167,95.278,95.278,88.333,84.167,85.833,60,53.889,48.333,42.5,58.056,68.056,73.611,77.222,80,86.389,71.944,60,56.111,51.111,45.556,53.056,61.944,68.333,74.167,80.278,82.778,68.333,63.333,59.167,53.889,48.889,51.389,59.444,66.944,71.389,82.778,74.444,70.278,65,61.944,57.778,51.944,50.278,60.278,72.5,85.833,79.444,76.111,73.056,69.167,66.944,64.722,59.722,50.556,74.167,89.444,83.056,81.389,81.389,94.444,96.944,96.111,96.111,94.444,C
85.833,63.056,55.833,51.667,49.167,47.5,45,41.389,37.222,33.056,29.444,90.278,68.333,63.611,60,56.944,55.556,53.889,51.667,48.333,39.167,33.333,91.389,73.889,70.278,69.167,69.444,73.611,96.667,95.833,95.278,91.111,48.611,90,93.611,75,75.833,77.222,91.667,96.111,97.5,96.389,94.722,88.889,85.278,94.444,79.444,80.278,83.056,93.889,96.667,97.222,96.389,96.111,93.889,54.444,91.389,81.944,83.611,86.389,88.889,96.667,97.222,96.389,96.111,95,41.389,85.833,93.889,85.833,87.778,89.722,94.167,96.944,96.667,95.833,94.167,34.444,42.778,89.722,94.722,88.056,90,92.778,96.389,96.667,95.278,91.389,30.833,34.722,41.944,89.167,95,96.111,93.056,94.722,95.833,93.056,67.778,D
49.444,89.167,95.278,96.389,96.944,97.222,69.167,64.722,91.389,91.944,70,93.333,95.833,97.222,97.778,96.944,97.5,96.667,96.111,94.444,85,62.222,93.056,95.556,96.111,96.389,96.111,96.111,94.444,84.444,71.667,64.722,58.611,91.389,95.278,95.833,96.944,96.389,95,91.667,76.944,71.667,64.722,56.944,54.444,89.167,94.722,95.833,95.278,92.778,82.222,79.444,75.556,68.056,58.056,48.611,56.111,66.944,80.556,94.167,95.833,96.389,95.556,91.389,77.5,62.222,44.722,51.667,63.889,89.167,95,96.111,96.667,96.667,96.389,94.722,86.944,41.111,47.5,73.056,92.778,95.556,96.111,96.944,96.389,96.111,93.611,75,36.667,42.778,54.722,91.944,94.722,96.667,96.389,95,92.778,58.333,35.833,E
85.278,94.444,95.833,95.833,95.556,92.778,62.222,55.278,52.222,48.333,36.667,93.056,96.111,96.667,97.222,96.667,96.111,95.833,92.778,70.556,93.333,75,93.056,95.556,96.111,95.278,95.556,95.556,93.611,91.944,80,74.722,60.556,92.5,95.556,95.556,95.278,95.278,95,91.389,81.667,77.5,68.889,60,92.778,94.722,95.556,95.833,95.556,93.889,89.722,82.5,78.889,73.333,63.611,90.556,95.278,96.667,96.389,96.667,96.111,96.111,96.111,92.778,80,90.278,62.5,92.778,95.833,96.944,97.222,97.222,96.944,97.222,96.111,95.556,94.167,40.833,88.611,94.444,96.111,96.944,96.667,96.389,96.944,96.389,94.444,91.111,34.722,44.722,91.944,95.556,96.944,96.944,97.222,96.944,95.833,93.333,67.778,F
78.056,61.667,59.444,60.278,66.389,86.111,58.333,48.056,40.278,35.556,31.111,83.056,72.778,71.111,71.667,75.556,92.222,74.722,57.778,51.111,43.611,37.222,93.056,78.611,78.611,78.333,81.111,94.444,79.722,66.389,62.222,56.389,42.5,90.556,84.167,82.5,82.5,85,95.556,96.667,96.111,96.111,94.444,86.667,90.278,85.833,84.167,83.889,85.833,95.278,95.556,95.833,96.111,95.556,92.5,89.444,86.389,85.833,85.833,86.944,92.5,95,96.111,95.833,95.556,93.889,61.111,91.667,86.389,87.5,88.611,90.278,95.278,96.111,95.278,95.278,93.056,41.389,85.833,86.667,88.056,89.444,90,92.5,96.111,95,94.167,90.833,36.389,50.278,91.389,89.722,90.833,91.111,93.056,95,95.833,93.333,75,G
33.889,39.167,45,76.667,94.167,95.833,96.667,96.667,95.833,94.167,75.556,40.833,56.944,92.222,95,96.389,96.944,96.667,97.222,96.944,96.111,92.5,85,94.167,96.111,96.389,97.5,97.222,96.944,97.222,96.944,96.111,94.167,93.333,95.556,96.944,97.5,97.5,98.056,97.222,97.222,96.389,95.556,93.611,91.944,95.556,96.944,96.944,97.778,97.5,96.944,97.5,96.944,79.722,93.611,46.111,77.222,93.611,63.889,91.389,66.667,67.778,70.833,74.167,78.889,90.833,36.389,43.611,47.778,51.667,55.833,58.889,62.5,67.5,72.5,88.056,86.667,33.056,37.5,41.389,45.556,48.889,51.667,56.111,62.778,71.389,84.722,72.222,29.722,33.333,36.944,40,42.778,45.833,49.167,55.278,80.278,86.944,50.833,H
56.389,91.111,93.611,93.056,75,49.444,44.444,40.833,37.5,34.444,31.111,90.556,94.444,83.333,81.389,86.667,58.333,51.111,47.5,42.778,38.889,35.278,92.222,81.667,80.556,78.056,88.889,64.444,56.667,52.5,48.056,43.611,39.167,80.278,73.611,72.222,72.5,86.111,84.167,61.667,58.333,54.444,50.278,44.722,61.944,65,67.5,70,86.667,86.111,66.389,63.889,61.389,58.611,55.556,49.722,56.944,61.944,67.778,90.278,87.222,95.833,95.556,95.278,92.222,62.222,42.222,49.444,55.833,61.389,88.611,90,94.722,93.333,86.389,55.556,50,37.778,44.167,50.278,57.778,89.167,91.944,94.167,91.667,70.556,47.222,42.5,34.167,38.611,43.611,51.944,89.444,92.222,92.778,79.167,46.389,41.111,36.944,I
29.722,31.944,35.556,38.889,44.444,54.444,83.889,91.667,86.667,48.611,36.389,32.778,36.389,41.111,45.278,51.389,58.056,68.889,76.389,84.722,90.278,69.444,35,40,44.167,49.722,55,60.833,66.944,73.889,78.611,86.389,86.944,37.5,43.333,47.778,52.5,57.5,62.5,68.889,74.444,78.056,80.833,82.222,40.556,46.944,51.944,56.667,64.444,68.333,71.667,75.278,78.611,81.111,81.667,46.944,53.056,61.667,92.778,95.556,96.111,96.667,84.722,84.167,83.889,87.5,55,87.778,94.444,96.111,96.667,82.222,96.667,96.667,88.889,86.667,89.444,92.5,95.556,96.389,97.222,74.444,78.056,96.111,96.667,92.222,89.167,91.667,93.056,95.556,85.278,62.222,62.5,71.111,95.278,96.944,93.611,91.111,46.389,J
33.889,47.778,83.889,93.889,95.556,95.556,95,90,53.333,40.556,35.278,55.278,92.222,95.278,96.667,96.944,96.389,95.833,91.944,61.111,49.444,42.222,72.222,93.056,95.556,96.944,97.222,96.944,96.944,95.556,92.778,60.278,47.778,84.167,94.167,96.111,96.389,96.667,96.389,96.389,96.667,95,90.556,54.444,92.778,95.556,96.389,97.5,96.944,97.222,96.667,96.667,96.389,94.444,90.278,93.611,95.556,96.667,97.222,97.222,97.778,97.222,96.667,96.111,95.556,93.611,93.056,95.278,96.389,97.222,96.944,97.778,97.222,96.667,96.111,95.556,93.611,91.944,94.722,95.833,96.667,96.389,96.667,96.944,96.667,96.111,94.167,87.778,84.722,94.167,95.833,96.111,96.667,95.556,95.833,96.389,94.722,86.111,41.944,A
91.111,94.444,94.722,91.944,58.611,46.667,41.389,37.5,34.722,32.5,30,60.833,68.889,73.333,76.389,91.667,93.333,88.611,48.889,39.167,35.833,33.056,53.889,61.389,68.889,73.611,77.778,80,91.944,91.389,69.722,41.111,35.833,50.556,58.056,65.833,72.5,76.944,80.833,83.056,88.611,90.833,59.444,41.667,48.333,55.833,66.389,73.333,80,83.056,85.556,86.944,91.667,90.833,69.444,46.944,56.667,73.889,81.667,95,96.667,96.944,97.222,96.944,95.556,92.222,44.167,63.056,92.778,96.111,96.944,97.778,97.222,97.778,96.944,96.111,93.611,40,48.611,89.722,95,96.667,96.667,96.667,96.667,96.389,96.667,95,32.5,38.333,90,95.278,96.111,96.944,97.222,97.222,97.222,95.556,92.222,B
46.389,88.056,94.167,96.111,96.111,91.111,92.778,61.944,39.167,35,31.667,90,95,94.444,96.111,89.167,86.944,86.111,90.556,50.278,40.278,35.556,65.556,74.722,77.222,80,81.667,83.056,82.778,82.222,53.333,44.722,39.167,56.389,65,71.389,76.111,78.889,80.556,86.389,72.222,54.722,48.333,42.778,55.833,62.5,68.333,73.611,76.944,82.5,83.056,64.444,58.333,52.5,46.389,55.278,63.056,68.333,72.778,82.222,84.444,71.667,66.389,61.111,55.833,50,56.667,63.889,71.389,85.278,85.833,77.5,72.778,68.611,64.167,60.833,54.722,61.667,71.667,90,86.111,81.389,78.333,75.833,72.5,68.889,66.389,61.389,85.833,91.389,84.722,83.611,81.667,79.444,77.222,76.389,74.722,76.944,93.889,C
90,90,64.444,53.889,50.278,48.333,44.722,41.667,36.389,31.389,26.944,82.5,78.333,68.611,61.389,57.222,55,52.5,50.833,47.5,37.778,31.944,80.833,78.056,73.056,69.722,68.056,71.389,94.167,94.444,93.889,84.444,43.889,81.389,80.556,78.889,76.111,76.667,80.833,93.611,95.278,95.278,93.056,75,82.5,81.667,81.389,80.833,82.222,85,95,95.833,96.389,94.444,91.111,83.056,81.389,82.5,83.333,84.444,86.389,94.722,95.278,95.278,95,92.5,41.389,85.278,91.111,85,85.833,87.5,92.5,95,94.444,94.167,93.611,35.278,42.222,84.167,93.333,86.944,89.444,91.944,95,95.556,95.833,93.611,31.389,35,39.167,75.556,93.889,96.111,96.667,95.833,96.667,96.111,93.333,D
51.667,90.833,95.833,96.667,96.944,96.944,96.389,95,79.722,53.056,49.167,93.611,96.111,96.944,97.5,96.944,97.222,95.556,88.889,71.944,69.722,67.778,93.333,95.556,96.667,96.667,95.556,94.444,89.167,71.389,67.5,63.333,57.778,91.389,95.278,95.833,95.278,92.778,78.056,74.444,69.444,63.333,58.333,51.944,58.889,91.111,93.889,93.889,87.778,79.722,74.722,68.056,60.278,54.167,48.056,54.722,86.667,94.167,95.278,95,91.944,80.833,69.444,57.778,50.278,44.444,52.778,91.667,94.444,96.667,96.667,95.556,94.167,84.722,54.444,45.833,40,51.111,91.667,94.444,96.667,96.667,95.833,95.278,90,48.611,40.278,35.278,36.944,88.889,93.889,96.389,96.389,95.556,93.611,80,37.778,34.167,31.389,E
91.944,95.833,96.944,97.5,97.778,97.5,97.778,97.222,96.389,94.167,77.778,93.056,95.833,97.222,97.5,97.222,97.5,96.389,95,80,75,70.278,91.944,95,95.833,95.833,94.722,91.389,84.444,80.278,75.833,68.889,58.889,91.667,95,95.833,95.556,94.444,90,85.833,82.222,75.556,66.667,55,90.278,95,95.833,96.389,96.111,94.722,91.111,85.833,82.778,74.444,51.667,85,95,96.667,97.222,96.944,96.667,96.389,96.389,94.722,89.722,47.5,79.444,93.611,96.111,96.389,96.111,96.111,96.667,96.111,93.333,80,39.167,56.944,90,95.278,96.111,96.667,96.111,95.278,93.333,76.389,41.944,34.444,40.556,67.778,92.222,95.556,95.833,95.278,93.889,84.722,40.278,33.889,31.111,F
88.889,67.778,56.667,52.5,49.722,48.056,45,40.278,33.611,31.111,28.333,87.5,70.556,64.444,59.444,56.944,56.944,58.333,79.722,56.944,35,31.389,90,74.444,71.389,67.5,66.389,68.056,73.056,93.333,85.556,50.556,40,80.833,76.944,73.889,72.778,71.667,74.167,78.056,88.333,71.667,56.111,46.667,83.889,79.444,78.333,77.222,77.5,78.611,92.222,86.944,70.278,61.389,53.333,85.556,81.944,81.111,80.278,80.833,82.222,93.333,86.944,74.167,68.889,63.611,93.611,83.889,84.167,83.889,85,86.944,96.667,91.389,79.167,84.167,94.722,90.278,84.167,85.278,86.389,86.667,88.333,94.722,96.944,96.111,95.556,94.722,40.278,88.611,94.444,86.944,87.778,90,93.333,97.222,97.222,95.556,93.056,G
32.778,38.056,42.778,75.278,93.889,95.833,96.667,96.667,96.111,95,87.222,38.889,52.222,91.111,94.722,96.389,96.944,96.667,96.667,96.667,95.833,92.5,60.833,93.056,95.833,97.222,97.778,97.222,96.667,97.222,96.389,95.556,93.333,93.333,95.556,96.944,97.222,97.5,97.5,96.389,96.944,80.833,79.167,90.278,93.611,95.556,96.667,96.667,96.944,96.667,96.667,73.611,74.444,76.389,88.333,85.278,71.111,59.167,59.722,61.667,63.056,65.556,68.056,71.111,74.444,85.278,39.444,46.111,50,53.333,56.111,58.611,61.111,65,69.167,74.722,89.444,33.611,39.444,43.611,46.111,49.444,52.778,55.556,60.556,66.111,77.222,87.778,30.556,35,38.056,41.389,44.167,46.111,48.889,53.333,60.833,84.167,83.889,H
89.167,88.056,61.944,52.778,48.056,44.722,42.5,40.556,37.5,35,31.389,90.556,88.333,65.833,60,55.278,52.222,48.611,46.389,43.056,40,35.278,90.556,89.722,68.611,64.722,60.556,57.5,54.167,52.222,48.889,45.833,40.833,88.611,90.833,70.278,67.222,65,61.667,60,58.333,55.556,53.333,49.444,90.833,95.278,82.5,97.222,97.222,90.278,66.111,69.444,96.667,96.667,94.722,90.278,95.556,90.833,96.667,96.944,95.833,95.556,92.778,61.111,55.833,50.556,90,95,92.222,96.389,96.389,94.167,89.167,61.111,53.056,47.778,42.778,80,93.333,93.333,96.111,95.556,93.889,86.667,51.389,46.389,42.222,38.056,42.5,88.889,94.444,95.278,95,90.833,49.167,44.444,40.833,37.222,33.611,I
27.5,30,31.944,35,36.944,40.278,43.333,49.444,60.556,90.556,91.667,30.833,33.056,35.833,39.722,42.5,46.111,50,56.111,62.778,88.056,91.944,33.889,35.833,39.722,43.611,47.5,51.111,55,60.833,65.556,85.556,91.389,36.389,39.167,43.889,47.5,52.5,56.667,60.556,65.556,68.889,76.667,90.833,38.333,43.333,48.056,55.556,61.389,64.444,66.667,70,72.222,79.167,92.5,41.944,50.556,86.389,94.444,96.389,96.944,81.944,77.778,78.056,79.167,93.889,61.111,92.778,90.556,85,86.389,96.667,96.944,85,81.944,85.278,88.889,90.278,92.5,86.667,79.444,78.056,96.944,94.444,89.167,95,90,42.222,92.778,95,92.778,65.278,64.167,85,93.889,63.333,44.444,37.5,33.333,J
32.222,38.333,85.556,92.5,95.833,96.111,96.667,96.111,95.278,86.667,43.889,40,59.167,81.389,92.222,95.556,96.389,96.944,96.111,95.556,94.444,86.667,46.944,63.333,90.556,94.444,95.833,96.389,96.111,96.667,96.111,94.722,91.111,55,90.833,94.167,95.833,96.389,96.111,96.111,96.111,95.556,93.889,90.556,89.444,93.889,95,95.556,96.667,96.667,96.389,96.667,95.833,95.278,93.889,91.389,94.444,95.556,95.833,95.833,96.944,96.667,96.667,96.111,94.444,90.278,90.833,94.167,94.722,95,95.556,95.556,96.389,96.111,95.556,93.889,85,91.111,93.611,95,94.722,93.889,94.722,94.444,93.611,90.278,67.5,43.889,88.333,92.778,94.444,93.889,93.611,93.611,93.333,91.667,88.611,50.278,35,A
92.778,95,95.278,93.611,76.111,47.222,43.611,40.833,38.611,35.556,32.222,91.944,95.278,96.389,96.389,95.833,93.889,77.778,48.889,44.167,40.833,36.389,56.389,64.722,71.111,75.833,79.722,82.222,85.556,91.111,74.167,46.944,41.944,50.278,58.611,66.944,74.167,78.889,83.056,85.556,87.222,91.111,85,52.5,48.611,55.556,66.667,75.833,83.056,86.944,89.167,91.389,95,95.556,94.722,45,52.778,73.889,91.667,95.556,96.389,96.667,97.222,97.222,96.667,95.556,41.667,48.611,89.444,95,96.667,96.389,96.667,96.667,96.667,96.667,95,35.556,41.667,84.722,94.167,96.111,96.389,96.111,96.667,96.389,95.278,91.389,31.389,34.167,45,89.167,94.722,96.111,96.667,96.389,95.556,93.611,74.722,B
49.722,78.056,94.444,96.389,96.944,96.944,96.667,95.278,89.722,46.111,34.444,92.778,95.278,96.944,97.222,93.889,93.333,92.222,91.667,94.444,84.722,39.167,92.778,95.278,96.944,92.778,89.722,90,89.722,89.444,93.333,89.722,46.944,74.444,78.333,82.222,84.722,86.111,87.778,88.611,88.611,89.167,69.167,49.722,64.167,72.778,78.889,82.222,84.167,86.667,87.778,88.333,83.611,59.167,51.389,63.056,72.222,78.056,82.5,84.722,86.389,88.611,83.056,66.389,60.278,53.611,68.056,76.667,81.667,84.167,92.222,90,83.611,73.889,68.056,62.778,55.556,93.056,95.833,96.389,96.111,94.167,86.667,81.389,75.833,71.667,66.389,59.722,78.611,52.778,52.5,53.056,88.889,96.111,96.389,96.389,95,87.5,68.611,C
88.333,59.722,56.667,55.833,54.167,55.556,55.556,57.778,64.167,90.556,90.833,93.056,95.556,66.944,64.167,63.056,63.611,63.889,67.5,71.944,94.167,93.611,91.111,90.278,75.556,69.167,68.056,67.5,69.167,71.667,75.556,95.556,94.167,85.833,83.056,78.056,74.722,72.222,71.111,71.944,74.167,76.389,88.611,93.889,79.722,92.222,80.278,78.333,76.667,75.833,75.278,77.778,78.333,83.611,88.611,45.833,87.778,88.611,80.278,80.278,78.889,79.167,80,80.278,83.056,91.944,38.611,51.389,90,81.111,81.944,81.111,81.667,81.389,81.944,82.778,88.889,34.722,42.222,78.889,93.333,83.333,83.889,83.611,83.889,83.611,93.611,74.722,31.667,36.111,42.222,88.611,93.889,86.667,85,85,94.722,85.278,38.333,D
90.556,95.556,96.667,97.222,97.778,97.778,97.778,97.778,97.222,96.111,93.333,85.833,95,96.667,97.222,97.222,96.667,96.667,95.833,93.056,68.889,66.944,60.556,77.778,93.889,95.278,94.722,88.333,79.722,79.722,67.778,63.333,57.5,58.889,72.778,86.111,92.222,90.556,81.111,75.556,69.722,63.333,57.778,51.667,61.667,89.167,94.444,95.556,95,91.389,83.056,70,60.278,53.889,47.222,85.278,94.444,95.556,96.667,96.667,95.556,93.056,77.778,57.222,49.167,42.222,93.333,95,96.111,97.222,96.389,96.389,95,90,53.611,42.778,37.5,92.778,95.556,96.111,96.944,96.389,96.389,95,90,42.222,36.667,33.611,91.389,95,96.111,96.389,95.833,93.611,75,40.833,35.556,32.778,30.556,E
33.333,37.778,45.556,78.056,94.444,96.667,96.944,97.222,96.944,96.667,95.556,40.278,75.556,94.167,96.389,97.222,97.778,97.222,97.778,96.944,96.667,94.444,81.667,94.444,96.667,97.222,97.778,97.222,97.5,97.222,96.667,94.722,89.167,93.056,95.833,96.667,97.778,97.5,97.5,96.111,90,82.222,93.611,75,92.778,95.556,96.111,97.222,96.667,95.556,91.667,79.722,73.611,65,53.889,93.056,95.556,96.111,96.944,96.111,95.556,92.778,80,70.833,61.389,52.222,93.333,95.833,97.222,96.944,96.667,96.944,96.111,93.333,79.444,63.333,51.111,92.778,95.833,96.944,97.5,96.389,97.222,96.667,95.833,94.167,84.444,48.056,85.556,95,96.667,97.222,97.222,96.944,96.944,96.667,95.278,90.278,39.444,F
90.556,93.333,90.556,58.611,54.444,51.944,47.5,38.333,35.833,32.778,29.722,92.5,95.278,93.889,70.833,65.833,67.5,89.444,58.889,45.278,38.056,33.056,90.278,89.444,82.778,76.389,75,78.056,89.444,64.167,54.722,46.111,39.722,88.333,88.611,85,81.667,80.833,82.5,90.278,69.444,65,58.333,46.389,86.389,88.611,86.667,85.833,85.833,87.5,95.278,75.833,77.778,94.167,88.333,85.833,88.056,88.611,87.778,88.333,89.167,96.111,96.111,96.111,95.556,94.444,48.333,91.111,87.778,88.889,89.167,90.278,95,95.833,95,95.556,94.722,35.556,73.889,92.5,89.167,90.278,90.833,91.944,95.833,95.833,94.722,92.5,31.944,35.833,43.611,88.611,94.444,91.389,92.778,96.111,96.389,94.722,88.889,G
51.389,89.722,95.278,96.944,96.944,97.222,96.944,96.667,95.556,90.556,52.222,92.778,95.556,97.222,97.778,97.778,98.333,97.778,97.778,97.222,95,91.389,92.778,95.556,97.222,97.778,97.778,98.333,97.5,97.778,96.944,95.556,93.056,67.222,93.333,96.111,97.222,97.778,97.778,97.778,97.778,97.222,96.389,95.278,54.444,62.5,68.611,73.333,78.333,81.667,83.889,94.167,95,93.889,77.778,50.278,57.778,64.444,70.278,74.444,78.056,80.556,90.556,92.778,89.444,49.444,48.056,55,62.778,69.167,74.167,78.056,90.833,93.056,90.833,51.667,41.944,44.722,53.056,62.5,70.278,75.833,82.778,92.222,91.111,57.778,40.833,36.667,40,50.278,67.222,77.222,85.833,92.778,89.444,48.333,38.889,35.833,33.056,H
77.778,86.667,56.111,49.444,45,42.5,40.556,38.611,35.833,32.778,29.722,76.667,80.278,63.333,56.111,51.944,48.611,45.833,43.333,39.722,36.389,32.778,58.889,79.722,65,60.556,56.389,53.333,50.556,48.333,45.278,41.111,37.222,78.333,71.944,67.778,63.056,60,57.222,55.833,53.333,50.556,47.778,42.5,85,73.056,70,66.667,65,61.667,60.556,59.722,57.5,55.556,53.333,82.778,83.611,93.611,95.556,95.833,97.5,96.944,96.111,94.722,65.556,56.389,85.556,87.778,92.5,90,64.444,60.278,56.111,53.056,51.111,48.889,43.333,89.167,89.722,92.5,83.333,57.222,53.889,50.278,47.222,44.444,42.5,37.222,92.222,90.833,91.389,58.611,50.556,47.778,45,42.778,40.278,37.5,33.056,I
