attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,class
41.944,54.444,90.556,49.722,38.333,55.278,65.278,73.889,58.056,46.667,74.444,73.889,80.556,67.778,59.444,86.111,83.056,99.444,98.333,98.056,95.556,88.333,97.5,97.778,88.889,G
97.778,98.056,98.611,96.944,36.111,97.222,98.333,98.611,95.833,46.944,98.056,98.889,98.889,97.5,62.778,44.722,54.444,58.889,79.167,59.167,35.278,42.5,46.944,53.611,82.778,H
89.167,55.556,50.278,45,38.889,81.944,64.444,60.833,56.667,54.444,98.056,98.611,98.333,70.556,60.833,97.222,98.333,97.222,58.056,45,96.667,98.333,95,43.611,36.667,I
44.444,63.889,92.778,96.667,45.278,51.944,65.278,78.889,86.111,89.444,94.444,97.5,87.222,87.778,89.167,65.278,75.278,94.444,92.222,44.167,46.944,68.889,93.611,45.278,36.111,J
76.667,96.389,97.778,97.222,46.111,83.889,98.333,98.056,98.889,96.944,96.111,97.778,98.333,98.889,97.222,97.5,97.778,98.611,97.5,97.222,95.278,98.056,98.333,97.222,44.444,A
69.444,91.944,95,45.556,35.833,56.389,67.778,75.556,94.722,88.611,49.722,63.056,77.5,86.667,88.889,45,65.278,98.056,96.944,93.889,36.389,87.778,97.5,98.333,97.778,B
97.778,98.056,95.833,38.889,33.333,98.333,92.778,90.278,53.056,39.167,73.611,82.778,93.889,58.333,45.278,70,94.722,77.5,64.167,53.611,96.111,85.556,79.167,72.5,66.389,C
48.056,54.722,64.444,96.667,97.222,70.833,68.056,99.444,98.333,98.333,98.333,81.944,94.722,97.778,97.778,93.333,97.222,92.5,95.833,97.778,41.111,96.667,98.333,97.778,95,D
97.222,98.333,98.333,98.889,97.5,97.5,98.889,98.889,97.5,93.889,55.556,71.944,97.222,83.333,66.944,44.167,61.389,97.5,98.333,97.778,36.111,44.444,97.222,98.333,97.222,E
41.111,95.556,98.889,90.278,97.778,96.389,98.333,97.778,96.667,67.778,96.944,98.056,95,68.056,55,97.778,97.778,87.222,67.5,46.389,97.5,98.333,97.5,90.833,35.278,F
50.278,60.278,75.833,60,46.389,68.056,70.278,78.611,69.722,63.333,86.111,80.556,82.778,97.778,97.778,93.333,87.5,86.389,98.611,96.389,43.056,97.778,89.722,98.056,63.889,G
98.333,98.056,98.889,95.833,43.889,97.222,97.778,99.167,97.5,69.167,96.111,98.611,98.333,98.333,70.556,42.5,51.111,56.667,76.389,60,34.722,41.667,46.667,55.556,60.278,H
84.722,53.611,44.444,39.444,34.167,85.833,62.5,53.333,46.944,40.556,97.222,98.333,98.056,69.167,51.667,97.222,97.778,97.778,63.889,57.5,97.778,96.667,93.333,48.056,41.111,I
41.389,87.222,61.944,47.5,38.611,50,66.111,89.444,91.389,48.333,57.222,72.222,81.389,88.333,95.278,98.056,98.333,91.667,95,93.333,61.667,79.167,90,90.833,40.833,J
72.778,98.333,98.333,98.333,84.167,97.5,97.5,97.778,97.222,97.222,97.222,97.778,99.444,97.778,97.222,96.389,97.778,98.889,98.333,97.222,86.111,98.056,97.5,98.889,96.944,A
97.778,98.889,98.889,98.333,84.444,69.167,81.389,86.944,90.278,96.111,68.889,85.833,90.556,91.944,97.222,97.778,98.889,98.889,98.889,97.778,97.5,98.889,98.333,98.333,89.444,B
97.778,92.5,89.167,90,96.944,96.667,82.222,84.167,86.111,96.111,55.833,71.667,80.278,85.278,94.444,51.111,67.5,84.722,92.5,66.944,43.611,95.833,98.333,96.389,72.778,C
74.167,67.778,70.556,97.778,96.944,97.222,78.333,84.444,98.889,97.222,60.833,83.056,88.333,98.889,97.5,40.278,95.556,88.889,95.278,97.778,34.444,42.778,91.389,93.611,94.444,D
97.222,98.056,99.444,98.889,97.778,96.667,98.889,98.333,98.333,93.889,61.111,80,97.778,97.222,73.611,60.278,96.667,97.778,98.889,96.667,80.556,98.333,98.056,98.889,95.556,E
42.222,97.5,98.333,97.222,48.056,96.667,98.889,98.056,91.111,96.111,97.222,98.333,99.444,86.111,83.611,97.222,98.333,96.667,89.722,63.611,98.333,98.889,98.889,96.667,42.5,F
57.5,56.944,63.056,93.333,48.889,77.778,71.111,73.889,96.111,57.5,82.778,79.167,78.611,97.222,81.667,96.111,85.556,84.444,98.056,97.778,40.556,97.5,86.944,94.444,96.944,G
98.333,98.889,98.889,96.944,44.722,97.222,98.889,98.333,98.333,95,45.556,56.389,62.778,68.889,94.444,38.611,46.111,52.5,62.5,95.278,33.333,39.167,44.444,53.611,94.444,H
97.778,96.667,56.667,48.611,40.833,95.556,97.778,79.722,61.111,56.111,53.333,96.389,98.056,81.389,66.944,46.111,95,98.056,96.111,55.556,36.944,88.889,97.778,96.667,43.889,I
42.5,69.444,91.389,52.5,41.389,50,65.278,76.667,91.389,94.167,55.833,67.5,77.778,82.778,86.944,96.667,98.056,98.333,86.944,90.833,96.389,92.222,97.778,97.778,41.667,J
72.778,98.333,98.333,98.333,95,96.944,98.056,98.333,98.889,97.222,97.778,97.778,99.444,97.778,97.778,97.778,98.611,99.444,97.778,97.778,97.222,98.889,98.333,98.333,94.722,A
96.111,98.333,97.778,63.333,37.5,68.611,84.167,89.722,91.944,94.167,97.5,97.778,94.167,93.611,93.056,97.778,97.778,99.444,96.667,95.556,97.778,98.889,98.889,98.333,95,B
43.889,96.944,97.5,89.444,36.667,80.556,97.222,97.778,97.222,45.278,58.056,79.167,85.278,88.889,53.056,57.222,73.056,88.889,73.611,60.833,65.833,96.389,98.611,98.333,97.778,C
93.611,63.333,65.833,97.778,96.111,98.333,75.556,95.556,98.611,97.222,66.944,96.944,89.722,98.889,97.222,51.111,90.556,90.833,94.167,97.778,39.722,50.833,96.667,97.778,56.111,D
93.333,98.333,98.889,98.889,98.333,96.111,98.889,98.333,98.056,68.611,70.556,97.222,97.778,95.556,62.5,97.778,98.889,98.889,98.333,92.5,97.778,98.889,98.889,97.778,87.222,E
95,96.111,95,85,81.944,98.333,98.056,98.889,96.667,69.444,98.333,98.333,98.611,93.889,70.833,98.333,98.333,99.444,97.778,86.944,93.611,97.222,98.889,98.889,97.5,F
66.111,62.222,71.111,89.444,43.611,78.611,75,80,90.278,54.444,84.444,82.778,85.278,97.778,97.222,85.556,85.556,86.389,97.5,97.222,43.056,97.5,88.611,92.5,96.667,G
96.667,98.889,97.222,98.889,96.944,97.222,97.778,99.444,97.778,97.778,50.556,60.556,66.667,72.778,95.833,40,47.778,56.667,66.667,92.222,33.889,40.556,46.944,60.278,95.556,H
94.444,64.167,50.556,43.889,36.389,91.667,70,60.278,54.722,45,98.056,98.889,99.444,98.889,98.056,97.778,96.667,62.5,55.556,48.056,97.222,93.333,50,43.056,36.389,I
81.944,67.222,51.944,41.667,34.722,92.778,96.667,64.722,54.167,43.889,69.722,82.222,88.333,94.444,94.722,97.5,97.778,96.944,93.889,93.333,73.889,94.167,96.944,97.222,95.278,J
98.333,98.333,98.333,95.278,40.833,97.778,98.889,98.889,98.889,96.389,97.222,97.778,99.444,98.889,97.5,96.111,97.778,98.889,98.889,97.5,81.111,98.333,98.333,98.889,96.944,A
98.333,87.778,98.889,98.056,47.5,68.611,81.111,87.5,91.389,95.278,67.778,84.444,90.556,92.5,96.667,85.833,98.333,98.889,98.889,98.333,81.111,98.333,98.333,98.889,96.667,B
97.778,86.944,88.611,96.944,36.944,66.667,80.278,86.111,89.167,55.833,68.333,83.333,88.056,90.278,85.556,96.944,98.889,98.333,97.778,67.222,42.778,52.778,57.5,96.944,72.222,C
87.5,61.667,50.556,43.333,35.278,77.222,69.722,63.889,58.056,51.389,80,75.833,76.389,97.222,97.222,81.389,81.389,85,96.944,97.778,41.944,95.556,88.333,94.722,97.778,D
96.111,98.889,98.333,98.333,87.778,97.778,98.333,97.778,85.278,67.778,65.833,96.111,98.056,97.222,76.111,71.944,97.778,98.056,98.611,97.5,49.722,98.056,98.333,98.889,97.778,E
97.778,97.222,60.278,52.778,47.5,97.778,98.889,85.278,70,97.5,97.222,98.333,97.5,96.667,72.778,95,98.611,98.333,98.889,97.222,40.833,95.833,98.889,97.778,97.5,F
75,66.667,69.722,96.111,46.667,80.833,77.222,79.722,96.111,55.278,84.167,83.056,84.444,97.222,75.278,96.667,87.5,86.944,97.5,97.778,43.611,97.778,89.444,98.889,97.778,G
97.778,98.889,98.889,97.222,93.611,98.333,98.056,99.444,98.056,97.222,50.833,58.889,65.833,71.389,93.889,41.389,49.167,56.389,66.389,93.889,34.722,41.389,48.333,61.389,96.111,H
79.167,62.222,50.278,44.167,36.111,61.111,69.722,60.556,53.056,46.111,53.611,96.944,92.5,77.778,98.333,45.833,96.111,95.556,65.556,50.278,38.333,94.167,96.667,52.5,40.278,I
80,62.222,48.333,38.889,33.056,76.667,66.944,57.778,46.944,38.333,59.167,75.556,80.278,62.778,46.944,50.833,68.889,88.611,92.222,93.056,41.944,96.389,98.889,76.667,98.333,J
81.111,97.778,98.333,96.944,40.278,93.889,98.333,98.333,98.889,96.111,97.222,97.778,99.444,98.889,97.778,97.778,98.611,98.889,97.778,97.5,97.222,98.889,98.889,98.333,94.444,A
94.444,48.611,42.5,38.056,32.5,58.333,84.444,92.222,44.167,38.333,54.167,66.111,75.833,95,43.889,50,68.333,94.722,98.056,97.222,36.944,96.389,98.889,97.778,98.333,B
98.333,81.667,83.889,89.167,35.278,61.944,73.056,81.944,91.111,42.222,54.722,73.611,86.111,89.444,49.444,50.833,95.556,98.333,96.111,57.222,36.111,97.778,98.333,63.056,93.889,C
82.778,65,57.5,53.611,83.333,81.944,73.889,71.944,96.667,97.222,83.889,79.722,85.556,97.5,97.5,85,85.833,89.444,95,97.5,46.111,97.778,90.556,95.278,95.833,D
51.667,97.778,98.333,97.778,89.444,98.333,98.889,99.444,98.889,97.5,97.778,98.611,98.889,97.5,67.5,84.167,98.056,98.333,96.944,62.778,93.889,98.333,98.333,98.333,87.222,E
42.5,94.167,92.778,82.222,75,97.222,98.056,97.222,95.278,67.778,98.333,98.056,98.611,95.556,71.389,98.333,97.778,99.444,97.778,90.556,97.5,98.889,97.778,97.222,94.444,F
98.333,65,67.5,89.444,35.833,97.778,79.167,98.333,91.111,48.333,96.944,87.222,97.222,75.833,63.611,93.889,90.833,98.889,98.889,97.778,41.944,97.778,98.333,98.333,95.278,G
51.944,97.778,98.333,98.889,96.389,97.5,98.889,98.056,98.889,97.222,98.333,98.333,98.333,82.5,97.778,96.944,98.889,65.556,74.167,97.222,38.889,47.5,53.056,64.444,92.778,H
71.111,64.722,53.056,46.111,40,60,74.722,63.889,59.167,95.833,55.278,96.111,95,65.556,55,51.111,96.389,96.667,57.5,44.167,39.167,97.222,96.389,45,35.833,I
53.889,62.222,80.556,96.667,93.889,97.778,98.056,99.444,92.778,98.056,95.833,98.333,93.333,97.5,94.444,64.722,80.278,93.889,96.944,96.667,85,98.333,98.333,98.333,89.444,J
41.667,96.111,98.333,97.222,47.222,83.889,98.333,98.333,98.889,95.833,97.5,97.778,99.444,97.778,97.778,97.778,97.778,99.444,97.778,97.778,97.778,98.889,98.889,98.333,94.444,A
93.333,73.056,45.833,40.556,33.889,66.389,77.778,94.722,48.611,40.833,71.111,98.056,98.333,98.056,61.111,97.5,97.778,99.444,97.778,97.5,97.222,98.889,98.333,98.611,96.389,B
83.056,91.944,83.333,49.722,35,60.833,75.833,86.667,96.111,48.611,63.889,75.833,82.222,88.889,73.889,96.111,89.444,84.167,76.667,62.222,44.167,55.833,96.111,77.222,67.5,C
82.5,64.167,54.722,47.222,40.556,79.167,70.278,65,58.611,55.833,81.944,80.556,99.444,97.778,97.222,95.833,89.167,98.333,98.889,97.222,43.333,97.5,97.778,98.056,95.278,D
97.778,98.889,98.611,97.778,43.611,97.778,98.889,98.889,97.778,96.111,84.444,98.333,98.333,98.333,87.778,97.5,98.333,98.889,98.889,97.222,97.222,97.778,99.444,98.333,97.778,E
72.222,98.333,98.333,98.889,95.833,96.667,97.5,97.222,91.944,75,96.944,98.333,96.667,75.556,63.056,97.222,98.333,96.111,77.5,60.833,97.778,98.889,98.889,98.333,93.889,F
95,63.611,66.944,90,37.222,98.333,76.944,98.333,90,51.944,97.778,85.833,98.333,98.056,78.611,96.111,90.278,98.611,98.889,97.222,46.944,98.056,98.333,98.333,55,G
98.333,98.889,98.889,98.889,97.778,97.778,98.889,99.444,98.889,98.333,49.444,61.667,69.444,94.167,97.222,41.944,51.389,61.667,95,97.222,35.556,42.222,54.167,96.667,97.222,H
80,83.056,52.778,46.111,37.5,92.5,77.778,62.5,56.944,49.444,98.333,98.889,99.444,98.889,98.056,96.111,98.333,96.111,56.944,46.389,93.889,97.222,73.333,45,37.778,I
41.667,54.722,77.5,93.889,83.333,96.944,97.778,98.056,88.889,91.389,98.333,98.333,95.833,96.389,93.056,75.278,85.278,93.611,98.056,95,68.889,97.5,97.778,97.778,95.278,J
97.222,98.889,98.333,98.333,83.889,97.778,98.889,99.444,98.889,97.778,97.5,97.778,99.444,98.889,97.778,97.222,98.889,98.611,98.889,96.389,96.389,98.333,98.333,97.222,42.222,A
70.833,81.389,96.944,96.389,41.111,65,76.111,82.778,87.5,95.556,67.5,95,88.611,89.722,90.833,97.5,98.889,99.444,98.889,97.5,95.556,98.889,98.333,98.333,95.278,B
42.5,73.611,92.222,50.833,36.389,50.833,67.222,77.5,83.333,41.667,56.111,68.333,76.944,81.389,53.333,69.167,74.444,88.056,72.5,58.056,48.611,51.111,92.778,88.333,64.444,C
63.611,53.333,48.889,41.389,33.889,70.556,66.667,68.889,97.222,50.833,95.556,78.333,97.5,97.778,97.222,93.333,86.389,98.611,98.889,97.222,36.667,95.278,94.722,97.778,95.278,D
98.333,98.333,98.333,94.167,36.944,98.333,98.333,98.889,96.111,48.889,95.833,98.611,98.333,98.333,67.778,97.222,97.778,98.889,98.056,97.5,97.222,98.889,98.889,97.778,97.222,E
93.889,97.778,97.778,55.278,38.056,96.944,98.611,98.611,97.778,86.944,97.778,96.667,95,87.778,89.444,97.778,96.389,90.556,82.5,72.5,97.778,98.333,98.889,96.667,58.333,F
67.778,58.056,55.278,88.333,32.778,96.944,71.111,73.333,95.833,46.944,96.944,79.444,81.111,93.056,58.889,81.111,83.889,86.944,98.889,83.889,38.056,95.278,88.333,97.222,95.278,G
97.778,98.889,98.889,98.056,89.722,60.278,70,77.778,96.111,70.278,50.278,62.5,74.167,94.444,63.889,43.056,58.056,94.722,75.556,63.889,35.556,51.944,94.722,81.389,75.833,H
94.444,58.056,48.333,43.889,36.667,89.722,66.944,59.444,52.5,46.389,98.333,98.889,99.444,98.889,98.333,97.5,97.778,92.778,55,47.222,97.778,97.222,51.944,44.444,38.056,I
39.444,49.167,64.167,95.556,44.722,48.889,59.444,68.611,80.556,94.722,96.667,97.778,77.778,82.5,96.667,97.778,89.444,99.444,88.333,98.333,65.833,90.833,97.5,97.778,95.278,J
88.889,97.778,97.778,95.278,36.667,95.556,98.889,97.778,98.333,94.444,96.667,97.778,96.667,98.333,97.222,97.222,97.778,99.444,97.778,97.778,96.944,98.889,98.611,97.222,88.889,A
80.833,98.333,98.333,88.611,37.5,62.778,70.833,77.778,83.333,93.333,51.389,62.5,78.056,89.722,91.667,43.889,57.5,97.5,98.333,98.056,36.667,46.111,97.5,98.333,97.778,B
64.167,77.5,83.333,93.889,83.333,61.667,73.611,79.722,83.889,91.389,65.833,74.722,80,79.722,61.944,93.333,88.333,82.222,73.611,62.5,47.5,52.222,54.722,94.722,84.722,C
71.111,68.056,98.889,97.222,42.222,97.222,85.556,97.5,97.778,94.722,53.889,90.278,95.278,98.333,96.944,40.556,86.667,95.278,97.778,98.333,35,41.667,95.556,97.778,97.222,D
98.333,98.889,98.889,96.667,53.056,97.778,98.889,99.444,98.611,97.5,75,97.222,97.778,79.722,66.667,98.056,98.333,97.778,73.611,53.056,98.333,97.778,98.889,95.833,38.889,E
37.222,84.444,97.778,97.5,95,51.389,98.056,98.611,98.889,97.222,97.5,98.333,98.333,97.5,97.222,98.333,97.778,98.889,97.778,96.111,98.333,98.611,98.889,97.222,51.389,F
85.556,59.722,60,83.056,40.556,81.111,74.167,73.056,95.833,51.944,93.889,81.389,80,95.278,59.167,49.444,85.556,86.944,98.333,72.778,36.111,89.444,88.333,92.778,95.278,G
98.333,98.889,99.444,98.611,97.778,67.778,78.056,96.111,94.722,59.167,60.556,76.111,95.556,66.389,51.944,63.333,96.111,82.5,70.556,43.333,95.278,90.278,96.667,49.167,33.611,H
91.944,61.944,56.667,52.778,50.556,78.333,71.389,67.222,89.167,93.889,98.056,98.333,94.167,58.333,48.889,95.278,88.611,62.222,50,41.111,93.889,96.667,50.833,42.222,35.278,I
51.667,79.722,94.167,40.833,34.167,57.778,74.444,84.167,93.611,40.278,95.556,98.889,97.5,91.667,90.556,73.611,91.944,98.333,98.333,97.778,97.778,97.778,99.444,98.889,98.056,J
95.833,97.778,64.722,49.444,39.722,96.111,98.889,98.333,98.333,94.722,97.222,97.778,99.167,97.778,97.5,97.778,98.889,98.889,97.222,93.889,97.5,98.889,98.611,96.667,44.444,A
97.778,97.778,64.167,44.722,35.833,76.111,88.889,97.778,97.222,46.667,69.444,82.222,88.056,92.778,96.667,97.222,98.889,99.444,92.778,98.333,97.778,98.889,98.889,98.333,95.278,B
37.778,95.278,96.944,94.444,38.889,80,97.222,94.444,95.556,46.389,60.833,83.333,88.889,78.611,51.111,66.111,78.611,91.389,68.611,55.556,97.222,93.333,80.833,73.333,64.444,C
62.778,54.722,50,43.056,34.722,93.611,66.389,63.889,96.944,94.722,93.889,76.111,85.556,98.889,97.222,49.444,83.889,89.167,98.611,97.778,36.944,94.444,90,97.222,97.5,D
76.111,98.333,97.778,98.889,95.833,97.778,98.889,99.444,97.778,97.222,98.056,98.889,98.889,98.056,95,95.278,97.778,96.667,87.5,56.389,93.333,98.333,98.333,98.333,51.667,E
96.111,97.778,98.333,97.222,45,97.778,98.056,98.333,88.333,66.667,98.333,97.778,99.444,88.056,89.444,97.778,98.889,98.889,97.778,97.222,86.111,98.333,98.333,98.333,94.167,F
72.5,61.389,61.667,83.056,40,77.778,75,75.556,88.056,50.833,81.389,80.833,82.5,90.833,57.5,96.111,86.111,85.278,95.278,97.222,45,97.778,88.333,90,96.667,G
95.278,98.889,97.222,98.333,94.444,97.778,98.889,99.167,97.778,96.667,97.778,98.333,99.444,98.333,97.222,43.889,51.667,57.778,66.389,91.944,35.833,42.778,48.889,55.833,94.444,H
94.722,64.722,61.111,61.389,97.222,97.5,75,98.333,88.333,48.889,96.389,78.056,62.5,51.111,42.778,97.222,97.222,53.333,44.722,38.333,96.389,92.778,43.611,36.944,32.778,I
36.389,46.111,55,76.389,51.944,47.778,57.222,65.556,75.278,93.056,96.944,98.333,99.167,81.111,83.611,76.111,97.5,98.611,94.722,88.889,97.222,97.5,97.5,96.944,92.222,J
96.111,98.889,98.333,98.333,93.889,96.667,98.889,97.222,98.889,97.222,97.222,97.778,99.444,97.778,97.778,96.944,97.5,98.889,97.778,97.5,96.389,98.889,97.778,98.333,55.833,A
51.111,96.389,97.222,60.556,40.278,55.278,71.389,81.944,96.667,56.667,60.833,76.111,82.778,87.5,95.833,97.222,97.778,99.444,91.389,98.333,98.333,98.889,98.889,98.889,96.944,B
40.556,55.278,83.611,96.111,37.5,49.722,62.5,74.722,95.556,52.222,62.778,96.667,82.5,70.556,55,55.556,63.333,88.611,70.278,58.333,39.722,46.389,50.833,95,83.889,C
93.333,61.667,59.722,97.222,83.889,98.333,75.556,99.444,97.778,97.222,97.778,84.444,98.889,98.889,97.778,94.444,89.444,96.389,98.889,97.222,42.778,98.056,98.333,98.333,95.278,D
96.667,98.889,97.778,98.056,87.222,98.333,98.889,99.444,97.778,97.222,95.833,98.333,96.389,76.389,64.167,97.222,98.056,94.722,75.556,61.111,97.222,98.889,98.333,97.222,83.889,E
93.333,98.333,98.889,98.889,97.778,98.333,98.333,98.333,93.056,81.667,97.222,98.333,96.111,87.222,78.333,98.333,98.889,99.444,98.056,97.5,96.111,98.333,97.778,97.222,43.333,F
85.833,60.278,61.667,90,35.833,81.667,74.722,77.778,88.333,48.056,96.944,82.5,85,74.167,58.333,81.111,87.222,90.278,98.889,97.778,41.389,96.944,91.667,97.222,95.278,G
98.333,98.889,98.889,97.778,40.278,97.222,98.889,98.889,97.222,88.889,47.778,60,96.944,71.944,96.111,38.056,46.111,52.222,60.278,93.333,32.778,38.333,43.333,50.278,92.778,H
97.5,67.5,61.389,71.667,94.722,93.333,80.556,95.833,60,51.111,96.667,72.222,63.056,53.889,44.722,95.278,76.389,58.889,48.333,39.722,83.889,96.667,53.889,41.111,34.722,I
38.889,47.5,54.444,67.222,91.389,96.944,63.611,65.833,73.056,79.167,97.778,96.667,86.944,80.278,82.778,81.667,95.556,94.722,86.944,86.944,97.222,97.778,93.889,90.833,96.389,J
51.111,97.778,98.333,98.056,45.833,96.667,98.889,97.5,98.611,96.389,97.778,97.778,99.444,97.778,97.778,97.5,97.778,99.444,97.778,97.778,94.444,98.333,98.333,98.333,89.444,A
59.167,95.278,51.389,41.389,35.278,57.778,70,96.111,51.111,41.944,59.722,69.444,90,66.944,51.389,65.833,77.5,97.222,98.333,98.056,97.778,97.778,93.333,50.278,43.889,B
75.278,95.833,96.111,39.722,34.167,63.889,75.556,81.944,90,39.444,65,76.389,94.722,63.889,47.5,91.944,91.389,76.111,65.278,53.611,56.111,97.5,97.778,89.444,61.944,C
65.833,68.611,98.889,97.222,93.889,82.222,79.167,87.5,97.222,96.944,95.833,85.278,88.333,93.611,95.556,45.278,88.611,90.556,92.5,96.389,35.833,48.889,97.222,92.222,95.278,D
49.167,96.667,98.889,98.889,97.222,93.333,98.333,98.333,98.056,77.222,66.667,96.111,98.056,96.111,71.667,97.222,98.889,98.611,98.889,97.222,97.222,98.889,98.889,98.889,97.222,E
39.167,96.667,98.889,97.778,97.778,94.444,97.778,97.222,80,64.722,96.667,97.778,88.333,79.444,55,97.778,97.778,98.611,96.667,46.944,98.333,98.056,98.333,90.833,34.167,F
42.5,60.556,92.778,58.889,51.111,55.833,68.889,84.444,73.611,96.667,76.944,78.333,99.167,83.611,96.667,95.556,85,87.222,98.333,62.5,40.833,95.556,98.333,96.667,41.667,G
97.778,98.889,98.611,98.056,47.5,97.778,98.889,74.722,77.5,97.778,53.056,59.722,67.222,73.333,93.889,42.5,51.389,59.444,70.556,95.556,35.278,42.5,49.444,72.778,87.778,H
92.778,61.389,52.5,48.611,42.222,97.778,98.889,99.444,98.889,98.333,97.222,92.222,65.556,59.444,51.944,95,69.167,58.056,50.833,42.222,83.333,80,49.722,42.222,35,I
58.611,94.722,96.667,52.222,40.278,60.833,77.5,85.833,93.611,95.833,96.944,97.778,99.167,91.944,92.5,98.333,98.333,98.333,98.056,96.944,44.167,51.667,58.333,96.667,96.111,J
47.222,97.778,98.333,98.333,97.778,96.111,98.889,98.333,98.889,97.778,97.5,98.889,99.167,98.889,97.5,97.778,98.889,99.444,98.889,97.778,97.778,98.889,98.889,98.889,97.778,A
97.778,94.722,98.889,97.778,41.111,69.444,80.833,87.222,90.833,95.556,71.667,90.278,94.722,93.056,96.389,98.333,98.889,98.889,98.889,97.778,97.5,98.889,98.333,98.333,88.889,B
96.389,98.333,97.778,52.222,34.167,63.056,75.833,81.667,86.389,86.667,62.222,73.889,80.556,86.111,86.389,68.889,79.444,96.944,80.278,63.056,98.333,98.333,97.778,80.278,69.444,C
97.5,74.444,65.278,66.111,43.056,92.778,85,98.889,97.222,94.722,97.222,90,98.333,98.333,97.5,86.389,97.778,98.056,98.889,97.5,36.667,89.444,97.222,98.333,96.667,D
92.778,98.056,98.056,98.889,97.778,98.333,98.889,98.889,98.333,93.889,93.889,97.778,98.056,96.111,70.556,96.667,98.889,98.611,98.889,97.222,95.833,98.889,98.889,98.889,97.5,E
42.5,97.778,98.611,98.056,97.778,95,98.333,95.833,78.889,70,95.833,97.5,94.167,73.611,58.889,98.333,96.944,98.056,81.944,59.444,98.056,98.333,98.889,96.389,37.778,F
97.778,80,78.056,68.056,40.556,92.222,86.944,89.444,96.111,49.444,92.5,90.556,97.778,76.667,57.222,93.333,93.056,98.056,95.833,75.278,93.889,98.333,96.111,98.889,96.944,G
96.389,98.889,97.778,98.889,95.833,98.333,98.889,99.167,97.778,97.222,96.389,70,72.5,77.222,81.389,45.833,55.556,64.444,73.611,93.056,35.556,44.722,53.611,72.5,93.333,H
73.333,57.778,51.111,45.278,38.611,76.111,97.222,98.611,96.111,54.167,94.167,95.833,68.889,63.333,56.944,95.556,93.333,61.389,52.222,44.167,93.889,95,52.222,44.167,36.944,I
75.278,59.444,50.556,41.667,35,63.056,97.5,98.333,97.222,45,54.444,68.056,78.889,87.222,93.889,50,70,97.778,98.333,95.278,40.833,96.667,98.889,73.611,97.778,J
97.778,98.889,98.889,98.333,84.444,93.056,98.333,98.889,98.889,97.778,95.556,98.889,98.889,98.889,97.778,96.667,98.889,98.056,98.889,96.389,97.222,98.889,98.333,98.333,47.222,A
93.333,92.222,43.889,39.167,33.333,61.111,92.778,55.833,45.833,39.722,62.778,74.444,82.778,95,46.111,90.278,97.778,87.778,89.444,96.667,97.778,98.889,99.444,97.778,97.222,B
97.222,91.111,90,47.5,35.278,85,82.5,86.111,93.889,42.222,69.167,78.056,83.333,79.444,47.778,65.556,76.944,93.333,67.5,53.889,74.167,95.833,82.5,74.722,64.167,C
95.833,64.722,78.333,97.778,97.222,85.556,79.444,99.444,97.778,97.778,97.778,86.944,92.5,97.778,97.778,95.556,97.778,92.778,97.222,97.222,39.167,96.667,98.333,97.778,95,D
93.333,98.333,98.333,98.889,96.389,97.778,98.333,99.167,98.056,97.222,72.222,96.944,97.778,85.278,67.222,95.833,98.889,98.333,98.333,75.556,96.389,98.889,97.222,97.222,90,E
38.889,95.278,97.778,96.944,95,95.556,98.889,98.333,98.889,96.944,98.056,98.889,98.889,97.5,93.333,97.778,97.222,98.889,96.111,53.889,97.778,98.056,98.333,94.722,35.556,F
92.222,59.167,61.667,36.944,32.222,83.333,78.333,97.222,50.833,38.889,86.389,86.944,96.111,59.167,47.5,90.556,90.278,98.056,68.889,60,97.222,93.056,95.556,98.333,97.5,G
96.111,97.778,98.056,97.778,73.611,98.333,97.5,98.889,96.389,62.778,63.056,67.778,72.778,76.944,52.222,46.667,56.111,66.667,60.278,47.222,37.222,46.111,61.389,60.833,38.611,H
93.889,60.278,52.5,46.667,39.167,97.222,98.889,98.333,98.333,96.944,94.444,96.389,70.833,61.667,56.389,96.111,97.222,62.5,51.944,43.889,96.667,95.833,50,43.056,36.389,I
76.389,82.222,97.222,90.556,38.056,68.889,80.556,86.111,92.222,95.556,79.167,97.778,92.222,91.667,96.944,98.333,98.333,99.444,98.889,96.111,98.333,98.889,74.167,98.889,97.778,J
81.111,98.333,98.333,98.333,84.444,96.111,98.889,97.778,98.889,97.222,97.222,97.778,99.444,97.778,97.778,97.778,97.778,99.444,97.778,97.5,97.222,98.889,98.889,97.778,97.222,A
93.333,98.333,98.333,98.333,93.889,62.5,81.389,89.444,92.222,94.444,95,92.778,89.722,91.944,95.833,98.333,98.889,98.889,97.778,97.222,98.333,98.333,98.889,97.222,52.778,B
97.778,88.889,89.444,53.611,36.111,77.778,81.667,85,56.389,42.222,69.722,80.278,92.222,60.278,48.611,71.111,92.222,75.556,65.556,54.444,96.389,98.889,98.333,98.333,94.444,C
97.222,78.889,71.667,97.778,96.944,90,84.167,90.556,97.778,97.222,89.444,87.778,92.5,97.778,96.667,90.833,92.5,94.444,97.222,90.278,97.222,93.611,97.778,56.944,36.667,D
