attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,class
97.778,98.611,98.056,97.778,98.333,67.778,97.5,98.333,96.111,F
72.222,73.333,60.556,81.667,94.167,65,97.778,91.111,97.778,G
97.778,89.444,77.778,98.889,79.722,96.667,46.111,57.5,92.778,H
73.611,57.778,47.222,97.5,72.778,98.333,95,51.389,42.222,I
59.167,81.389,90,97.778,88.889,94.444,70.278,93.889,43.333,J
96.389,97.222,97.778,97.5,97.778,96.944,96.667,96.667,91.111,A
95.278,47.5,39.167,69.722,88.889,49.722,97.778,99.167,98.889,B
59.444,93.889,38.333,66.944,94.444,54.167,53.333,59.722,62.222,C
66.111,65,97.778,79.167,85,97.778,92.222,88.056,97.778,D
97.222,97.778,96.944,96.389,98.056,74.444,98.333,99.444,98.056,E
97.222,98.056,97.222,98.333,97.222,60.556,98.333,98.333,77.222,F
51.667,65.278,67.222,75.278,76.944,88.333,86.111,83.889,63.611,G
98.056,98.333,96.389,98.889,72.778,95.556,44.167,53.611,89.444,H
61.667,54.167,46.111,97.778,71.667,63.056,96.389,56.389,41.667,I
96.944,95.556,79.722,62.778,94.167,97.778,44.167,93.333,96.944,J
98.333,98.611,97.778,98.333,99.444,98.333,97.5,98.889,97.222,A
78.889,83.056,89.444,58.333,97.5,97.222,46.944,97.5,95.278,B
79.722,49.722,37.778,79.167,61.111,45.833,54.167,96.944,57.5,C
59.722,81.667,97.778,79.444,98.056,98.333,95.833,89.722,97.778,D
86.389,98.056,68.333,86.389,97.5,68.611,98.333,99.444,98.333,E
98.333,99.167,98.056,96.667,75,59.444,97.222,76.389,50,F
53.333,59.444,90.278,71.667,71.389,76.944,95.556,80,95.556,G
97.778,97.222,97.222,98.889,99.444,97.778,46.944,60.833,81.111,H
60,52.222,42.778,86.389,72.5,64.444,96.389,58.611,43.333,I
53.056,77.5,88.333,98.333,99.167,90.556,55.556,93.889,95,J
97.5,98.056,97.222,98.333,99.444,98.333,97.5,98.611,97.222,A
65.833,86.111,78.889,66.667,79.167,86.667,98.056,98.611,97.778,B
78.611,85.278,43.611,71.389,94.722,55.278,86.389,77.778,62.778,C
59.722,94.722,97.5,78.056,86.944,96.111,79.444,88.333,95.278,D
97.5,97.5,69.167,96.667,97.778,69.444,97.778,98.333,97.778,E
98.056,97.5,96.944,96.111,97.778,63.611,96.944,96.667,55,F
74.444,62.222,71.389,95.556,76.389,97.778,45.278,97.778,97.5,G
97.5,98.333,98.056,98.333,98.611,98.056,46.944,63.333,88.889,H
62.5,53.333,44.722,98.333,99.167,98.333,94.444,52.778,43.611,I
47.778,65.556,63.889,98.889,98.333,59.722,85.833,96.944,90,J
96.667,98.333,98.333,97.778,99.444,98.333,98.611,98.889,67.778,A
66.944,81.389,94.722,68.333,97.778,92.778,98.333,98.889,95.556,B
68.889,90.556,96.944,65.278,82.5,76.111,91.944,82.778,70,C
68.056,98.333,98.333,81.389,97.778,98.056,95.556,93.056,97.778,D
65.556,98.056,96.111,88.333,98.056,72.778,98.056,97.5,97.5,E
97.222,98.611,89.444,95.556,74.167,60.278,95.833,72.222,47.222,F
61.111,64.722,92.5,78.056,75.556,75,96.667,84.167,98.333,G
98.889,99.444,98.333,58.056,67.5,95,41.111,52.778,91.667,H
63.611,51.389,41.944,98.333,98.611,81.111,91.944,54.444,46.111,I
63.333,78.056,65.833,71.111,74.444,63.056,86.389,92.222,91.944,J
98.333,98.333,98.333,98.333,99.444,98.333,98.333,98.889,97.778,A
75,82.778,95.278,68.333,80.833,87.5,89.722,98.333,93.889,B
74.167,52.5,38.611,68.611,62.222,46.944,81.111,68.611,57.5,C
66.944,62.778,97.778,78.889,98.333,98.333,96.111,94.444,97.778,D
97.5,95.278,96.389,96.944,98.333,93.889,98.333,98.333,47.5,E
96.111,98.056,91.944,98.611,98.889,97.222,98.056,98.333,97.5,F
62.222,89.722,66.389,83.889,98.611,89.167,95.833,94.444,95.556,G
98.889,98.889,97.778,58.889,71.389,94.444,45.833,66.111,53.056,H
67.778,53.333,43.056,97.778,98.611,95.833,96.944,56.111,44.722,I
97.222,65.556,85.278,80.833,98.889,86.389,68.333,97.778,92.778,J
98.333,99.444,98.611,98.333,99.444,98.333,97.5,98.333,97.778,A
76.111,49.167,38.889,70.278,84.444,92.778,98.333,98.889,98.889,B
71.111,92.5,37.222,69.722,85.833,49.444,95.833,79.444,63.056,C
89.167,77.778,56.944,91.667,99.444,97.5,95,98.056,97.778,D
97.778,96.111,46.389,95.278,78.056,57.778,97.778,98.333,97.778,E
98.333,98.333,76.111,97.222,98.333,68.889,97.222,97.5,96.944,F
76.667,96.667,57.5,90.833,98.056,81.111,97.222,98.333,96.111,G
98.333,98.611,97.5,96.667,65.278,75.278,39.167,48.333,59.444,H
91.389,58.333,47.778,97.222,67.778,61.389,96.667,51.944,43.056,I
62.778,85.833,91.389,96.389,97.222,96.667,96.944,96.667,49.444,J
98.889,98.889,96.667,98.333,99.444,98.333,97.5,97.778,97.778,A
70.278,81.944,44.444,67.778,86.944,96.389,97.5,98.889,98.056,B
71.389,93.333,36.389,68.611,78.333,48.889,93.611,76.944,61.389,C
88.611,71.111,93.056,90.833,99.444,98.333,97.222,98.611,97.778,D
98.889,79.722,96.111,65.833,97.222,77.222,46.667,98.333,98.333,E
97.778,97.222,74.167,98.333,96.111,73.889,97.5,98.611,98.333,F
42.5,53.333,87.778,57.222,66.111,95.833,95,78.889,97.778,G
98.333,98.611,97.778,58.889,69.167,78.333,43.056,58.056,93.333,H
66.667,54.722,48.611,97.5,72.778,58.056,97.5,54.722,41.111,I
85.278,91.667,94.167,98.056,99.444,96.111,97.778,83.611,98.333,J
96.944,98.889,98.333,98.056,99.444,97.778,97.778,98.333,97.222,A
68.889,79.167,52.222,61.389,83.889,97.222,92.222,97.5,98.333,B
78.056,43.333,36.111,63.611,56.389,42.222,89.167,66.667,52.222,C
85.556,69.444,56.667,88.333,99.444,97.778,91.944,96.944,97.5,D
98.333,98.889,98.056,77.778,97.778,97.222,98.333,98.333,97.778,E
96.389,78.611,68.889,97.778,91.111,56.944,96.111,97.222,48.056,F
63.611,71.111,60.556,81.111,81.111,97.778,86.111,87.222,93.611,G
98.056,98.889,96.944,97.778,87.222,75.556,43.056,52.778,70,H
66.944,55.556,48.056,86.667,96.667,60,91.667,91.667,42.222,I
64.722,83.056,89.444,85.278,98.611,92.222,54.444,91.667,92.778,J
96.667,97.5,96.389,98.056,99.444,98.056,97.5,97.5,97.778,A
81.944,53.611,41.389,80,91.111,58.333,97.222,98.333,52.222,B
65,55.556,35.556,59.444,88.889,46.667,61.667,70.833,57.778,C
64.444,59.722,95,88.889,78.889,97.5,67.5,85,98.333,D
97.222,98.333,56.944,59.444,97.222,95,42.222,98.333,98.056,E
97.5,96.944,60.278,98.056,97.778,70.833,96.944,81.944,53.611,F
46.667,64.167,46.944,55.556,88.056,91.111,63.056,76.389,87.222,G
98.889,98.889,97.778,58.611,70.833,89.722,44.444,66.667,45.833,H
70.556,56.111,46.667,97.5,86.389,68.611,97.778,97.778,46.667,I
59.444,80.556,89.444,78.889,96.667,92.222,94.722,98.056,95.556,J
95.833,97.778,98.333,97.778,98.333,98.333,97.5,98.333,97.778,A
86.944,94.167,41.667,75.278,90.833,58.056,98.333,96.667,53.333,B
68.611,52.5,37.5,64.167,63.056,50,95,71.389,65.556,C
72.222,75.833,97.778,83.889,98.056,97.5,45.833,92.222,98.333,D
98.611,98.889,97.778,87.222,98.333,97.778,97.5,97.778,50.278,E
94.444,98.333,97.5,98.333,97.5,93.611,98.611,98.889,97.778,F
88.889,74.444,96.389,88.056,85.833,74.444,95.833,91.389,97.5,G
97.5,88.333,46.111,52.5,69.444,53.889,39.444,69.444,61.389,H
68.056,56.667,49.722,98.056,61.944,52.5,95,48.611,39.722,I
58.056,77.5,86.389,95.556,98.889,89.722,88.611,96.944,95.278,J
98.611,98.611,95,97.778,99.444,98.333,97.222,98.056,96.667,A
92.222,96.944,43.889,75.278,91.389,58.333,98.333,96.389,55,B
80.278,58.056,40.556,73.889,86.667,48.889,51.667,93.056,58.889,C
62.778,70.278,95.833,66.389,81.111,96.667,38.333,84.722,92.5,D
98.333,99.444,98.333,79.722,97.778,74.167,68.333,98.333,98.333,E
97.778,95,71.389,97.222,98.611,97.222,98.333,98.889,70.278,F
50,61.389,91.667,80.833,76.944,97.778,87.222,84.722,96.111,G
97.778,98.611,97.778,66.667,65.278,72.222,40.556,51.389,65.556,H
67.778,57.222,50,97.222,70.833,94.444,95.833,52.222,41.111,I
58.333,79.444,87.778,83.056,87.778,88.889,95,93.611,90.278,J
98.056,98.333,98.056,98.333,99.444,98.333,97.222,98.056,97.778,A
67.222,81.389,95.833,70.278,98.333,98.333,98.889,98.889,95.556,B
94.444,54.167,39.722,82.222,70.833,48.056,46.667,93.056,57.222,C
71.389,68.611,97.222,80.833,80.556,96.111,40.278,84.722,96.389,D
98.333,98.889,92.5,93.611,93.611,56.944,97.778,97.778,46.111,E
97.222,97.5,89.722,97.5,89.722,71.111,98.333,98.889,90.556,F
48.333,64.167,59.167,81.389,76.667,97.5,88.611,85.556,96.944,G
98.333,99.167,98.056,56.389,67.778,94.167,42.222,54.167,94.722,H
90.556,56.389,47.5,96.944,96.944,63.056,95.556,96.667,41.389,I
76.944,94.167,40.833,67.222,84.444,94.167,96.667,98.889,97.5,J
98.333,98.889,77.778,98.333,98.889,98.056,97.778,97.778,98.056,A
64.167,91.667,78.889,98.333,98.889,97.778,98.333,98.889,96.667,B
70.278,81.667,40.833,68.611,74.444,53.333,93.889,74.722,62.5,C
45.278,62.5,94.444,61.389,71.667,83.889,78.889,79.444,96.944,D
98.611,99.167,98.056,77.5,93.611,63.889,98.333,98.333,91.111,E
97.222,97.778,96.389,97.778,94.167,80.278,97.5,97.778,97.222,F
73.056,68.889,87.5,80.556,79.722,75.556,95.278,90,97.5,G
98.889,98.889,95,58.889,70.278,94.444,43.333,57.5,73.333,H
60.833,51.944,43.056,98.333,99.444,98.611,94.444,55.833,44.722,I
68.333,96.667,41.389,67.222,78.611,93.056,97.222,98.056,91.389,J
97.778,98.056,96.944,98.333,98.333,97.778,97.5,97.778,97.778,A
75.278,92.778,44.444,72.778,96.667,97.222,98.056,98.333,94.444,B
72.778,82.778,52.778,68.611,93.889,57.222,95.833,79.722,64.167,C
52.778,95,97.778,75.556,86.944,96.111,95.556,87.5,97.5,D
97.778,98.889,97.778,75.833,97.778,74.167,97.778,98.889,98.889,E
98.333,98.333,98.056,97.778,97.778,66.944,98.333,97.778,94.722,F
69.444,68.889,82.222,83.056,97.222,97.778,51.944,94.722,98.333,G
98.333,97.778,40.833,98.056,65,56.667,40.556,49.167,74.722,H
69.167,59.444,52.222,82.5,66.111,55.833,95.833,54.722,42.222,I
76.667,73.056,61.389,70.556,87.778,51.389,96.944,90.833,42.5,J
97.222,98.056,98.611,97.778,99.444,98.333,98.611,98.889,96.111,A
65.833,76.944,46.111,57.778,81.389,97.222,52.5,97.778,91.111,B
80.833,86.389,89.722,74.167,94.444,60,93.333,79.722,66.111,C
56.389,65.278,95.833,75,76.111,83.889,47.5,83.611,85.833,D
97.778,99.444,98.333,97.5,96.944,54.167,98.333,83.333,41.111,E
98.333,99.167,97.778,97.778,93.056,66.111,98.889,98.333,45,F
69.722,72.778,90.556,81.389,82.778,70.278,87.5,89.444,97.778,G
98.611,98.889,98.056,54.722,66.944,78.056,42.778,58.056,93.333,H
66.111,52.5,42.222,98.611,98.333,60.556,94.444,56.389,46.111,I
57.5,80.278,91.111,81.667,87.222,96.944,69.722,86.944,41.389,J
97.222,98.056,98.333,97.778,99.444,98.333,98.333,98.889,97.222,A
64.722,95.556,41.389,59.167,75.833,90.278,68.056,98.333,98.611,B
75,93.056,43.889,57.222,94.444,54.444,38.611,48.056,89.444,C
79.444,72.222,96.667,84.167,86.667,96.389,88.333,88.056,95,D
98.889,99.444,98.333,95,78.333,57.778,97.222,97.222,43.333,E
98.333,98.611,97.778,97.222,98.333,74.167,97.5,98.611,97.222,F
73.333,97.5,48.889,89.722,95.556,57.5,93.056,97.778,73.056,G
97.778,98.333,97.778,48.333,64.167,63.889,37.5,50.278,66.389,H
61.667,55.833,48.611,97.778,99.167,98.611,94.167,58.333,44.444,I
44.167,60.278,79.722,56.944,69.444,78.333,68.889,74.167,84.167,J
98.333,98.333,98.333,97.778,99.444,98.333,98.333,98.889,96.667,A
72.222,96.944,48.889,68.611,81.111,87.5,98.889,98.889,96.111,B
77.5,88.611,44.722,97.222,96.667,54.722,45.278,92.778,62.5,C
73.889,68.889,97.222,82.778,96.944,97.5,87.778,90.278,96.389,D
98.333,99.167,97.5,88.056,97.222,69.722,98.889,98.889,96.667,E
98.889,99.167,98.056,98.611,98.333,77.5,96.111,98.333,97.222,F
96.667,81.667,62.5,98.056,99.444,97.5,95.833,98.056,98.056,G
66.667,71.111,70.556,49.722,61.389,57.5,39.167,52.222,52.5,H
87.778,54.444,42.222,98.056,98.889,98.611,96.111,97.778,47.222,I
41.389,55.556,79.722,55.556,68.889,77.5,77.5,73.056,86.389,J
96.944,97.5,98.333,96.667,98.889,97.222,95.833,98.056,97.5,A
70.556,83.611,94.722,66.111,98.333,96.944,95.556,98.333,97.778,B
77.5,88.333,52.778,96.667,79.444,57.778,38.889,48.333,78.611,C
65,53.056,43.889,73.333,90,97.778,73.056,86.389,93.889,D
97.778,99.444,98.889,97.778,98.056,60,97.778,98.056,43.611,E
97.5,98.889,97.778,98.333,98.889,97.222,98.333,98.889,96.944,F
52.5,75.833,49.167,74.722,98.889,97.5,96.667,89.722,95.556,G
98.889,98.889,97.222,52.778,67.778,95.556,40.278,58.056,90,H
62.778,55.278,47.5,92.222,97.5,64.167,87.222,92.778,41.111,I
43.056,55.556,76.111,97.5,75.556,77.778,65.278,83.056,43.333,J
95.833,98.333,97.778,97.222,98.889,98.333,95.556,98.889,98.611,A
67.222,77.222,39.722,55.833,73.056,63.333,46.389,97.778,63.333,B
71.111,82.5,40,80.278,87.778,49.722,37.222,51.389,65,C
91.389,85.278,77.222,94.167,97.5,97.778,96.389,98.333,97.778,D
98.889,99.167,97.778,96.111,95,75.833,95.278,97.778,98.333,E
97.222,98.611,96.944,98.333,98.611,69.722,96.111,85.833,57.5,F
53.611,78.333,54.722,71.944,79.444,98.056,84.444,83.889,97.222,G
98.333,99.167,85,55.556,66.944,89.444,42.778,58.056,55.278,H
90.833,54.722,45.833,98.333,98.056,73.611,98.333,97.778,54.444,I
63.333,79.444,41.944,55.278,83.056,88.889,46.111,83.611,97.222,J
98.056,98.333,96.667,98.333,99.444,97.778,98.056,99.444,97.778,A
68.056,76.944,75.833,56.111,76.667,90,48.611,96.944,66.944,B
64.167,79.722,86.667,66.944,75.833,59.444,52.778,55.278,66.111,C
87.5,74.167,50.556,89.444,98.611,97.222,93.611,98.889,96.944,D
97.778,98.333,97.778,96.667,97.222,71.111,45.833,96.389,96.944,E
98.333,99.444,78.611,98.056,96.944,66.667,98.333,97.5,90.278,F
62.778,68.889,58.056,82.222,98.889,97.778,96.111,96.111,98.611,G
98.333,99.444,98.056,53.611,64.167,82.5,41.667,53.056,94.444,H
65.833,55,46.389,98.056,97.5,63.889,97.778,94.444,43.333,I
68.056,93.889,43.333,98.611,98.889,98.333,81.667,97.778,98.056,J
98.333,98.056,97.222,98.333,99.444,98.056,97.778,98.889,97.778,A
96.389,53.611,40.278,72.222,83.889,96.111,98.333,87.778,89.444,B
69.167,78.889,37.778,63.889,74.722,49.167,67.5,73.611,58.333,C
94.444,92.778,83.611,97.778,99.444,97.222,97.222,96.111,97.222,D
98.611,91.944,71.667,94.444,90.556,58.056,77.778,98.333,54.722,E
98.889,99.444,98.056,98.333,98.333,70.833,98.056,98.333,95.556,F
74.444,88.611,44.722,85,89.167,61.389,90.556,91.389,96.111,G
97.5,98.056,97.778,50.833,59.722,69.722,38.611,47.5,58.056,H
66.111,53.056,43.056,73.056,65.833,63.056,85.278,98.333,49.444,I
68.056,46.667,37.222,70,81.667,56.111,73.611,90.556,95.833,J
86.111,98.333,98.333,97.5,98.333,97.778,97.222,96.944,97.222,A
97.222,96.111,50.556,78.056,90,96.111,98.611,99.444,98.333,B
67.222,87.778,38.333,64.722,63.611,47.222,81.944,73.889,57.5,C
66.667,57.222,41.389,76.667,77.222,96.944,83.333,84.444,96.667,D
96.667,98.056,96.389,87.5,74.444,55.278,98.056,98.056,45.833,E
96.111,98.889,97.778,96.667,97.778,79.722,98.333,98.889,83.333,F
45,57.778,62.5,60.833,69.444,80.556,95.833,76.667,87.222,G
98.333,98.611,98.333,98.333,98.611,98.056,41.944,55.556,91.667,H
66.389,54.444,46.389,97.778,93.889,65.556,97.222,96.667,46.111,I
51.667,92.222,51.667,68.889,90.278,96.389,98.889,70,98.333,J
97.222,96.389,97.5,97.778,99.444,97.778,97.222,96.389,97.5,A
91.111,67.778,45.278,76.944,94.722,62.5,98.056,98.333,98.333,B
71.111,83.611,39.722,68.333,80.833,57.5,89.722,79.444,65.278,C
67.222,68.611,97.778,79.444,88.333,97.778,86.667,89.444,96.389,D
98.333,99.444,98.333,76.389,97.778,94.167,96.667,97.778,98.333,E
94.444,98.056,97.778,96.389,96.667,77.222,97.5,99.167,97.222,F
43.611,69.722,64.167,56.944,73.889,84.167,76.667,77.222,95.556,G
98.889,98.889,90.556,55.278,68.056,59.444,41.111,53.611,64.167,H
65.278,54.722,44.444,98.333,78.889,70,97.222,90,45,I
52.222,92.222,45.833,97.222,89.722,89.722,67.778,84.167,93.889,J
97.5,97.778,98.333,98.333,99.444,98.333,98.889,98.889,97.778,A
98.333,83.056,90.278,52.222,79.444,95,41.944,96.944,98.056,B
72.222,76.111,36.389,66.667,64.722,45,94.167,70.556,56.944,C
71.944,64.722,97.778,80,90.556,97.222,87.778,90.556,96.667,D
98.056,98.611,97.5,75.833,92.222,60,98.333,98.611,55,E
98.889,98.889,93.611,98.056,98.889,83.889,97.5,98.611,97.778,F
65.556,93.611,62.222,82.222,92.222,98.333,93.611,88.889,98.333,G
98.333,98.889,97.778,61.111,67.778,75.556,43.333,54.444,75.278,H
70.556,56.389,47.222,96.389,77.5,63.611,97.778,95.556,44.167,I
86.389,78.056,53.333,82.778,97.5,97.5,82.222,98.611,95.278,J
88.056,98.889,98.333,98.056,99.167,98.333,97.5,98.333,95,A
71.667,82.778,78.889,71.111,83.611,90,98.611,98.611,97.778,B
67.222,78.611,46.111,68.056,79.167,78.889,95.556,83.611,70.833,C
78.056,63.889,52.778,83.056,86.389,96.667,87.778,90,94.444,D
97.778,98.333,98.611,70.833,96.944,72.222,97.222,98.333,95.556,E
98.889,98.889,91.944,98.333,98.889,94.167,98.333,98.889,97.778,F
61.944,95.556,56.111,82.778,99.167,97.778,96.111,98.889,98.333,G
98.889,99.444,98.333,58.333,68.889,83.611,42.778,57.778,52.778,H
63.889,52.222,43.611,98.333,98.889,98.889,90,53.889,43.611,I
83.889,67.5,47.222,71.389,84.722,91.111,85.556,88.889,98.333,J
97.778,99.444,98.889,98.333,98.333,97.778,98.333,98.056,96.389,A
78.333,86.389,89.722,72.222,90.278,92.5,97.5,95,63.611,B
73.056,78.333,44.167,71.667,82.778,86.944,93.056,88.056,75.556,C
80.556,69.722,97.222,86.389,90.278,97.778,89.167,91.389,97.5,D
97.222,98.056,98.611,85,96.111,66.111,98.889,98.889,95,E
98.889,98.889,90.556,98.056,97.5,82.5,97.5,98.611,98.333,F
51.667,75.556,58.611,70,98.333,98.056,96.667,84.167,97.778,G
98.333,98.611,97.222,54.722,62.222,68.889,40,49.444,60.833,H
64.722,54.444,44.722,98.889,70,61.111,94.722,53.333,43.611,I
65.278,83.056,48.611,64.167,81.111,87.222,98.889,76.667,96.944,J
98.333,98.889,98.056,97.778,99.444,98.333,97.778,97.778,97.778,A
98.333,93.611,97.5,78.611,91.944,95.278,97.778,98.889,97.778,B
74.444,80.556,39.722,72.778,72.778,49.722,55.833,58.889,63.611,C
86.389,94.722,97.778,88.611,99.444,98.056,95.556,94.444,98.333,D
98.333,97.778,75.556,92.222,83.056,63.611,98.333,98.889,98.056,E
96.667,98.056,69.722,98.056,98.889,79.722,97.778,97.5,79.167,F
50.556,87.778,54.722,66.111,80,97.778,97.222,98.333,98.056,G
97.778,97.222,63.333,66.944,92.222,58.611,48.333,88.889,46.944,H
65,56.667,49.444,96.389,68.056,60,93.889,53.056,41.667,I
80.556,97.5,50.556,70.833,89.444,92.5,97.778,83.333,96.389,J
96.944,98.056,97.778,98.056,98.333,97.778,98.333,98.333,95.556,A
65.556,93.056,46.667,60,79.167,86.944,92.222,98.056,98.333,B
78.056,86.389,90.278,81.667,87.5,72.222,49.722,56.111,74.722,C
93.611,98.333,97.778,95.833,99.444,98.056,96.944,97.222,98.333,D
96.389,94.722,84.167,66.667,91.667,64.444,91.667,97.5,94.167,E
98.056,98.333,97.778,98.333,98.333,69.167,98.333,97.778,96.111,F
65.278,63.611,97.222,80,77.5,85.556,97.5,83.889,97.778,G
98.333,98.889,93.333,54.444,66.111,61.389,40.556,51.667,61.667,H
88.889,52.5,40.556,74.444,63.611,55.278,82.222,90.556,55.278,I
73.333,96.667,58.611,63.056,79.722,87.222,91.667,74.722,96.944,J
95,98.611,97.778,97.778,96.944,97.778,98.889,98.889,95,A
95.833,63.611,42.5,70.556,84.444,95.278,97.778,98.889,98.611,B
70.278,83.333,38.889,76.944,84.722,52.5,97.778,94.722,62.778,C
51.389,85.278,91.111,63.611,77.222,84.167,79.722,93.333,43.889,D
98.333,98.056,86.667,78.056,94.444,60,92.5,91.944,53.889,E
97.222,99.167,97.5,96.667,71.111,55.278,60.833,68.056,43.889,F
55,66.389,55.278,76.389,87.5,97.778,96.111,86.944,96.111,G
97.778,98.611,57.778,80.278,97.778,58.889,46.389,71.111,46.389,H
70.556,57.222,48.889,95.278,98.333,66.389,95.556,98.056,48.056,I
72.222,83.333,91.389,60.278,98.333,98.333,50.833,96.667,97.778,J
85.278,98.056,97.778,94.444,98.889,98.889,95,97.778,98.333,A
70.833,94.444,48.611,66.667,81.389,87.222,97.222,98.889,98.333,B
97.778,59.722,38.889,63.333,87.778,49.444,65.556,80.833,65,C
87.5,98.889,98.333,85.278,93.889,96.111,98.333,92.5,97.222,D
98.056,95,96.667,73.889,96.667,68.611,85.278,86.389,90,E
96.111,96.667,94.722,96.111,90,53.333,93.333,93.333,46.667,F
48.611,92.222,55.278,61.389,96.111,98.056,78.889,85,93.333,G
98.889,98.889,97.778,66.667,80.278,48.889,58.889,91.944,39.722,H
70,55.278,47.778,97.222,92.222,61.944,97.222,96.667,44.167,I
76.111,94.444,43.333,65,79.444,87.222,95.556,98.611,96.944,J
98.056,98.333,98.333,98.333,99.444,98.333,97.778,97.778,98.056,A
66.944,94.167,44.444,54.722,76.389,88.611,44.167,97.778,97.222,B
98.889,88.056,56.667,68.889,84.722,62.222,69.722,82.5,76.111,C
87.5,70,50.833,91.944,99.444,98.333,96.944,97.222,96.944,D
97.778,98.333,92.5,95,86.111,56.111,98.333,98.333,43.333,E
97.222,89.722,78.333,98.889,99.444,98.333,98.889,98.889,97.778,F
57.222,72.778,58.056,76.111,80.833,98.333,94.167,85.278,97.5,G
98.056,99.444,98.333,59.722,72.5,82.5,46.111,70.556,45,H
68.889,52.778,42.778,90.833,99.444,98.611,95.556,98.333,48.889,I
42.778,60,91.389,94.444,82.222,83.056,98.333,98.611,89.722,J
98.056,98.611,98.333,97.778,97.778,97.5,97.222,98.333,97.5,A
97.5,90,91.389,81.389,91.667,94.167,98.611,98.889,97.222,B
97.222,87.778,94.722,70.556,83.056,63.611,88.889,81.389,67.778,C
71.389,73.333,97.778,80.833,82.5,97.5,93.611,87.778,93.333,D
86.111,96.944,98.333,63.056,95.556,56.111,96.944,94.444,43.889,E
97.778,96.111,68.889,98.889,99.444,98.056,98.889,98.889,96.944,F
57.5,78.889,57.778,74.167,81.667,77.5,84.722,84.722,96.667,G
98.056,98.889,98.056,56.111,66.667,68.889,42.222,53.056,88.889,H
95.556,60.278,46.111,97.778,71.944,64.444,97.778,60,46.667,I
71.667,88.611,93.611,97.778,94.167,93.333,81.389,98.889,97.222,J
97.778,98.333,98.056,98.333,99.444,98.333,97.778,98.611,97.778,A
80.833,86.667,95,72.5,87.5,91.944,97.222,98.333,98.333,B
98.889,90.278,54.444,73.889,93.333,57.778,97.5,94.722,65.556,C
80.833,66.944,80,88.611,99.444,98.333,96.667,97.778,96.667,D
98.333,96.944,63.611,95.278,72.222,54.444,97.222,98.056,43.611,E
94.722,94.722,71.111,97.5,97.778,67.5,97.778,97.778,97.5,F
53.611,58.333,93.056,76.111,90.278,98.056,93.056,86.944,97.778,G
98.333,99.444,98.056,49.444,61.667,71.111,38.611,47.222,72.5,H
59.444,52.5,45.556,71.667,99.167,73.056,97.778,58.333,43.056,I
47.778,66.389,86.389,97.778,76.667,92.5,70.833,95,40.278,J
96.667,96.667,96.944,97.778,98.333,97.778,97.222,95.278,92.222,A
98.056,93.889,97.222,64.722,90,98.056,76.944,97.778,98.333,B
93.611,87.778,90,69.722,90.278,60.556,95,81.389,69.167,C
65.278,97.5,97.778,79.444,99.444,98.333,97.222,94.444,97.778,D
97.5,97.222,94.167,76.944,96.944,68.889,98.889,98.889,95,E
98.333,97.5,93.889,97.778,97.222,76.667,98.056,98.889,97.778,F
49.444,56.389,91.111,77.5,71.667,60.833,97.222,97.778,91.111,G
98.333,98.889,97.778,53.056,61.944,69.167,39.444,48.611,60.278,H
91.944,65.556,50.556,98.611,95,62.222,97.778,58.333,41.111,I
46.667,60.278,79.444,98.889,76.667,54.167,91.111,47.222,38.056,J
98.333,98.333,98.056,98.333,99.444,98.333,97.778,98.611,97.222,A
62.222,81.389,92.222,68.056,84.167,88.889,98.333,98.611,97.222,B
97.5,89.722,95,72.222,84.167,63.056,93.889,82.222,70.833,C
63.889,57.5,53.056,76.944,97.778,98.056,95.556,95,98.333,D
97.5,98.611,96.667,96.667,86.389,71.111,98.056,99.167,97.778,E
97.778,97.5,97.778,97.222,98.333,93.333,98.611,99.167,97.778,F
88.889,83.611,48.333,91.389,92.778,70.278,94.444,95.278,98.611,G
97.5,98.611,98.056,66.944,76.111,95.833,45.556,70.278,46.944,H
96.111,58.056,48.889,97.5,65.833,60,95,51.111,42.222,I
43.056,57.5,83.056,62.778,69.444,92.222,69.167,96.667,40.833,J
98.333,97.5,97.5,98.333,99.444,98.333,97.5,97.5,97.778,A
92.222,88.889,95.556,75.278,86.667,90.833,98.056,98.611,97.778,B
95.833,87.5,48.889,66.667,92.222,55.833,93.056,77.5,66.389,C
66.111,53.611,41.944,75.556,98.611,97.778,85.833,97.778,97.778,D
96.111,95.278,94.167,93.611,97.222,67.5,96.944,98.333,57.222,E
98.889,99.444,97.222,98.333,98.333,92.5,98.611,98.889,97.778,F
81.389,68.611,75.278,53.333,82.5,93.333,41.667,96.111,97.5,G
98.889,99.444,97.778,52.5,61.667,70.278,39.167,49.167,63.889,H
65.833,55.556,47.778,88.333,73.611,58.889,96.944,74.444,43.333,I
63.056,82.778,46.111,97.5,94.444,91.667,80.556,95.556,48.611,J
97.778,97.222,97.5,98.056,99.444,97.778,97.222,97.5,97.778,A
60.278,77.5,94.722,64.167,78.333,84.722,98.889,98.889,95.556,B
87.778,86.667,47.778,72.222,90.278,56.389,93.611,79.167,70,C
64.722,65,96.111,76.667,83.611,97.222,46.667,87.778,97.222,D
97.778,98.056,81.389,76.944,95.833,55.556,97.778,96.667,41.667,E
98.889,98.889,96.667,98.333,95.556,71.389,97.778,98.611,97.778,F
67.222,98.056,55.556,98.056,86.944,98.056,45,97.778,96.111,G
98.056,99.167,97.778,55.833,66.111,82.778,42.778,54.722,92.222,H
