rank,Attr_1,Attr_2,Attr_3,Attr_4,Attr_5,Attr_6,Attr_7,Attr_8,Attr_9,Attr_10,Attr_11,Attr_12,Attr_13,Attr_14,Attr_15,Attr_16,Attr_17,Attr_18,Attr_19,Attr_20,Attr_21,Attr_22,Attr_23,Attr_24,Attr_25,Attr_26,Attr_27,Attr_28,Attr_29,Attr_30,Attr_31,Attr_32,Attr_33,Attr_34,Attr_35,Attr_36,Attr_37,Attr_38,Attr_39,Attr_40,Attr_41,Attr_42,Attr_43,Attr_44,Attr_45,Attr_46,Attr_47,Attr_48,Attr_49,Attr_50,Attr_51,Attr_52,Attr_53,Attr_54,Attr_55,Attr_56,Attr_57,Attr_58,Attr_59,Attr_60,Attr_61,Attr_62,Attr_63,Attr_64,Attr_65,Attr_66,Attr_67,Attr_68,Attr_69,Attr_70,Attr_71,Attr_72,Attr_73,Attr_74,Attr_75,Attr_76,Attr_77,Attr_78,Attr_79,Attr_80,Attr_81,Attr_82,Attr_83,Attr_84,Attr_85,Attr_86,Attr_87,Attr_88,Attr_89,Attr_90,Attr_91,Attr_92,Attr_93,Attr_94,Attr_95,Attr_96,Attr_97,Attr_98,Attr_99,Attr_100,Attr_101,Attr_102,Attr_103,Attr_104,Attr_105,Attr_106,Attr_107,Attr_108,Attr_109,Attr_110,Attr_111,Attr_112,Attr_113,Attr_114,Attr_115,Attr_116,Attr_117,Attr_118,Attr_119,Attr_120,Attr_121,Attr_122,Attr_123,Attr_124,Attr_125,Attr_126,Attr_127,Attr_128,Attr_129,Attr_130,Attr_131,Attr_132,Attr_133,Attr_134,Attr_135,Attr_136,Attr_137,Attr_138,Attr_139,Attr_140,Attr_141,Attr_142,Attr_143,Attr_144,Attr_145,Attr_146,Attr_147,Attr_148,Attr_149,Attr_150,Attr_151,Attr_152,Attr_153,Attr_154,Attr_155,Attr_156,Attr_157,Attr_158,Attr_159,Attr_160,Attr_161,Attr_162,Attr_163,Attr_164,Attr_165,Attr_166,Attr_167,Attr_168,Attr_169,Attr_170,Attr_171,Attr_172,Attr_173,Attr_174,Attr_175,Attr_176,Attr_177,Attr_178,Attr_179,Attr_180,Attr_181,Attr_182,Attr_183,Attr_184,Attr_185,Attr_186,Attr_187,Attr_188,Attr_189,Attr_190,Attr_191,Attr_192,Attr_193,Attr_194,Attr_195,Attr_196,Attr_197,Attr_198,Attr_199,Attr_200,Attr_201,Attr_202,Attr_203,Attr_204,Attr_205,Attr_206,Attr_207,Attr_208,Attr_209,Attr_210,Attr_211,Attr_212,Attr_213,Attr_214,Attr_215,Attr_216,Attr_217,Attr_218,Attr_219,Attr_220,Attr_221,Attr_222,Attr_223,Attr_224,Attr_225,Attr_226,Attr_227,Attr_228,Attr_229,Attr_230,Attr_231,Attr_232,Attr_233,Attr_234,Attr_235,Attr_236,Attr_237,Attr_238,Attr_239,Attr_240,Attr_241,Attr_242,Attr_243,Attr_244,Attr_245,Attr_246,Attr_247,Attr_248,Attr_249,Attr_250,Attr_251,Attr_252,Attr_253,Attr_254,Attr_255,Attr_256,Attr_257,Attr_258,Attr_259,Attr_260,Attr_261,Attr_262,Attr_263,Attr_264,Attr_265,Attr_266,Attr_267,Attr_268,Attr_269,Attr_270,Attr_271,Attr_272,Attr_273,Attr_274,Attr_275,Attr_276,Attr_277,Attr_278,Attr_279,Attr_280,Attr_281,Attr_282,Attr_283,Attr_284,Attr_285,Attr_286,Attr_287,Attr_288,Attr_289,Attr_290,Attr_291,Attr_292,Attr_293,Attr_294,Attr_295,Attr_296,Attr_297,Attr_298,Attr_299,Attr_300,Attr_301,Attr_302,Attr_303,Attr_304,Attr_305,Attr_306,Attr_307,Attr_308,Attr_309,Attr_310,Attr_311,Attr_312,Attr_313,Attr_314,Attr_315,Attr_316,Attr_317,Attr_318,Attr_319,Attr_320,Attr_321,Attr_322,Attr_323
1356,0,0.65873,7.0268,-6.3867,3.6227,2.2465,7.7635,0.52186,16.43,0,0,0,0,0,0,0,0,0,0,0,0.68788,6.0851,0.12114,17.163,6.6553,-0.48004,6.1195,0,0,0,0,0,0,0,0,0,0,0,0,1.3828,2.3673,3.4871,0.12294,9.2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,14.133,2.0494,0.037939,14.694,7.9295,0,0,0,0,0,0,0,0,0,0,0,0.51786,0.50169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,6.1749,14.133,2.0494,-6.5158,6.1195,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,0.38216,15.358,0.24357,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,6.8794,15.762,-12.255,2.9892,24.931,13.513,9.3517,0.41189,17.173,0,0,0,0,0,0,0,0,3.3328,7.0268,-6.3867,1.3643,16.156,18.785,0.52186,0.67308,20.394,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,17.946,0.037939,-5.3989,7.9071,0,0,0,0,0,0,0,0,0,0,0,0.65873,1.3726,5.4705,6.356,15.524,18.714,8.0707,6.3772,27.547,19.797,4.1547,11.263,30.293,0,0,0,0,0,0,0.6733,8.4696,11.206,3.702,2.0494,8.1465,-0.08836,7.1637,21.359,13.16,0,0,0,0,0,0,0,0,0,0.65873,7.0268,2.5843,13.553,0.66638,10.336,6.1003,0,0,0,0,0,0,0,0,0,0,0,0,3.3328,7.0268,9.6635,12.503,-8.7261,3.3313,4.6791,24.366,15.768,2.2114,5.9684,38.463,30.293,0,0,0,0,0
1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,-0.50817,-7.6086,2.2465,3.3313,9.915,0.67308,20.394,20.825,0,0,0,0,0,0,0,0,0,4.2388,-6.7459,14.562,5.0812,9.2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,6.1749,3.7722,17.946,8.1465,-0.08836,21.989,10.192,21.515,0,0,0,0,0,0,0,0,0,4.2388,8.4696,0.38216,15.358,-0.17923,4.6643,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9413,10.156,0.5917,2.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,17.946,-0.48004,-6.5401,7.9295,0,0,0,0,0,0,0,0,0,0,0,-1.3022,8.3756,0.8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,-6.7459,12.76,4.7867,8.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.947,8.4696,0.38216,1.1375,17.946,8.1465,10.348,-0.025737,21.359,0,0,0,0,0,0,0,0,0,0,0.68788,6.0851,-9.7207,0.9106,19.736,8.5294,5.364,-4.8384,22.325,13.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,8.4696,0.38216,0.44826,8.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68788,6.0851,-9.7207,0.9106,19.736,-0.48004,21.218,18.183,22.325,13.206,0,0,0,0,0,0,0,0,0,0.6733,8.4696,11.206,1.1375,2.0494,20.546,10.348,13.025,-1.622,13.16,0,0,0,0,0,0,0,0
1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3328,-0.98737,0.64318,0.77359,7.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,1.8524,22.307,10.782,23.291,22.325,0,0,0,0,0,0,0,0,0,0,0.6733,1.4019,6.1749,6.961,-10.491,3.1603,23.212,13.025,9.3843,26.231,17.115,0,0,0,0,0,0,0,0,0.6733,8.4696,-8.0537,15.358,0.24357,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5669,10.156,12.76,4.7867,6.3187,8.1465,10.348,13.513,16.857,27.283,17.173,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,2.0494,0.037939,13.905,7.9295,19.765,22.204,0,0,0,0,0,0,0,0,0,0.54215,0.7529,0.8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,5.2801,-8.0537,1.1375,0.24357,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,8.4696,-8.0537,15.358,-7.1973,4.6679,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9586,3.0345,-0.086602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,6.3187,-6.5158,16.357,17.89,0,0,0,0,0,0,0,0,0,0
1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,12.76,4.7867,-7.1973,4.6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,17.946,0.037939,6.1195,0,0,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,5.4705,0.14261,15.524,-9.639,4.6791,24.366,15.768,2.2114,30.319,38.463,30.293,0,0,0,0,0,0,4.2388,8.4696,0.38216,4.7867,-7.1973,-6.5158,6.1099,17.038,0,0,0,0,0,0,0,0,0,0,0,-0.4198,2.1449,-1.511,2.5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,-8.0537,1.1375,17.946,-0.48004,14.694,0,0,0,0,0,0,0,0,0,0,0,0,5.8289,2.1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,0.38216,4.7867,8.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3828,2.3673,0.5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1447,-0.54561,3.7436,7.1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,-8.0537,15.358,0.24357,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,8.613,-0.84577,16.364,5.3756,6.9919,-0.99802,15.483,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,14.133,2.0494,8.1465,-5.3989,17.306,10.192,21.515,0,0,0,0,0,0,0,0
1360,0,1.1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,-8.0537,1.1375,6.6553,-0.48004,14.694,7.9295,0,0,0,0,0,0,0,0,0,0,0,3.3328,7.0268,-6.3867,1.3643,5.9821,0.55592,13.116,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,6.1749,15.762,-12.255,2.9892,24.931,13.513,9.3517,0.41189,17.173,0,0,0,0,0,0,0,0,4.2388,-0.24545,3.4871,6.5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.781,0.12486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,1.4019,6.1749,14.133,-10.491,3.1603,-5.3989,7.9071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,5.2801,11.206,14.133,-10.491,20.546,-5.3989,7.9071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5669,10.156,3.7436,5.0812,-0.17923,-0.48004,14.694,0,0,0,0,0,0,0,0,0,0,0,0,0.68788,6.0851,6.8794,0.9106,19.736,8.5294,-0.69858,7.9295,19.765,0,0,0,0,0,0,0,0,0,0,3.3328,8.3756,0.8178,2.5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,-6.7459,3.4871,7.1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,1.4019,6.1749,6.961,17.223,3.1603,23.212,13.025,0.37945,1.3496,17.115,29.772,0,0,0,0,0,0,0,0.6733,8.4696,-8.0537,1.1375,0.24357,11.04,6.1195,17.89,19.765,0,0,0,0,0,0,0,0,0
1361,0,3.3328,-5.1456,0.64318,4.4923,0.66638,4.6714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,17.946,0.037939,-6.5401,7.9295,0,0,0,0,0,0,0,0,0,0,0,-1.3022,0.054705,10.958,-2.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,6.1749,15.762,1.8524,22.307,10.782,-0.72455,22.325,13.206,0,0,0,0,0,0,0,0,0,4.2388,-0.24545,0.5917,6.5797,12.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,5.2801,0.38216,4.7867,8.6226,13.978,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,0.38216,4.7867,-7.1973,4.6643,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.76473,2.3673,4.8474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,1.8524,22.307,-0.69858,-4.8384,10.226,0,0,0,0,0,0,0,0,0,0,-0.074858,6.5955,1.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,2.0494,20.546,10.348,-0.025737,21.359,13.16,24.928,0,0,0,0,0,0,0,0,4.614,0.054705,0.64318,13.553,16.156,7.7635,9.915,0.67308,20.394,25.178,0,0,0,0,0,0,0,0,0,0.68788,6.0851,12.75,-11.053,1.8524,22.307,10.782,-0.72455,-2.5718,27.283,17.173,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,17.946,8.1465,-0.08836,17.306,21.359,26.231,17.115,0,0,0,0,0,0,0,0,2.4269,5.5839,8.1204,1.3643,2.2465,0.55592,13.116,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,6.1749,15.762,18.923,2.9892,-0.69858,18.183,10.226,22.204,0,0,0,0,0,0,0,0,0,3.3328,7.0268,0.8178,6.0291,8.6226,4.6679,15.416,0,0,0,0,0,0,0,0,0,0,0
1362,0,1.1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,-6.3867,1.3643,16.156,7.7635,0.52186,16.43,18.228,20.825,0,0,0,0,0,0,0,0,0,0.65873,4.4752,9.6635,12.503,3.9216,3.3313,21.492,24.366,16.312,27.489,32.184,0,0,0,0,0,0,0,0,0.65873,1.3726,5.4705,12.503,-8.7261,3.3313,4.6791,24.366,15.768,2.2114,5.9684,38.463,36.482,0,0,0,0,0,0,3.3328,7.0268,9.6635,1.3643,16.156,7.7635,9.915,0.67308,1.1624,25.178,31.05,22.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,0.24357,11.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,15.358,8.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5747,2.5897,5.3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1447,-0.54561,14.562,5.0812,3.4716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3328,8.3756,0.8178,2.5374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,-6.7459,3.4871,6.5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3328,7.0268,9.6635,1.3643,16.156,7.7635,9.915,12.538,1.1624,25.178,31.05,38.463,30.293,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,6.3187,0.037939,13.905,7.9071,18.996,21.515,0,0,0,0,0,0,0,0
1363,0,3.3328,7.0268,-6.3867,1.3643,5.9821,-5.2696,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3328,0.054705,10.958,4.4923,0.66638,4.6714,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,0.38216,0.44826,8.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,5.4705,0.14261,-8.7261,3.3313,4.6791,12.538,1.1624,26.34,31.05,29.222,0,0,0,0,0,0,0,4.2388,8.4696,11.206,3.7722,17.946,0.037939,-5.3989,17.306,10.192,21.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,6.1749,14.133,-10.491,20.546,-5.3989,7.9071,0,0,0,0,0,0,0,0,0,0,0,0.51786,0.49119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,17.946,0.037939,13.905,7.9295,0,0,0,0,0,0,0,0,0,0,0,-0.4198,2.1449,4.3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,14.133,-10.491,3.1603,23.212,-0.025737,-1.622,13.16,0,0,0,0,0,0,0,0,0,3.281,7.0268,0.64318,13.553,5.9821,10.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,17.946,8.1465,-0.08836,17.306,10.192,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,5.4705,6.356,7.1785,18.714,-10.231,6.3772,27.547,19.797,4.1547,38.463,30.293,0,0,0,0,0,0,0.65873,4.4752,9.6635,1.3643,2.2465,7.7635,0.52186,16.43,20.394,13.113,24.312,0,0,0,0,0,0,0,0,0.65873,1.3726,5.4705,12.503,3.9216,3.3313,21.492,24.366,1.1624,2.1463,-1.5984,22.488,36.482,0,0,0,0,0,0,0.64416,3.6702,8.1204,-7.6086,2.2465,3.3313,21.492,0.67308,1.1624,25.178,24.312,0,0,0,0,0,0,0
1364,0,5.8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,-6.3867,1.3643,16.156,0.55592,-4.2576,7.8848,18.228,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,9.6635,1.3643,2.0494,8.1465,-0.08836,17.306,10.192,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,-0.50817,12.503,-8.7261,3.3313,21.492,12.538,1.1624,26.34,31.05,22.488,0,0,0,0,0,0,0,3.3328,-0.98737,9.6635,1.3643,2.2465,18.785,9.915,0.67308,-0.67229,-3.1806,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,3.702,2.0494,20.546,-0.08836,17.306,10.192,21.515,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,2.0494,20.546,-0.69858,18.183,19.765,22.204,0,0,0,0,0,0,0,0,0,1.1908,2.9455,4.3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,2.0494,0.037939,13.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3828,-8.5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1447,-0.54561,3.7436,7.1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3022,0.054705,0.8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,-6.7459,0.5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.614,8.3756,3.2306,0.77359,-2.5908,4.6714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,19.736,-0.48004,14.694,7.9295,19.765,0,0,0,0,0,0,0,0,0
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,0.38216,4.7867,0.24357,4.6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,19.736,8.5294,14.694,7.9295,0,0,0,0,0,0,0,0,0,0,0,0.6733,1.4019,6.1749,14.133,-10.491,3.1603,23.212,13.025,16.312,27.489,32.184,22.557,0,0,0,0,0,0,0,3.3328,-5.1456,10.958,0.77359,0.66638,-5.2696,6.1003,0,0,0,0,0,0,0,0,0,0,0,0,4.0909,2.1449,3.4871,0.44826,8.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,-9.331,17.946,-6.5158,6.1099,0,0,0,0,0,0,0,0,0,0,0,0,0.54215,0.7529,1.2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,3.702,0.24357,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5747,2.5897,5.3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1447,-0.54561,14.562,5.0812,3.4716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,8.4696,3.3802,0.44826,9.2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1447,6.0851,0.12114,17.163,6.6553,-0.99802,15.483,19.06,10.261,0,0,0,0,0,0,0,0,0,0,4.2388,-6.7459,12.76,0.44826,0.24357,11.745,14.694,7.9295,10.226,22.204,0,0,0,0,0,0,0,0
1366,0,3.3328,7.0268,0.64318,13.553,0.66638,10.336,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3328,4.4752,0.64318,13.553,5.9821,10.336,6.1003,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,11.206,1.1375,6.3187,0.037939,6.1195,0,0,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,5.4705,0.14261,-8.7261,3.3313,21.492,12.538,1.1624,2.2114,31.05,29.222,0,0,0,0,0,0,0,4.2388,8.4696,-8.0537,15.358,6.3187,-6.5158,6.1099,17.038,0,0,0,0,0,0,0,0,0,0,0,4.0909,-5.3069,4.3642,6.0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,8.4696,11.206,1.1375,6.3187,-6.5158,6.1099,0,0,0,0,0,0,0,0,0,0,0,0,5.8289,2.1449,0.8178,0.77359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,8.4696,11.206,1.1375,-7.1973,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0909,0.87851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,17.946,20.546,-0.08836,-0.025737,21.359,13.16,0,0,0,0,0,0,0,0,0,0.87809,10.156,3.4871,0.44826,15.931,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68788,6.0851,12.75,-11.053,1.8524,8.5294,-0.69858,-4.8384,10.226,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,-0.50817,12.503,2.2465,18.785,21.492,0.67308,-0.67229,25.178,17.057,29.222,0,0,0,0,0,0,0,2.4269,5.5839,0.9042,11.749,0.66638,17.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65873,4.4752,5.4705,12.503,2.2465,3.3313,21.492,12.538,1.1624,25.178,17.057,22.488,36.482,0,0,0,0,0,0,3.3328,7.0268,9.6635,1.3643,2.2465,18.785,10.348,13.025,0.37945,1.2791,17.115,0,0,0,0,0,0,0
1367,0,0.54215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.947,-0.24545,3.4871,7.1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,-8.0537,15.358,0.24357,4.6679,6.1099,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,3.8415,19.736,-0.48004,14.694,17.89,0,0,0,0,0,0,0,0,0,0,0,5.947,-0.24545,0.5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,12.76,4.7867,3.4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,3.3802,15.358,0.24357,11.745,6.1195,0,0,0,0,0,0,0,0,0,0,0,0,3.3328,0.054705,3.2306,6.0291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2388,8.4696,0.38216,4.7867,8.6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.76473,2.3673,3.4871,0.44826,0.24357,0.037939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68788,-8.3461,0.12114,17.163,-0.17923,3.9573,6.1195,0,0,0,0,0,0,0,0,0,0,0,0,1.1908,2.9455,4.3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,1.1375,0.24357,-6.5158,6.1195,0,0,0,0,0,0,0,0,0,0,0,0,0.65873,1.3726,5.4705,6.356,15.524,3.3313,9.915,12.538,9.4169,25.178,24.312,0,0,0,0,0,0,0,0,0.6733,5.2801,11.206,14.133,2.0494,8.1465,13.905,17.306,10.192,21.515,24.928,0,0,0,0,0,0,0
