Attr_2,Attr_3,Attr_4,Attr_5,Attr_6,Attr_7,Attr_8,Attr_9,Attr_10,Attr_11,Attr_12,Attr_13,Attr_14,Attr_15,class
1.2885,6.899,10.161,4.4465,6.2422,8.4259,26.072,20.076,25.463,16.224,22.167,34.544,77.476,90.209,C
1.303,2.717,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,49.262,45.106,0,0,C
1.303,2.6877,7.5115,15.358,6.0452,8.2549,27.792,20.564,26.008,15.362,48.128,45.037,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,14.532,36.172,32.344,22.167,31.076,77.476,90.209,C
1.303,2.6877,11.705,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,66.98,0,C
1.2885,2.6584,4.1668,13.729,17.623,-2.9231,11.128,14.532,36.172,32.344,22.167,44.06,50.069,84.894,C
1.303,2.6877,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,C
1.3176,6.5952,13.248,-6.4756,5.8481,25.469,16.649,8.0003,8.6185,26.31,0,0,0,0,C
1.2885,2.6584,6.8071,13.729,17.623,-2.9231,11.128,14.532,36.172,32.344,22.167,44.06,50.069,84.894,C
1.303,6.5952,13.248,16.988,5.8481,8.0838,29.512,34.062,26.553,14.5,22.251,62.221,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,84.894,C
1.303,-5.4308,2.4232,18.213,10.117,-1.5922,0,0,0,0,0,0,0,0,C
1.303,2.717,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,0,0,0,C
1.303,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,34.193,0,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,84.894,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,60.712,0,C
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,C
1.2885,2.6584,6.8071,13.729,17.623,8.4259,11.128,30.721,36.172,32.344,41.333,31.076,77.476,84.894,C
1.303,2.6877,11.705,15.358,6.0452,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,C
1.303,6.5952,13.248,16.988,5.8481,8.0838,29.512,34.062,26.553,14.5,22.251,45.106,0,0,C
1.303,6.5952,13.248,3.9928,5.8481,25.469,16.649,21.051,10.62,39.381,42.006,0,0,0,C
1.303,2.717,14.791,-8.198,5.651,7.9128,31.232,21.539,9.837,40.433,34.251,0,0,0,C
1.303,2.6877,7.5115,15.358,-4.9274,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,C
1.2885,4.9853,10.161,-3.0309,8.4673,8.4259,11.128,30.721,25.463,32.344,22.167,57.248,77.476,90.209,C
1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,32.948,21.232,33.811,60.79,0,C
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,39.491,48.128,45.037,0,0,C
1.303,2.6877,7.5115,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,60.79,0,C
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,C
1.303,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,52.32,0,0,C
1.303,2.6877,11.705,15.358,7.7202,8.2549,10.979,32.392,26.008,32.948,21.232,33.811,60.79,0,C
1.3176,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,22.251,45.106,0,0,C
1.303,2.6877,11.705,-4.7533,6.0452,8.2549,10.979,32.392,26.008,15.362,21.232,33.811,60.79,0,C
1.303,2.6877,11.705,-4.7533,7.7202,8.2549,10.979,32.392,26.008,32.948,33.243,61.012,66.98,0,C
1.2885,6.899,10.161,4.4465,6.2422,21.948,15.782,20.076,12.186,38.342,46.993,51.221,0,0,C
1.303,5.7903,11.705,-4.7533,6.0452,23.709,27.792,20.564,11.403,38.329,34.135,0,0,0,C
1.303,2.717,13.248,-6.4756,5.8481,8.0838,29.512,21.051,26.553,14.5,48.475,62.221,0,0,C
1.303,2.6877,7.5115,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,47.396,33.811,60.79,0,C
1.2885,2.6584,4.1668,13.729,17.623,11.024,11.128,14.532,36.172,32.344,22.167,44.06,50.069,84.894,C
1.303,6.5952,13.248,-6.4756,5.8481,8.0838,10.831,34.062,26.553,14.5,48.475,62.221,0,0,C
1.303,2.717,13.248,16.988,8.8149,8.0838,10.831,34.062,26.553,14.5,49.262,45.106,0,0,C
1.303,5.7903,11.705,15.358,8.6411,8.2549,27.792,32.392,26.008,15.362,23.046,45.037,0,0,C
1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,C
1.303,6.5952,13.248,3.9928,5.8481,25.469,6.2119,4.2293,20.432,0,0,0,0,0,C
1.303,2.717,13.248,16.988,8.8149,8.0838,29.512,21.051,10.62,25.431,49.262,45.106,0,0,C
1.2885,2.6584,6.8071,13.729,17.623,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,C
1.303,8.3419,2.6842,4.2197,19.955,12.687,6.8221,15.911,0,0,0,0,0,0,C
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,51.771,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,25.463,16.224,22.167,59.802,60.712,0,C
1.303,2.6877,7.5115,15.358,-4.9274,8.2549,10.979,32.392,26.008,32.948,21.232,61.012,60.79,0,C
1.2885,2.6584,6.8071,13.729,6.2422,8.4259,26.072,20.076,12.186,16.164,46.993,51.221,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,14.532,36.172,32.344,41.333,31.076,50.069,84.894,C
1.3176,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,21.051,26.553,14.5,49.262,45.106,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,90.209,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,25.463,16.224,22.167,59.802,60.712,0,C
1.303,5.7903,11.705,-4.7533,8.6411,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,66.98,0,C
1.2885,2.6584,10.161,-3.0309,6.2422,21.948,15.782,20.076,12.186,37.277,34.077,0,0,0,C
1.3176,6.5952,13.248,3.9928,5.8481,25.469,16.649,8.0003,8.6185,26.31,0,0,0,0,C
1.303,9.7848,13.248,6.777,5.651,7.9128,31.232,21.539,9.837,13.563,42.622,0,0,0,C
1.303,5.7903,11.705,-4.7533,6.0452,8.0838,29.512,34.062,26.553,14.5,22.251,45.106,0,0,C
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,37.788,32.948,21.232,61.012,66.98,0,C
1.303,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,22.251,45.106,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,C
1.303,2.6877,11.705,-4.7533,7.7202,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,60.79,0,C
1.303,2.6877,11.705,15.358,6.0452,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,60.79,0,C
1.2885,6.899,10.161,-3.0309,6.2422,21.948,26.072,20.076,25.463,16.224,22.167,59.802,38.841,90.209,C
1.2885,2.6584,6.8071,13.729,-3.1628,9.2546,11.128,14.532,36.172,32.344,41.333,31.076,50.069,84.894,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,14.532,36.172,32.344,22.167,31.076,77.476,90.209,C
1.303,5.7903,11.705,6.478,6.0452,23.709,16.215,8.6991,33.482,38.329,0,0,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,11.024,11.128,14.532,36.172,32.344,41.333,31.076,50.069,103.56,C
1.2885,4.9853,10.161,4.4465,6.2422,21.948,15.782,27.41,20.363,0,0,0,0,0,C
1.2885,2.6584,4.1668,13.729,17.623,-2.9231,11.128,14.532,36.172,32.344,41.333,31.076,77.476,90.209,C
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,C
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,38.329,0,0,0,0,C
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.297,41.389,0,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,59.802,66.488,0,C
1.303,5.7903,11.705,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,45.037,0,0,C
1.303,2.6877,13.248,16.988,8.8149,8.0838,10.831,34.062,26.553,14.5,49.262,45.106,0,0,C
1.303,2.717,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,48.475,62.221,0,0,C
1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,15.362,33.243,33.811,60.79,0,C
1.2885,2.6584,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,84.894,C
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,51.771,0,0,C
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,0,0,C
1.2885,2.6584,6.8071,13.729,6.2422,8.4259,26.072,20.076,12.186,37.277,34.077,0,0,0,C
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,C
1.3176,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,49.262,45.106,0,0,C
1.303,5.7903,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,60.79,0,C
1.2885,2.6584,10.161,13.729,6.2422,8.4259,26.072,30.721,25.463,32.344,22.167,59.802,66.488,0,C
1.3176,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,40.64,49.262,0,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,25.463,16.224,22.167,59.802,0,0,C
3.0712,1.67,11.197,14.604,9.4442,14.555,19.836,23.359,0,0,0,0,0,0,C
1.2885,4.9853,10.161,-3.0309,7.678,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,C
1.2885,2.6584,6.8071,13.729,17.623,-2.9231,11.128,14.532,36.172,42.846,41.333,31.076,50.069,84.894,C
1.303,2.6877,11.705,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,C
1.303,2.6877,11.705,15.358,6.0452,8.2549,27.792,20.564,26.008,15.362,48.128,45.037,0,0,C
1.2885,2.6584,2.0242,-3.0309,6.2422,21.948,15.782,9.398,10.518,11.281,0,0,0,0,C
1.3176,6.5952,13.248,16.988,5.8481,8.0838,29.512,21.051,26.553,14.5,22.251,45.106,0,0,C
1.303,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,39.381,34.193,0,0,0,C
1.2885,2.6584,4.1668,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,C
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.297,34.135,0,0,0,C
1.2885,4.9853,6.8071,13.729,17.623,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,C
1.2885,4.9853,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,32.344,22.167,57.248,77.476,84.894,C
1.2885,6.899,10.161,-3.0309,6.2422,21.948,26.072,20.076,12.186,16.224,23.841,59.802,60.712,90.209,C
1.303,5.7903,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,32.948,21.232,61.012,66.98,0,C
1.303,2.717,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,40.64,49.262,52.32,0,0,C
1.3176,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,21.051,26.553,25.431,22.251,62.221,0,0,C
1.303,5.7903,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,39.381,34.193,0,0,0,C
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,11.403,38.329,34.135,0,0,0,C
1.303,9.7848,13.248,3.9928,5.8481,25.469,29.512,21.051,10.62,39.381,0,0,0,0,C
1.303,5.7903,11.705,15.358,6.0452,8.2549,27.792,20.564,11.403,15.297,48.128,51.771,0,0,C
1.3176,6.5952,13.248,-6.4756,5.8481,25.469,16.649,8.0003,8.6185,26.31,0,0,0,0,C
1.303,5.7903,11.705,4.2197,6.0452,23.709,6.8221,5.2709,20.397,0,0,0,0,0,C
1.303,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,22.251,45.106,0,0,C
1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,32.948,33.243,33.811,60.79,0,C
1.303,2.6877,7.5115,15.358,8.6411,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,66.98,0,C
1.2885,2.6584,6.8071,13.729,17.623,9.2546,11.128,30.721,25.463,16.224,46.318,59.802,60.712,0,C
1.303,6.5952,13.248,3.9928,5.8481,25.469,16.649,8.0003,8.6185,39.381,0,0,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,59.802,60.712,0,C
1.303,9.7848,13.248,6.6275,5.8481,7.9128,31.232,21.539,35.93,40.433,0,0,0,0,C
1.303,2.6877,11.705,15.358,6.0452,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,60.79,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,44.06,77.476,84.894,C
1.303,6.5952,13.248,6.6275,5.8481,25.469,16.649,30.015,31.6,34.665,0,0,0,0,C
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,25.463,16.224,46.993,44.968,0,0,C
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,66.98,0,C
1.2885,2.6584,2.0242,13.729,-3.1628,11.024,11.128,30.721,25.463,16.224,22.167,57.248,77.476,84.894,C
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,45.037,0,0,C
1.303,6.5952,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,13.563,50.397,0,0,0,C
1.303,5.7903,11.705,4.2197,19.955,12.687,2.0426,24.211,0,0,0,0,0,0,C
1.2885,4.9853,10.161,-3.0309,6.2422,12.304,7.4323,23.579,0,0,0,0,0,0,C
3.0712,6.899,2.9453,14.604,9.4442,9.5985,0,0,0,0,0,0,0,0,C
1.303,6.5952,13.248,3.9928,5.8481,13.07,6.2119,4.2293,29.237,0,0,0,0,0,C
3.9771,8.3419,2.6842,16.409,4.465,9.5949,0,0,0,0,0,0,0,0,C
1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,C
1.303,8.3419,-4.3456,4.2197,19.955,25.469,16.649,30.015,32.565,0,0,0,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,37.788,32.948,21.232,61.012,60.79,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,26.008,15.362,23.046,45.037,0,0,D
1.303,8.3419,2.6842,16.409,9.7808,-0.34606,19.416,0,0,0,0,0,0,0,D
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,D
1.303,2.6877,11.705,-4.7533,6.0452,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,D
1.2885,4.9853,10.161,4.4465,6.2422,8.4259,26.072,20.076,25.463,16.224,23.841,59.802,0,0,D
1.303,8.3419,5.1826,4.2197,19.955,12.687,24.754,24.456,0,0,0,0,0,0,D
1.2885,4.9853,10.161,4.4465,18.165,12.304,7.4323,23.579,0,0,0,0,0,0,D
1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,66.98,0,D
1.303,5.7903,11.705,-4.7533,7.7202,8.2549,10.979,32.392,11.403,25.452,23.046,45.037,0,0,D
1.303,8.3419,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,0,0,0,D
1.303,5.7903,11.705,6.478,6.0452,8.2549,27.792,20.564,11.403,25.452,48.128,45.037,66.98,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,D
1.303,2.6877,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,60.79,0,D
1.303,5.7903,2.6842,4.2197,19.955,12.687,6.8221,15.235,20.397,0,0,0,0,0,D
1.303,8.3419,13.248,6.5574,5.8481,25.469,16.649,15.19,31.6,0,0,0,0,0,D
1.303,2.6877,11.705,-8.198,5.651,7.9128,31.232,21.539,9.837,13.563,50.397,0,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,45.037,0,0,D
1.303,8.3419,11.705,-4.7533,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,52.32,0,0,D
1.303,8.3419,-4.3456,3.9928,5.8481,27.23,17.082,7.3015,7.6687,35.355,0,0,0,0,D
1.303,5.7903,11.705,15.358,6.0452,8.2549,10.979,32.392,26.008,32.948,21.232,61.012,60.79,0,D
1.303,2.6877,7.5115,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,33.811,60.79,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,45.037,0,0,D
1.303,8.3419,-4.3456,6.4179,6.0452,23.709,27.792,20.564,19.657,15.297,34.135,0,0,0,D
1.2885,4.9853,10.161,15.358,-4.9274,11.224,10.979,32.392,37.788,32.948,21.232,61.012,60.79,0,D
1.303,8.3419,2.4232,3.9928,21.745,4.9615,20.205,0,0,0,0,0,0,0,D
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,27.792,8.6991,9.5682,26.264,0,0,0,0,D
1.2885,4.9853,10.161,4.4465,6.2422,21.948,15.782,20.076,32.258,37.277,0,0,0,0,D
1.303,8.3419,2.6842,3.9928,21.745,13.07,0.90134,25.332,0,0,0,0,0,0,D
1.303,2.6877,11.705,15.358,-4.9274,9.2019,10.979,32.392,26.008,15.362,47.396,61.012,60.79,0,D
1.303,8.3419,-4.3456,4.2197,9.7808,5.4794,6.8221,24.456,0,0,0,0,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,45.037,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,60.79,0,D
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,47.396,61.012,66.98,0,D
1.303,5.7903,-4.3456,4.2197,6.0452,23.709,27.792,20.564,11.403,15.362,48.128,45.037,0,0,D
1.303,5.7903,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,22.251,62.221,0,0,D
1.303,8.3419,2.6842,4.2197,9.7808,5.4794,2.0426,15.911,0,0,0,0,0,0,D
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,5.2709,20.397,0,0,0,0,0,D
1.303,8.3419,11.705,6.6275,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,52.32,0,0,D
1.303,8.3419,2.6842,4.2197,19.955,12.687,6.8221,24.456,20.397,0,0,0,0,0,D
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,60.79,0,D
1.303,8.3419,2.6842,16.409,19.955,12.687,6.8221,24.456,0,0,0,0,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,33.243,61.012,60.79,0,D
3.9771,8.3419,2.6842,16.409,4.465,9.5949,0,0,0,0,0,0,0,0,D
1.303,2.6877,7.5115,15.358,8.6411,8.2549,27.792,32.392,11.403,15.362,23.046,61.012,66.98,0,D
1.303,2.6877,7.5115,15.358,-4.9274,8.2549,10.979,32.392,26.008,32.948,21.232,61.012,66.98,0,D
1.303,8.3419,2.6842,16.409,9.7808,5.4794,12.4,0,0,0,0,0,0,0,D
1.303,5.7903,11.705,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,D
1.303,5.7903,2.6842,16.409,9.7808,5.4794,12.4,0,0,0,0,0,0,0,D
1.303,8.3419,5.1826,4.2197,19.955,12.687,2.0426,0,0,0,0,0,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,23.046,61.012,66.98,0,D
1.303,5.7903,11.705,15.358,-4.9274,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,D
1.303,8.3419,11.705,6.478,6.0452,8.0838,29.512,21.051,10.62,14.43,49.262,0,0,0,D
1.2885,2.6584,10.161,-3.0309,6.2422,8.4259,26.072,20.076,25.463,16.224,46.993,0,0,0,D
1.303,8.3419,2.6842,4.2197,19.955,12.687,6.8221,15.911,0,0,0,0,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,66.98,0,D
1.303,5.7903,7.5115,15.358,6.0452,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,D
1.303,8.3419,-4.3456,4.2197,19.955,23.709,16.215,8.6991,20.397,0,0,0,0,0,D
1.303,5.7903,7.5115,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,48.128,51.771,0,0,D
1.303,8.3419,2.6842,18.213,10.117,4.9615,20.995,0,0,0,0,0,0,0,D
1.303,5.7903,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,60.79,0,D
1.303,8.3419,4.6254,4.2197,6.0452,23.709,16.215,28.712,30.634,0,0,0,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,33.811,78.752,0,D
1.303,2.6877,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,D
1.303,2.6877,11.705,-4.7533,8.6411,8.2549,10.979,32.392,26.008,15.362,47.396,33.811,60.79,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.297,48.128,51.771,0,0,D
1.303,8.3419,11.705,6.4179,6.0452,23.709,16.215,8.6991,19.657,38.329,34.135,0,0,0,D
1.303,8.3419,11.705,-4.7533,6.0452,23.709,27.792,20.564,11.403,15.297,34.135,0,0,0,D
1.303,5.7903,11.705,-4.7533,7.7202,8.2549,27.792,32.392,26.008,39.491,48.128,45.037,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,38.329,41.389,0,0,0,D
1.303,8.3419,-6.0126,3.9928,5.8481,25.469,16.649,30.015,31.6,34.665,0,0,0,0,D
1.303,5.7903,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,0,0,0,D
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,23.046,45.037,0,0,D
1.303,8.3419,-4.3456,4.2197,19.955,23.709,16.215,8.6991,30.634,0,0,0,0,0,D
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.297,48.128,0,0,0,D
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,D
3.9771,3.1038,2.4232,18.213,4.0422,9.5914,0,0,0,0,0,0,0,0,D
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,D
1.303,6.5952,13.248,16.988,5.8481,8.0838,29.512,21.051,10.62,14.43,34.193,0,0,0,D
1.303,8.3419,2.6842,4.2197,19.955,12.687,2.0426,15.911,0,0,0,0,0,0,D
1.303,8.3419,2.6842,16.409,19.955,5.4794,6.8221,15.911,0,0,0,0,0,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,32.948,21.232,61.012,66.98,0,D
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,21.232,33.811,60.79,0,D
1.303,8.3419,11.705,6.6275,5.8481,8.0838,29.512,21.051,26.553,25.431,22.251,45.106,0,0,D
1.303,5.7903,11.705,15.358,6.0452,8.2549,10.979,32.392,26.008,32.948,21.232,61.012,60.79,0,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,48.128,45.037,0,0,D
1.2885,6.899,-2.6786,6.3285,6.2422,8.4259,26.072,20.076,25.463,16.224,46.318,59.802,77.476,90.209,D
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,60.79,0,D
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,20.564,26.008,15.362,23.046,61.012,60.79,0,D
1.303,8.3419,2.4232,3.9928,21.745,13.07,6.2119,25.332,0,0,0,0,0,0,D
1.303,8.3419,-4.3456,4.2197,19.955,23.709,16.649,7.3015,32.565,0,0,0,0,0,D
1.303,5.7903,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,60.79,0,D
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,21.232,33.811,60.79,0,D
1.303,2.6877,11.705,16.988,-6.692,8.0838,29.512,21.051,10.62,14.43,49.262,0,0,0,D
1.303,8.3419,-4.3456,4.2197,19.955,23.709,16.215,5.2709,30.634,0,0,0,0,0,D
1.303,8.3419,11.705,-4.7533,6.0452,25.469,29.512,21.051,10.62,14.43,49.262,0,0,0,D
3.0712,6.899,-2.6786,4.4465,6.2422,21.948,15.782,9.398,10.518,37.277,0,0,0,0,D
1.303,5.7903,11.705,-4.7533,8.6411,8.2549,10.979,32.392,26.008,15.362,21.232,33.811,78.752,0,D
1.303,5.7903,11.705,6.478,6.0452,8.2549,27.792,20.564,26.008,15.362,23.046,61.012,0,0,D
1.303,8.3419,-4.3456,3.9928,21.745,13.07,6.2119,25.332,0,0,0,0,0,0,D
1.303,2.6877,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,22.251,45.106,0,0,D
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,D
1.2885,4.9853,10.161,-3.0309,8.4673,9.2546,11.128,30.721,25.463,32.344,22.167,57.248,77.476,90.209,D
1.303,5.7903,11.705,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,45.106,0,0,D
1.303,5.7903,11.705,4.2197,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,45.037,0,0,D
1.303,5.7903,11.705,-4.7533,-4.9274,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,D
1.303,8.3419,-4.3456,4.2197,19.955,12.687,6.8221,5.2709,30.634,0,0,0,0,0,D
