rank,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,class
340,28.611,30.556,32.778,36.667,41.111,50.556,91.111,93.611,93.333,32.222,33.889,37.222,41.111,46.667,63.611,91.667,92.778,91.944,35.278,36.111,40.278,44.444,50,64.444,91.111,91.667,90.556,36.667,39.722,43.889,48.056,53.889,66.111,91.111,91.389,91.111,37.778,43.056,46.944,51.389,57.5,62.222,86.944,90,91.111,39.444,46.111,50.556,55.278,60.278,63.889,85.278,91.111,87.5,42.5,48.889,54.167,58.889,62.778,66.944,75,85.278,80.556,48.611,55.278,59.722,64.444,68.889,71.389,91.667,84.167,40.278,56.667,63.333,79.444,94.722,95.556,92.5,57.222,37.778,33.056,D
341,73.611,88.611,81.944,78.611,65.833,60,66.667,79.167,87.778,87.778,72.778,73.333,72.778,68.889,69.167,72.778,76.389,62.5,55.556,64.444,71.667,73.889,75.278,76.111,77.778,81.667,60.278,53.611,61.389,72.5,77.5,79.167,87.778,83.889,73.056,63.889,53.056,74.722,93.889,96.667,96.944,96.944,96.667,94.444,72.5,56.111,60.278,72.222,79.722,81.667,84.167,86.389,88.056,88.889,56.944,60.556,68.056,75,78.056,80,82.5,83.056,83.333,59.167,63.333,68.611,75,78.056,79.167,80.833,82.222,82.5,63.889,67.778,71.944,76.111,78.333,80.278,81.389,82.778,82.222,E
342,90.556,90.833,87.5,66.667,55.556,50.278,49.444,48.889,53.611,84.722,83.611,74.722,68.333,62.778,58.889,57.222,60.278,59.167,81.944,79.722,74.444,70.833,66.944,65.278,64.167,65,69.167,82.222,80.278,78.056,74.444,72.222,69.444,67.222,77.778,56.667,49.722,88.056,92.5,79.722,76.944,74.444,78.333,63.611,55.833,44.444,51.667,58.889,65.556,72.5,90.556,79.167,64.444,54.167,38.889,44.722,52.5,58.333,68.056,88.056,91.944,82.5,53.611,34.722,40.278,45.833,55,67.222,90.556,91.667,88.889,59.444,30.278,35.556,40.556,49.167,77.5,92.222,92.5,89.167,60.278,F
343,35,38.333,42.778,46.111,48.333,53.611,75.278,91.944,92.778,42.5,46.944,50.556,52.5,55.833,60.556,70.556,90.556,92.222,60,55.278,56.667,58.056,61.667,65,71.944,90,91.944,71.667,90.556,95.556,67.222,83.056,73.056,75.278,84.444,83.611,64.722,78.056,92.778,95.833,75.278,95.556,92.5,72.5,59.722,63.611,67.778,67.778,66.667,68.056,79.167,70,62.5,53.889,85,65.833,62.5,62.5,62.778,64.722,81.111,60.556,52.778,63.056,57.5,55,55,56.111,59.444,61.944,59.444,50.556,50.833,48.056,48.611,49.167,51.667,52.5,57.222,74.167,49.167,G
344,50.556,81.111,82.5,78.889,76.389,78.611,40.833,34.722,30.833,80.833,84.722,81.944,75.556,69.722,58.611,47.222,38.611,34.167,83.333,84.167,81.111,74.722,65,57.222,50,43.889,37.5,85.278,85.278,83.611,79.167,71.944,58.889,51.944,47.222,41.389,87.222,95,96.667,96.111,94.444,80.556,55.833,50.278,45,85.833,87.778,85.833,82.778,78.056,65.833,55.833,50.833,44.722,85,84.167,80.833,78.889,73.056,64.167,58.333,53.333,46.944,82.5,81.667,78.889,77.5,72.5,66.389,60.556,56.667,50.556,83.611,82.222,79.444,77.5,73.611,68.889,65.556,62.222,56.667,H
345,40.833,88.889,94.722,93.611,94.444,93.333,91.389,88.611,38.611,85,93.056,95.278,92.222,91.111,90.556,90,87.222,46.667,73.611,93.056,94.167,90.556,89.167,88.889,88.333,64.722,50,59.444,89.167,85.833,85.278,86.389,88.333,71.944,63.611,52.778,55.556,68.611,77.5,83.889,83.056,76.111,71.944,64.167,56.389,56.944,67.5,78.889,81.667,78.889,76.111,72.778,68.611,61.944,61.111,87.222,83.056,80.556,78.333,76.389,74.444,71.389,68.056,87.5,83.333,82.778,79.722,77.778,76.944,76.944,76.944,78.611,86.944,84.444,83.611,79.444,77.778,79.444,81.944,82.222,86.111,I
346,87.778,84.444,77.222,56.389,51.111,49.722,46.667,44.722,40.278,83.611,78.889,72.222,64.444,58.056,54.722,53.611,52.5,50.556,83.611,81.111,77.222,76.389,78.056,94.722,95.833,96.111,95,82.5,81.111,77.5,79.444,81.667,91.667,72.222,68.333,62.222,82.5,82.222,79.444,81.389,82.5,86.111,70.556,62.5,54.167,83.889,84.444,81.111,84.167,84.444,87.222,77.5,57.222,48.056,85,85.556,85.833,87.5,88.056,87.5,87.222,51.389,43.333,83.611,87.222,86.389,88.333,87.5,88.889,78.611,44.722,38.611,85.556,88.056,89.444,89.444,90.278,92.222,49.444,39.444,34.167,J
347,33.333,40.833,57.5,92.778,90.556,94.722,96.111,95.556,94.444,43.889,75.278,92.222,91.944,90.833,91.667,95,94.722,94.444,87.778,92.778,93.056,92.778,91.111,91.667,93.333,92.5,92.778,92.5,92.778,91.944,92.5,90.556,92.222,92.222,92.5,90.556,93.333,91.667,91.667,92.778,91.944,91.111,92.778,93.056,91.944,93.056,91.389,90.278,92.778,92.778,91.111,92.222,93.333,92.222,89.444,92.5,93.056,92.778,91.389,91.944,91.667,91.944,87.5,90,92.222,92.5,92.778,91.944,92.5,92.778,91.944,55,88.056,94.444,95,93.611,93.611,94.167,91.667,55.833,36.111,B
348,86.111,80,77.222,73.611,71.667,70.556,68.056,66.389,63.333,83.889,81.944,76.111,71.111,68.333,65,61.667,58.611,52.778,86.667,84.722,79.167,69.167,65.556,61.667,57.778,54.167,47.5,88.611,89.444,87.778,67.778,63.333,58.889,54.444,50,43.333,92.222,94.167,90.833,66.944,62.222,57.778,53.056,47.5,41.944,65.833,78.611,70,63.611,58.889,53.056,47.5,43.333,38.333,60,74.167,70.278,63.056,55.833,50.278,43.056,37.5,33.611,80.278,80.556,75.278,65.278,51.111,43.333,38.056,35,30.278,81.667,80.278,79.722,81.389,49.444,39.444,34.444,32.222,29.444,A
349,33.056,47.778,89.722,95.278,96.111,95.278,96.667,96.667,94.167,44.444,88.611,91.944,93.056,92.222,91.667,93.056,91.944,93.056,66.111,91.389,92.222,93.056,92.778,91.389,90.556,90,89.722,87.778,92.5,92.5,92.222,90.833,91.667,91.389,91.111,90.556,92.222,91.389,93.056,91.944,90.833,92.778,92.778,92.778,92.778,90.556,90.278,93.889,92.5,93.333,94.444,94.444,95,93.056,91.111,93.333,95.278,94.722,95.278,95.833,94.167,94.444,89.722,90.278,95,95,94.722,94.444,95.556,94.167,92.778,55.278,90.556,95.278,95.556,94.722,94.444,95.833,92.778,60.833,37.222,B
350,34.444,48.056,89.722,92.778,93.056,93.333,93.056,93.889,63.333,42.5,87.778,92.222,92.222,91.944,91.667,92.778,91.667,90.556,74.444,90.278,92.222,90.278,91.111,90.556,90.556,91.389,89.444,91.111,90.556,90.833,89.722,88.333,88.611,90.278,91.111,90.556,95,91.944,89.167,88.611,85.556,84.444,86.389,87.5,88.333,95,91.944,88.889,87.222,83.333,81.667,83.333,86.389,87.222,95,92.5,89.444,87.222,80.278,80.278,85,89.167,87.778,95,92.5,91.667,93.333,75.556,78.889,91.667,91.389,92.5,92.778,94.722,95.556,76.111,69.167,83.889,95.278,96.389,95,C
351,28.889,31.389,34.167,37.778,45.833,88.889,95,95.556,93.611,31.944,34.722,38.056,44.722,65.556,93.611,95.556,94.444,93.889,35.833,38.056,42.778,50,87.222,94.167,95,93.333,93.333,38.333,41.944,46.944,53.056,67.778,93.333,94.722,94.722,94.722,41.111,44.167,49.167,55.278,63.333,79.444,84.722,86.667,87.5,43.611,46.389,51.389,57.778,64.167,71.944,79.167,82.778,85,45.556,50,55.833,61.111,66.667,71.667,77.778,81.389,83.056,48.889,55.556,60.556,64.722,69.444,73.056,77.5,80.556,81.667,56.667,63.333,66.111,69.722,73.056,75.556,78.333,80.278,89.444,D
352,43.611,90.833,94.722,95.833,96.667,95.833,96.667,94.722,91.944,64.444,93.056,95,95.278,96.389,94.444,92.5,91.667,90.556,55.833,76.667,81.667,94.444,87.778,87.5,89.722,91.111,90.833,54.167,67.5,76.111,82.222,85.833,90,92.222,92.5,89.444,56.389,65.833,76.111,82.222,91.944,95.556,96.111,95.556,91.389,60.833,71.944,78.056,82.222,89.167,91.389,93.889,95,93.889,90.278,93.611,87.778,85.556,85.833,86.389,88.056,89.167,88.611,95,93.611,91.111,90.278,88.056,85.556,86.389,88.056,87.222,94.444,94.444,93.611,92.222,91.111,91.111,91.389,91.944,90,E
353,75.278,93.611,95,95.556,95.833,73.333,72.5,85,91.944,94.722,94.444,92.778,92.5,86.667,79.444,78.889,82.222,86.389,94.444,92.778,90.278,90,87.778,84.167,83.056,86.389,86.667,93.056,94.167,93.333,92.778,90.278,88.333,95.278,94.722,86.944,89.722,95.833,96.944,97.222,96.389,95.833,90,78.333,64.444,53.889,66.111,83.889,93.611,95.833,96.111,95.278,91.111,63.889,46.667,61.111,90.278,94.444,95,95,94.167,93.889,78.889,41.389,63.889,91.944,94.167,93.333,95.833,94.444,92.778,78.333,36.111,48.056,91.667,94.167,95,95,94.722,91.667,47.5,F
354,92.778,90,96.389,76.111,85.556,95,94.444,80.278,41.111,83.333,77.222,80,95,92.222,94.444,93.611,79.722,46.944,67.222,72.5,75.278,90,94.722,94.722,93.056,72.222,49.167,59.167,67.222,72.778,82.222,94.444,95.556,94.444,85,50.833,55.833,63.611,70.278,92.5,95,80,81.111,93.056,52.222,53.611,61.111,66.667,93.333,76.389,75.278,77.222,85.278,54.167,51.667,61.111,70.278,76.389,71.667,70,72.778,82.778,56.389,51.944,63.333,85,73.333,66.389,64.722,66.944,81.111,61.389,53.333,71.389,91.111,62.5,57.222,57.778,59.444,64.722,90.833,G
355,51.667,88.333,84.167,80,56.389,43.056,37.5,33.333,30.278,83.333,83.333,79.722,70.833,57.5,49.444,42.222,37.222,33.333,83.889,82.5,79.444,72.5,62.5,52.222,46.111,40.833,36.111,73.611,81.389,80.278,77.222,75,64.722,50.278,45,40.556,62.778,87.778,95,95.833,94.722,85,53.889,48.889,43.889,73.333,89.444,88.333,86.111,80.556,71.111,58.611,51.389,45.833,86.111,86.667,85,81.389,76.667,70.556,61.111,54.444,48.333,85.278,85.278,82.5,80.833,76.389,70.556,65.278,60,53.056,85.556,85,82.778,80.833,77.5,73.889,69.722,66.389,62.5,H
356,93.056,95.278,95.833,95.833,96.944,96.667,95.278,94.722,92.5,93.889,94.722,95.833,96.667,96.944,94.167,93.889,94.722,93.056,93.611,95.278,96.389,96.944,93.889,93.889,95.556,96.111,95,72.5,94.167,88.889,90.278,94.444,96.111,96.667,94.167,76.944,60.833,73.333,86.667,90.556,90.833,89.167,85.556,78.889,71.111,58.611,86.111,92.778,91.667,90.278,88.333,86.667,83.611,73.611,70.556,91.667,92.222,92.222,91.944,93.889,97.5,95.833,94.167,87.778,91.111,93.333,93.889,95,95,96.667,95.833,94.444,75.278,91.944,94.722,95.833,96.389,96.389,96.667,96.111,94.444,I
357,46.944,67.5,55.278,53.056,61.111,86.389,60.833,82.222,93.056,64.167,73.056,68.611,67.778,71.389,94.722,94.167,86.667,58.611,89.444,77.222,75.556,74.167,74.722,79.167,63.056,57.222,50.278,84.722,78.889,77.222,77.778,78.056,81.667,57.778,52.778,46.111,83.056,80.278,78.889,80.278,81.111,83.611,54.444,49.167,43.333,83.611,82.222,81.111,82.222,83.333,85.278,52.222,46.389,40.833,83.611,84.722,84.722,85.833,84.167,87.778,51.111,44.722,38.889,84.722,86.667,87.5,86.389,85,78.889,47.778,41.111,36.389,88.889,88.333,88.611,86.389,91.667,80,42.778,37.222,32.778,J
358,30.833,33.889,38.333,45.833,88.333,95,96.389,96.389,95,34.444,39.444,53.056,93.056,95.556,95.556,96.111,91.111,91.667,39.167,49.167,92.222,87.222,93.889,87.778,89.444,90.833,90.556,46.667,86.944,83.889,85.833,87.778,87.5,90.278,91.667,90.556,85.556,82.5,83.889,83.889,86.111,87.5,89.722,90,90.833,89.722,81.389,82.5,81.944,84.444,86.389,88.889,89.722,89.722,76.667,77.5,77.778,79.722,82.778,86.667,89.167,92.5,89.444,76.667,72.778,71.111,76.389,82.5,90,91.667,92.778,77.778,73.056,67.5,64.444,70,90,94.167,93.333,84.722,42.778,C
359,90.833,86.944,83.333,80.556,75.278,70.556,66.667,64.722,61.111,86.944,86.667,83.889,80.556,73.611,65.278,61.389,58.889,53.056,88.611,88.333,86.111,83.889,74.722,61.944,57.5,53.889,47.222,87.778,90.833,91.389,92.222,85.556,59.444,54.722,50.556,44.722,86.667,95,96.111,95,90,57.222,52.5,48.056,43.056,83.611,83.333,75.833,68.611,57.778,53.333,48.333,43.889,38.611,87.5,86.944,78.611,62.222,55.278,48.611,44.167,40,35.833,89.722,92.5,87.222,62.222,53.056,46.389,40.833,37.5,33.611,91.389,93.611,85.556,69.167,49.167,42.222,37.222,34.167,30.833,A
360,37.222,77.222,94.444,95.833,96.389,96.667,95.833,92.5,55.278,57.778,92.222,95.278,96.389,95.556,96.111,96.944,95,90.833,86.389,93.889,96.111,95.278,95.833,95.833,96.111,95.556,93.611,94.722,94.722,95,95.278,96.111,94.722,95.556,95,93.611,95,94.444,93.889,95.278,94.722,93.611,94.167,94.444,93.056,95,94.167,93.611,95,94.167,92.778,93.889,94.444,92.778,93.611,94.722,94.722,95,95.278,95,95.278,95,93.333,90.556,94.444,96.111,95,94.722,95.833,95.833,94.722,93.056,74.167,94.167,95.833,96.111,95.278,96.389,96.111,94.167,84.444,B
361,34.722,45,89.722,90.556,91.667,96.389,95.278,91.667,44.167,39.722,88.333,89.722,90.833,90.278,90.833,90.833,91.944,83.333,58.611,86.111,88.333,88.056,88.611,88.333,89.444,89.444,89.444,90,87.778,87.778,87.222,86.667,86.389,88.056,88.889,88.611,88.889,87.5,86.111,86.111,85,84.722,85.556,86.944,85.833,90,86.111,82.778,83.333,81.667,81.944,83.333,85.278,85.278,90.278,85.278,79.167,78.611,77.222,78.333,81.667,85.556,86.944,88.056,83.333,77.5,76.389,75.278,76.944,82.778,87.778,90,91.389,88.889,77.778,69.167,68.611,73.333,88.611,93.056,91.667,C
362,28.056,31.389,33.333,36.944,42.5,74.444,94.167,95.278,92.778,31.944,33.889,37.778,42.778,51.389,90.278,93.611,95,91.389,34.722,34.444,40.556,46.944,63.889,89.722,91.944,86.389,84.444,38.056,37.5,41.389,47.5,56.111,70.833,76.667,79.444,80.833,40.278,39.722,44.167,50.833,56.389,64.722,71.111,75.833,78.056,41.389,41.111,47.5,53.889,58.056,65.278,70.833,75.278,77.5,42.5,44.167,51.667,56.389,61.111,66.667,71.944,76.111,79.444,45.278,49.722,57.778,61.667,66.944,70.556,74.444,76.667,78.333,51.111,58.889,65,67.778,71.389,74.444,76.944,78.889,76.667,D
363,76.389,94.722,96.111,96.667,88.889,90.278,95,81.667,36.389,93.333,85,82.5,83.333,87.5,88.611,88.333,83.056,44.444,73.611,76.944,79.444,84.444,88.889,90,90.278,83.056,49.722,64.167,71.944,82.222,90.556,91.944,91.667,88.611,76.389,55,60.556,68.611,89.722,95.556,96.667,96.944,95.556,92.778,64.167,58.611,66.944,72.778,80.556,84.722,87.5,88.889,88.889,87.778,60.833,67.222,73.333,76.667,81.944,83.333,86.111,87.778,88.333,66.111,71.389,75.556,79.444,81.111,82.5,85.278,84.722,87.778,73.611,76.389,78.056,80.833,83.333,83.889,85,84.722,87.222,E
364,90.833,81.111,65,58.056,55.556,52.5,55.278,58.056,62.778,93.333,78.611,71.389,65.833,62.778,61.111,61.944,64.167,70.278,55.833,88.889,73.611,71.111,69.167,66.944,68.611,70.556,75,50,56.667,66.944,90.278,78.333,73.056,74.444,75.556,76.944,46.111,53.611,60.556,68.056,78.333,92.778,93.333,69.722,60.833,42.778,50.278,57.5,66.667,83.611,91.111,80.833,60.556,52.222,39.167,46.111,54.167,76.944,93.333,93.889,88.333,56.111,47.222,35.833,40.833,49.722,86.389,91.667,92.222,87.5,50.556,40.833,32.5,36.667,43.611,89.444,93.333,93.056,87.222,43.056,36.667,F
365,78.889,87.222,57.5,55,54.444,55.278,82.222,96.389,94.722,63.333,75,89.722,64.444,63.611,65.833,94.722,94.722,94.444,59.167,64.722,74.444,75.556,71.944,85.556,95,96.111,94.444,56.667,62.778,68.611,89.167,77.222,95.278,95.556,94.722,92.778,56.111,63.056,68.889,82.222,94.167,94.722,93.611,78.333,66.944,56.389,63.056,73.056,88.056,91.667,82.5,78.056,71.667,64.444,57.5,70,92.778,95,92.222,81.389,78.056,72.778,65,61.389,92.222,95,94.444,89.167,86.389,80.833,76.111,69.444,88.889,95.833,96.111,67.5,60.833,85.556,96.389,96.111,93.611,G
366,72.778,83.333,83.611,83.333,90.556,53.889,39.167,33.889,30,85,83.889,79.167,75.833,67.778,54.722,44.722,38.333,33.611,84.722,83.056,78.333,72.5,64.444,56.111,48.333,43.056,37.222,88.611,85,82.778,78.611,69.444,58.611,52.222,46.389,40.278,66.111,89.167,94.722,95,91.389,60.556,55.833,50.278,45,63.889,79.444,91.667,91.111,79.722,62.778,58.333,53.333,47.778,72.5,86.667,84.722,79.722,73.056,64.167,60.278,55,48.889,83.889,83.611,80.833,77.778,72.222,65.833,63.056,58.889,52.778,83.056,82.778,80.556,77.778,73.889,69.167,66.667,64.444,60,H
367,74.444,93.889,94.444,93.056,91.944,90.556,89.444,84.167,35.833,87.778,94.167,90.556,88.889,87.222,89.444,89.167,88.333,78.889,92.222,90.278,84.722,85.278,86.111,88.611,88.889,88.333,83.889,74.722,78.889,81.667,85,86.667,88.889,89.722,88.889,69.722,65.556,75.278,81.667,86.389,90,91.389,89.444,76.389,62.778,64.444,75.556,84.167,90.556,90.833,86.111,80.833,74.444,66.111,72.5,91.389,90,89.167,87.222,84.167,81.389,77.5,72.5,90.833,88.333,88.333,87.222,84.722,82.778,81.389,81.111,80.833,87.778,89.167,88.611,88.056,86.667,86.667,85.278,86.389,92.5,I
368,32.5,39.167,42.778,45.833,48.056,50.278,76.667,90,61.667,40,46.389,49.444,53.056,87.778,70.556,63.611,59.167,53.056,66.944,53.611,56.111,62.5,71.389,67.5,58.889,52.778,47.5,72.5,65.556,65.278,67.778,74.167,75,54.444,47.778,42.222,76.667,70.833,68.889,71.111,73.889,60,50.278,45.278,40,77.222,72.778,71.389,73.889,73.611,54.444,46.944,43.611,38.611,77.222,74.722,75,77.5,76.944,52.5,44.167,40.833,36.111,79.722,79.722,78.333,80.278,77.778,46.111,41.111,37.778,33.056,83.611,85.278,83.056,82.222,76.667,43.611,37.778,33.333,29.444,J
369,28.611,30.833,32.5,36.667,41.111,50.833,90.833,94.444,93.611,32.5,33.889,36.389,41.667,47.222,55,89.167,93.889,93.611,35.278,36.944,39.444,45.556,50.278,56.389,86.944,91.111,91.111,37.222,40,43.056,49.167,53.333,56.667,86.389,89.167,88.611,39.444,42.778,46.667,52.778,56.667,58.889,88.056,90.556,92.222,40.833,46.389,50.556,55.556,60,62.222,87.5,92.5,91.667,42.5,49.444,54.444,58.611,61.944,65.278,85,92.5,88.889,47.5,53.889,58.611,63.056,64.444,68.056,79.444,89.722,76.667,56.111,61.111,64.444,66.667,68.889,70.556,76.944,82.778,43.056,D
370,89.444,82.778,83.056,80.556,77.5,76.389,79.167,95.278,94.167,84.444,80.556,77.778,76.667,74.444,70.833,67.778,65.278,60,83.333,80.833,76.389,76.667,73.333,68.611,63.889,58.611,52.222,88.056,86.944,83.611,75.833,72.5,66.944,60.556,54.722,47.5,92.5,95,93.333,89.444,76.389,70.278,60,52.222,44.167,80.278,94.167,94.722,91.111,80.278,73.611,59.167,50,43.333,88.333,94.722,94.167,91.111,83.333,81.111,55.278,45.278,39.444,90,91.667,89.444,90.278,93.056,90.278,47.778,40.556,35.278,91.111,90.556,90.556,93.889,93.611,83.333,40.278,35.278,31.389,A
371,41.667,87.222,95,96.667,96.111,94.444,84.444,43.889,35.833,86.389,94.444,96.389,96.667,96.389,96.389,95.278,89.722,42.778,93.056,95.278,95.556,96.111,95.556,96.667,95.833,94.167,83.889,92.222,95,95.556,95.556,95.556,96.111,95.556,95,90.833,93.611,95,95.278,95.556,96.111,95.556,95.556,95.556,93.056,94.722,94.444,95,95.833,96.667,95.556,95.556,96.111,93.611,93.889,94.444,94.722,95,94.722,94.444,94.444,94.722,93.333,87.778,93.611,94.444,94.444,93.333,93.611,93.611,93.333,93.333,43.889,90.278,93.889,94.722,94.722,93.889,95,95.278,94.167,B
372,32.778,39.722,75.278,94.722,89.722,90.278,90.278,95.556,90.556,38.611,74.167,93.056,88.333,89.167,88.611,90.278,89.722,91.944,71.389,89.167,85.278,85.556,84.722,85,87.222,87.5,87.5,86.944,82.222,83.611,82.778,80.833,81.944,82.5,83.056,84.722,85.556,82.222,80.833,81.667,78.889,78.611,79.167,81.667,80.833,87.5,83.056,79.722,80,76.944,75.278,76.389,79.722,80.556,88.056,81.389,78.333,77.5,74.444,74.167,75.833,80,80.556,88.611,80.278,77.222,74.444,70.833,70.556,75,80.556,85,91.944,86.111,76.667,68.889,65.278,67.222,74.167,86.111,93.611,C
373,28.889,31.667,34.444,38.056,43.056,89.167,94.444,94.167,85,31.667,34.722,38.056,42.778,70,93.056,95.278,93.056,90.278,35,38.056,41.944,47.222,86.111,92.5,91.667,89.444,88.611,38.333,40.556,45.833,64.722,89.722,83.611,83.889,84.167,85.278,40.833,42.5,47.222,59.722,70.833,77.778,81.389,83.333,84.167,43.056,46.389,51.389,60.556,67.222,73.889,79.167,82.222,84.167,45.556,49.167,56.111,63.333,69.167,74.167,78.611,81.667,83.611,49.444,55.556,61.944,66.667,73.056,75.556,79.722,81.111,82.778,59.167,64.444,68.056,70.833,75,77.5,79.444,81.667,79.167,D
374,92.222,92.778,82.5,83.056,83.611,85.833,85.278,87.222,50.556,66.389,74.167,78.333,80.556,82.778,84.722,85.556,87.222,83.889,59.722,68.611,74.444,78.889,81.944,84.444,87.222,89.167,86.944,59.722,67.778,73.889,77.778,83.333,87.5,88.889,86.111,70.278,60.278,68.611,74.444,87.222,95,96.667,96.667,95,90.556,63.611,69.722,74.444,86.111,91.389,91.389,93.056,93.611,92.778,72.5,74.722,77.222,80.278,83.056,86.667,89.167,90,90,95,81.389,78.889,80.833,81.111,83.056,86.111,88.056,88.611,90.556,88.611,86.667,85.556,84.722,84.444,87.222,88.889,88.056,E
375,87.5,65,56.111,54.167,53.056,52.222,53.333,56.667,65.833,91.944,69.722,63.889,60.556,58.333,59.444,60.833,64.444,70.278,56.944,91.389,69.167,67.222,66.111,66.111,68.056,70.556,74.167,50.833,58.889,92.222,72.222,72.5,72.222,73.611,75,93.611,48.889,56.111,63.056,90.556,80.278,75.278,95.278,91.667,56.667,46.667,53.333,61.389,70.556,85,89.167,67.778,58.056,49.167,44.722,50.833,61.389,88.611,93.611,90.556,66.111,53.333,45.278,40,48.611,68.333,93.056,92.778,91.389,77.778,48.611,40,35.833,45,85.278,94.167,93.611,91.944,78.056,40.833,35.833,F
376,64.722,91.389,60.833,57.222,56.944,58.611,92.778,95,91.111,56.389,63.611,76.667,73.056,65.556,82.5,93.611,94.444,92.778,53.611,59.444,64.444,85.278,74.444,93.889,93.056,92.778,90,51.667,57.778,63.611,69.444,86.111,95,94.722,93.611,69.722,50,55.833,62.5,68.611,85.278,90.833,82.5,71.667,59.722,48.056,54.444,62.222,71.944,91.389,88.611,75,68.611,61.111,46.389,54.444,65,91.389,94.167,81.111,75.556,70,63.333,44.444,53.889,88.611,93.611,93.333,71.389,85.556,74.444,69.444,42.778,53.889,91.944,93.889,88.056,60.833,61.111,95.556,94.167,G
377,88.056,91.111,95.278,93.333,78.333,45.833,38.056,33.333,30.278,87.5,87.5,84.444,79.444,62.222,50.278,42.778,37.778,33.333,86.111,85.278,80.556,73.611,60.556,52.5,46.389,41.389,35.833,85.278,84.722,81.389,76.944,70.278,55.556,50.556,45.278,39.722,75.278,94.444,95.833,95.278,91.389,59.167,54.167,49.167,44.167,60.833,74.167,88.333,91.944,84.444,61.667,56.389,52.222,46.111,62.222,85.556,84.722,81.667,73.889,64.167,59.444,54.444,47.778,82.5,84.722,83.333,78.611,72.778,66.944,62.5,58.056,52.5,84.167,83.611,82.5,79.167,75,70.278,67.222,64.444,60.556,H
378,73.611,93.611,96.111,95.833,96.944,96.389,93.889,84.444,39.444,91.667,93.889,93.611,95,93.611,95.556,94.444,93.056,79.444,91.944,93.333,93.056,94.167,94.167,94.722,93.889,93.889,88.333,88.611,94.167,94.722,95,96.111,95.556,94.167,93.611,90,67.5,78.889,85,89.722,91.667,93.056,93.333,92.778,88.611,71.667,79.722,85.556,88.889,91.389,92.222,92.222,88.889,68.333,93.333,95.278,94.722,94.722,93.889,91.667,85.278,77.778,68.889,91.944,90.833,88.611,89.444,88.056,85,81.667,79.167,73.889,91.111,90,88.333,88.889,88.333,85.556,84.444,85,87.5,I
379,31.667,40.556,46.944,52.5,61.389,90.833,90.833,68.889,65.556,41.667,52.778,54.722,59.444,67.222,77.778,80.278,59.444,53.056,86.111,73.056,66.944,66.667,70,75.556,69.722,54.722,48.889,82.222,78.056,71.667,71.944,72.222,76.389,76.944,51.944,45.556,83.056,80.278,74.722,77.222,78.333,77.778,65.278,48.889,42.5,83.611,82.5,78.333,80.278,80.556,79.722,52.5,45.278,39.722,83.611,83.056,80.556,82.222,82.222,79.444,48.889,41.111,36.111,84.722,84.167,82.5,83.889,83.611,85,42.778,36.667,32.5,87.222,85.833,85.556,86.111,84.167,59.444,37.5,34.167,30.278,J
380,94.444,95.556,78.333,76.389,76.944,76.667,78.611,78.889,78.889,60.556,66.111,68.611,70,72.5,74.722,76.111,77.778,83.333,50.278,57.5,61.944,66.389,69.167,72.5,74.167,75.278,76.944,45.556,53.056,57.778,62.5,66.111,70.833,73.056,74.444,79.444,43.611,48.889,54.444,59.444,64.722,68.333,72.5,75.278,76.389,42.222,45.833,51.667,57.5,62.778,66.667,71.389,75,76.667,38.611,43.333,49.167,55,62.222,67.5,71.944,75.556,79.722,35,40.556,46.111,53.889,61.389,68.889,73.889,78.889,80.556,31.944,36.111,41.944,50,62.222,71.944,76.667,81.667,40.833,E
381,86.944,86.667,83.056,80.278,76.111,71.111,73.611,75,92.222,86.944,85.556,81.944,79.444,74.444,66.944,63.611,61.111,56.389,86.667,85.833,84.722,84.444,77.222,63.611,59.722,56.111,50,91.111,91.667,92.222,91.944,90.556,63.611,58.889,53.056,46.944,93.056,95.833,96.111,95.556,91.667,61.944,56.944,51.389,46.111,84.167,84.722,80.833,74.444,64.444,58.333,52.222,46.944,41.389,83.333,80.833,75,70.556,63.333,55.278,47.5,42.5,36.944,83.333,81.111,76.944,74.444,65.833,52.778,43.611,38.056,33.056,83.056,82.778,81.667,81.389,77.5,49.722,39.722,34.444,30,A
