attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,attr_87,attr_88,attr_89,attr_90,attr_91,attr_92,attr_93,attr_94,attr_95,attr_96,attr_97,attr_98,attr_99,attr_100,attr_101,attr_102,attr_103,attr_104,attr_105,attr_106,attr_107,attr_108,attr_109,attr_110,attr_111,attr_112,attr_113,attr_114,attr_115,attr_116,attr_117,attr_118,attr_119,attr_120,attr_121,attr_122,attr_123,attr_124,attr_125,attr_126,attr_127,attr_128,class
0.27783,0.65828,1.0249,2,0.27783,0.65828,0.65828,0.65828,1.0249,0.27783,0.27783,0.27783,1.0249,0.27783,0.65828,0.65828,1.2494,2.1701,2.1701,1.6124,1.6124,2.4392,2.1701,2.1701,1.6124,2.4392,2,1.2529,2.4392,2.1701,1.6124,1.2529,1.2494,0.65828,0.65828,0.65828,0.65828,0.65828,0.27783,1.0249,0.27783,0.65828,0.65828,1.0249,0.27783,0.65828,1.2494,0,2,0,2.4392,2.1701,2.4392,1.2529,2.4392,2,2.1701,2.1701,2,0.65828,2,2.4392,2.1701,2.1701,1.2494,0.65828,0.65828,0.65828,1.0249,2,0.27783,0.27783,0.65828,0.65828,0.65828,0.27783,0.27783,1.2494,2.1701,2.1701,2.4392,2.1701,2.4392,1.2529,1.6124,1.6124,2.4392,1.2529,2.4392,2.1701,2.1701,2.4392,2,2.1701,2.1701,0,1.2494,0.65828,0.65828,0.65828,0.65828,0.65828,0.27783,1.0249,0.27783,0.65828,0.65828,1.0249,0.27783,0.65828,1.2494,0,2,0,2.4392,2.1701,2.4392,1.2529,2.4392,2,2.1701,2.1701,2,0.65828,2,2.4392,2.1701,2.1701,A
0.27783,2,2.4392,2.1701,1.6124,1.6124,1.6124,1.6124,2.1701,2.4392,2.1701,2.4392,2.1701,2.4392,2,2.1701,2.1701,2.4392,2.1701,2.1701,2.4392,2,2,2,2,2,2,2,2,0.27783,0.65828,1.2529,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,0,2,0.65828,0.65828,2.4392,2,2.1701,2.1701,2.4392,2,2.1701,2.1701,2.4392,2.1701,2.4392,2.1701,2.4392,2.1701,1.6124,2.4392,2.1701,2.4392,2.1701,2.1701,0,1.2494,2.4461,2.4392,2,2,2,2,2,2,2,2,0.27783,0.65828,1.0249,0.27783,0.65828,1.0249,2,0.27783,0.65828,0.65828,0.65828,0.65828,0.65828,0.27783,0.27783,0.27783,0.27783,0.65828,0.65828,2,0,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,0,2,0.65828,0.65828,2.4392,2,2.1701,2.1701,2.4392,2,2.1701,2.1701,2.4392,2.1701,2.4392,2.1701,2.4392,2.1701,1.6124,2.4392,2.1701,2.4392,2.1701,2.1701,0,B
0.27783,0,0.65828,1.2494,2.1701,2.1701,1.6124,1.6124,1.6124,2.1701,2.1701,2.4392,1.2529,2.1701,1.6124,2.4392,1.2529,2.4392,2,1.2529,2.4392,2,1.2529,2.4392,2,1.2529,2.4392,2,2,2.1701,0.65828,1.2529,0.65828,1.0249,2,2,2,1.2529,2.4392,1.2529,2.4392,2.1701,2.4392,2,1.2529,2.4392,1.2529,2.4392,1.2529,2.4392,1.2529,2.4392,0.27783,0.27783,0.27783,0.27783,1.0249,2,0.27783,0.65828,1.2494,2.1701,0,0,0.65828,1.0249,2,2,0.27783,1.0249,2,0.27783,1.0249,2,0.27783,1.0249,2,0.27783,1.0249,0.27783,0.27783,0.65828,1.0249,0.27783,0.65828,0.65828,0.27783,0.27783,0.27783,1.2494,2.1701,2.1701,0,0,0,0,0.65828,1.0249,2,2,2,1.2529,2.4392,1.2529,2.4392,2.1701,2.4392,2,1.2529,2.4392,1.2529,2.4392,1.2529,2.4392,1.2529,2.4392,0.27783,0.27783,0.27783,0.27783,1.0249,2,0.27783,0.65828,1.2494,2.1701,0,0,C
0.65828,1.0249,2,1.2529,2.1701,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.4392,1.2529,2.1701,2.1701,2.4392,2,2,2,1.2529,2,0.65828,1.0249,2,2,2,2,2.1701,2.1701,0.65828,1.0249,2,2,2,2,2.1701,0.65828,1.0249,1.0249,2,2,2,2,1.2529,2.4392,0.27783,0.65828,0.65828,0.65828,0.65828,0.27783,0.65828,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,0,0.65828,1.0249,2,2,2,2,1.2529,2,0.65828,1.0249,2,2,2,0.27783,0.65828,0.65828,1.0249,0.27783,0.65828,0.65828,0.65828,0.65828,0.65828,1.2494,2.1701,2.1701,0.65828,0.65828,1.0249,2,2.1701,2.1701,0.65828,1.0249,2,2,2,2,2.1701,0.65828,1.0249,1.0249,2,2,2,2,1.2529,2.4392,0.27783,0.65828,0.65828,0.65828,0.65828,0.27783,0.65828,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,0,D
0,0.27783,0.27783,0.65828,0.65828,1.0249,0.27783,2,2.4392,1.2529,1.6124,2,1.6124,1.6124,2,0.65828,0.65828,0.65828,1.0249,0.27783,0,2.4392,2,1.2529,2.4392,2.1701,2.4392,1.2529,1.6124,1.6124,1.6124,0,0.27783,0.65828,2.4461,1.6124,1.6124,1.6124,2.4392,2.1701,2.1701,2.4392,0.27783,1.0249,2,0.27783,0.27783,0.65828,0.27783,2,2.1701,1.6124,1.6124,1.6124,2,2.4392,0.27783,1.0249,0.27783,0.27783,0.27783,0.65828,0,1.2529,0.27783,0.27783,0.27783,0.27783,1.0249,0.27783,0.65828,0.65828,1.0249,2,0.27783,0,2.4392,1.2529,2.4392,2.1701,2.1701,2,0.27783,0.27783,0.65828,0.27783,1.0249,0.27783,2,2.4392,1.2529,2.4392,2.1701,1.6124,1.6124,0.65828,0.27783,0.65828,2.4461,1.6124,1.6124,1.6124,2.4392,2.1701,2.1701,2.4392,0.27783,1.0249,2,0.27783,0.27783,0.65828,0.27783,2,2.1701,1.6124,1.6124,1.6124,2,2.4392,0.27783,1.0249,0.27783,0.27783,0.27783,0.65828,0,1.2529,E
0.27783,0.65828,1.0249,0.27783,0.65828,0.65828,0.65828,1.0249,0.27783,1.0249,2,2,0.27783,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,0,0.65828,0.65828,0.27783,0.65828,0.65828,0.27783,1.0249,2,2,0.27783,0.65828,0.65828,2.4392,1.2529,2.4392,2.1701,2.1701,2.4392,1.2529,2.4392,2.1701,2.4392,1.2529,2.4392,2.1701,2.1701,2.1701,1.6124,2.4392,2.1701,2.1701,0,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.4392,2,2,1.2529,2.4392,2.1701,2.1701,2.4392,2.1701,2.4392,2.1701,2.1701,0,0.65828,0.65828,0.27783,0.65828,0.65828,0.27783,1.0249,2,2,0.27783,0.65828,0.65828,2.4392,1.2529,2.4392,2.1701,2.1701,2.4392,1.2529,2.4392,2.1701,2.4392,1.2529,2.4392,2.1701,2.1701,2.1701,1.6124,2.4392,2.1701,2.1701,0,F
0.27783,1.2494,2.1701,2.1701,0,1.6124,1.6124,0,2,2,2,2,2,2,2,2,0.27783,0.65828,1.0249,0.27783,1.0249,2,2,2,0.27783,1.0249,1.2529,2.4392,2,1.2529,1.6124,0.65828,0,1.0249,1.2529,2.4392,2,1.2529,2.4392,0.27783,1.0249,2,0.27783,1.0249,2,2,2,0.27783,1.0249,2,2,2,0.27783,0,2.4392,2,0.27783,0.65828,0.65828,2.1701,1.6124,1.6124,2.4392,2.1701,0,0.27783,1.0249,2,0.27783,1.0249,1.2529,2.4392,2,2,2,1.2529,2.4392,2.1701,2.1701,2.4392,2,2,2,2,2,2,2,2,0,0.27783,0.27783,0.65828,1.2494,2.1701,2.1701,0,0,1.0249,1.2529,2.4392,2,1.2529,2.4392,0.27783,1.0249,2,0.27783,1.0249,2,2,2,0.27783,1.0249,2,2,2,0.27783,0,2.4392,2,0.27783,0.65828,0.65828,2.1701,1.6124,1.6124,2.4392,2.1701,G
0.27783,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.4392,1.2529,2.1701,2.4392,1.2529,0,2,0,1.2529,0,1.0249,2,2,2,2,1.2529,2.4392,2,0.27783,1.0249,2,2,2.1701,2.1701,0,1.0249,2,0.27783,1.0249,0.27783,1.0249,0.27783,1.0249,0.27783,1.0249,2,0.27783,1.0249,0.27783,1.0249,2,0,1.0249,0,1.0249,0,1.0249,0.27783,0.65828,0.65828,1.0249,0.27783,0.27783,0.65828,1.2494,0,0.65828,1.0249,2,2,1.2529,2.4392,2,0.27783,1.0249,2,2,2,2,2.1701,0,1.0249,0,2,0,1.0249,0.27783,0.65828,1.0249,0.27783,0.65828,0.65828,0.65828,0.65828,1.2494,2.1701,2.1701,0,0,1.0249,2,0.27783,1.0249,0.27783,1.0249,0.27783,1.0249,0.27783,1.0249,2,0.27783,1.0249,0.27783,1.0249,2,0,1.0249,0,1.0249,0,1.0249,0.27783,0.65828,0.65828,1.0249,0.27783,0.27783,0.65828,1.2494,0,H
0.65828,1.0249,2,2,2,0.27783,0.65828,1.0249,2,0.27783,0.65828,0.65828,1.0249,0.27783,1.0249,0.27783,1.0249,2.1701,0.65828,0.65828,0.65828,0.65828,0.65828,1.0249,0.27783,0.65828,0.65828,0.65828,1.2494,2.1701,2.1701,0,0.27783,0,0,1.2529,1.6124,2.1701,2.1701,2.1701,2.4392,1.2529,2.4392,2,1.2529,0,1.2529,0,1.0249,2,2,1.2529,0,1.0249,2,2,2,2,2,2,2,2,2.1701,2.1701,0.65828,1.2494,2.1701,2.1701,0,2.4392,2.1701,2.4392,1.2529,2.1701,2.1701,2,2.1701,1.6124,1.0249,1.2529,2.4392,1.2529,2.4392,1.2529,2.1701,2.1701,2.4392,2,1.2529,2.1701,2.4392,2,2,2,2.1701,2.1701,0.27783,0,0,1.2529,1.6124,2.1701,2.1701,2.1701,2.4392,1.2529,2.4392,2,1.2529,0,1.2529,0,1.0249,2,2,1.2529,0,1.0249,2,2,2,2,2,2,2,2,2.1701,2.1701,I
0.27783,0.27783,0.65828,0.65828,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,1.6124,1.6124,2,0.27783,2,2.4392,0.27783,1.0249,2,2,1.2529,2,2,2.4392,2,2,2,1.2529,1.6124,1.6124,2.1701,0,0.65828,0.65828,1.6124,1.6124,2.4392,1.2529,2.4392,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.2529,2.4392,2.1701,2.4392,1.2529,2.4392,2.1701,2.4392,2.1701,0,0.27783,0.65828,0.27783,0.27783,1.0249,2,2,2,0.27783,2,2,1.0249,2,2,1.2529,2.4392,0.27783,2,2.4392,2,0.27783,0.27783,0.65828,0.65828,1.2494,2.1701,2.1701,2.4392,2.1701,2.1701,1.6124,0,0.65828,0.65828,1.6124,1.6124,2.4392,1.2529,2.4392,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.2529,2.4392,2.1701,2.4392,1.2529,2.4392,2.1701,2.4392,2.1701,0,J
0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,0,2.4392,2,2,2,2,2.1701,2.1701,0.65828,1.0249,2,2,2,2,0.27783,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,0,2.4392,2,2,2,2.1701,2.1701,0.65828,1.0249,2,2,2,2,0.27783,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,0,0.65828,1.0249,2,2,2,2,0.27783,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,2.1701,0,2.4392,2,2,2,2.1701,2.1701,A
0.65828,2,2.4392,2.1701,2.1701,1.6124,1.6124,2.1701,2.4392,2.1701,2.1701,2.4392,2.1701,2.1701,2.1701,2.4392,2.1701,2.4392,1.2529,2.4392,2,2.1701,2.1701,2.4392,2,1.2529,2.4392,2,0.27783,0.65828,2,2.1701,0.27783,0.65828,0.65828,2.4392,2,2,2,2,1.2529,2.4392,2.1701,2.1701,2.4392,1.2529,2.4392,1.2529,1.6124,2.4392,1.2529,2.4392,2.1701,2.1701,2.4392,1.2529,2.1701,1.6124,1.6124,2.1701,2.1701,1.6124,1.6124,0,0.65828,2,2.1701,2.4392,2,0.27783,1.0249,2,0.27783,0.65828,1.0249,2,0.27783,1.0249,0.27783,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.27783,0.27783,0.65828,0.65828,0.65828,1.2494,0,0.27783,0.65828,0.65828,2.4392,2,2,2,2,1.2529,2.4392,2.1701,2.1701,2.4392,1.2529,2.4392,1.2529,1.6124,2.4392,1.2529,2.4392,2.1701,2.1701,2.4392,1.2529,2.1701,1.6124,1.6124,2.1701,2.1701,1.6124,1.6124,0,B
0.65828,2,2.1701,2.1701,0.27783,1.2494,2.1701,2.1701,1.6124,1.6124,2.1701,1.6124,1.6124,2.1701,2.1701,2.1701,2.4392,2.1701,2.4392,2,2,1.2529,2.4392,2,2,2,2,2,2,2,2.1701,2.1701,1.2494,0,2,2,2,2,2,2,1.2529,2.4392,2,2,2,1.2529,2.4392,2.1701,2.1701,2,0.65828,0.27783,0.65828,0.65828,0.65828,1.2494,2.1701,2.1701,0,2.4392,2,1.2529,2.4392,2.1701,0.65828,1.0249,2,2,2,2,2,2,2,0.27783,1.0249,2,2,0.27783,0.65828,0.65828,0.65828,0.65828,0.65828,0.27783,0.27783,0.65828,0.27783,0.27783,0.65828,1.2494,2.1701,1.6124,0.65828,0.65828,2,2.1701,1.2494,0,2,2,2,2,2,2,1.2529,2.4392,2,2,2,1.2529,2.4392,2.1701,2.1701,2,0.65828,0.27783,0.65828,0.65828,0.65828,1.2494,2.1701,2.1701,0,2.4392,2,1.2529,2.4392,2.1701,C
0.65828,2,2.1701,0,0.65828,1.2494,2.1701,2.1701,1.6124,2.1701,2.1701,1.6124,2.4392,1.2529,2.1701,2,2,1.6124,2,1.6124,1.0249,1.0249,2,2,1.2529,2.4392,2,2,2,0.65828,1.0249,1.2529,1.2529,0.65828,1.0249,2,2,2,2,2,1.2529,2.4392,1.2529,2,2,1.6124,2,1.6124,1.0249,1.0249,0.27783,0.27783,0.27783,0,0.27783,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,0,2.1701,2.1701,1.2494,0,2,2,2,0.27783,1.0249,2,2,2.1701,0.65828,0.65828,2,0.65828,2,0.65828,0.65828,1.0249,0.27783,0.27783,0.65828,0.65828,0.27783,0.65828,1.2494,2.1701,0,0,0.65828,2,2.1701,0,1.2529,0.65828,1.0249,2,2,2,2,2,1.2529,2.4392,1.2529,2,2,1.6124,2,1.6124,1.0249,1.0249,0.27783,0.27783,0.27783,0,0.27783,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,0,2.1701,2.1701,D
0.27783,0.27783,0.27783,0.27783,1.0249,2,0.27783,0.27783,1.2494,2.1701,0,2.1701,1.6124,1.6124,2.4392,0.27783,0.27783,0.65828,0.27783,0.65828,0.65828,0.65828,0.65828,0.65828,2,2.4392,2.1701,2.4392,2.1701,2,2.1701,0,0.27783,0.27783,0,1.6124,2,2.4392,2.1701,2.4392,0.27783,0.27783,1.0249,0.27783,0.27783,0.27783,0.27783,0.27783,0.65828,0,1.6124,1.6124,1.6124,2.1701,1.6124,2,0.27783,0.65828,0.65828,0.65828,0.27783,0.27783,0.65828,0,0.27783,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,2,2.4392,2.1701,2.4392,2.1701,2.1701,1.6124,2.1701,1.6124,2.4392,0.27783,0.27783,0.27783,0.65828,0.65828,1.2494,2.1701,1.6124,2.4392,2,1.2529,1.6124,1.6124,1.6124,0,0.27783,0.27783,0,1.6124,2,2.4392,2.1701,2.4392,0.27783,0.27783,1.0249,0.27783,0.27783,0.27783,0.27783,0.27783,0.65828,0,1.6124,1.6124,1.6124,2.1701,1.6124,2,0.27783,0.65828,0.65828,0.65828,0.27783,0.27783,0.65828,0,E
0.27783,0.27783,0.27783,1.0249,0.27783,0.27783,0.65828,0.65828,1.0249,2,2,2,2,0.27783,1.0249,2,2,2,2,0.27783,1.2494,2.1701,2.1701,2.1701,2.1701,2.1701,0,2,1.2529,2.4392,2.1701,2.1701,0.65828,0.65828,0.27783,0.27783,0.65828,0.65828,0.27783,0.27783,0.65828,1.2494,2.1701,2.1701,0,2.4392,1.2529,2.4392,1.2529,2.4392,2,1.2529,2.4392,2.1701,2.4392,1.2529,2.4392,1.2529,2.1701,2.4392,2.1701,2.4392,1.2529,0,0.65828,1.0249,0.27783,1.0249,2,0,0.65828,1.2494,2.1701,2.1701,2.1701,2.1701,2.4392,2,2,2,2,1.2529,2.4392,2,2,2,2,1.2529,2.4392,2.1701,1.6124,2.4392,1.2529,1.6124,1.6124,0,0.65828,0.65828,0.27783,0.27783,0.65828,0.65828,0.27783,0.27783,0.65828,1.2494,2.1701,2.1701,0,2.4392,1.2529,2.4392,1.2529,2.4392,2,1.2529,2.4392,2.1701,2.4392,1.2529,2.4392,1.2529,2.1701,2.4392,2.1701,2.4392,1.2529,0,F
0.65828,1.2494,2.1701,2.1701,2.4392,1.2529,1.6124,1.6124,1.6124,2.4392,2,2,0.27783,1.0249,2,0.27783,1.0249,2,2,2,2,2,2,2,2,2,2,1.2529,2.4392,1.2529,2.1701,0,0.65828,2,1.6124,2.4392,2.1701,2.1701,2.4392,2,2,2,0.27783,0.65828,1.0249,2,2,0.27783,1.0249,2,2,0.27783,1.0249,0.27783,1.0249,0.27783,0,2.4392,2.1701,1.6124,1.6124,2,0,0,0.27783,0.65828,1.0249,0.27783,1.0249,2,2,2,2,2,2,2,2,2,2,1.2529,2.4392,2,1.2529,2.4392,2,2,0.27783,0.27783,0.27783,0.27783,1.0249,0.27783,1.2494,2.1701,2.1701,0,0.65828,2,1.6124,2.4392,2.1701,2.1701,2.4392,2,2,2,0.27783,0.65828,1.0249,2,2,0.27783,1.0249,2,2,0.27783,1.0249,0.27783,1.0249,0.27783,0,2.4392,2.1701,1.6124,1.6124,2,0,0,G
0.27783,0.65828,1.2494,2.1701,0,2.1701,2.1701,2.1701,0,2,2,0,1.2529,2.1701,0,2,0,2,1.2529,2.4392,1.2529,2.1701,2.4392,2,2,1.2529,2.4392,0.27783,2,2.4392,2.1701,2.1701,1.2494,1.0249,2,2,0.27783,1.0249,2,0.27783,1.0249,2,2,2,0,1.0249,2,0.27783,1.0249,2,2,2,2.1701,0.65828,0.65828,2,0,1.0249,0,0.65828,0.65828,0,1.2494,0,0.65828,1.0249,0.27783,2,2.4392,0.27783,1.0249,2,2,0.27783,0.65828,1.0249,0.27783,1.0249,2,0,2,0,0.65828,1.0249,0,0.65828,2,0,0.65828,0.65828,0.65828,0.65828,1.2494,2.1701,0,0,1.2494,1.0249,2,2,0.27783,1.0249,2,0.27783,1.0249,2,2,2,0,1.0249,2,0.27783,1.0249,2,2,2,2.1701,0.65828,0.65828,2,0,1.0249,0,0.65828,0.65828,0,1.2494,0,H
0.65828,1.0249,0.27783,1.0249,0.27783,1.0249,0.27783,0.65828,1.0249,0.27783,0.65828,1.0249,0.27783,1.0249,2,2.1701,0.65828,0.65828,0.65828,0.65828,1.0249,0,0.65828,0.65828,0.65828,0.65828,0.27783,0.65828,1.2494,0,2.1701,0,0.65828,2,2.1701,2.1701,2.1701,2.1701,2,0,1.2529,2.4392,1.2529,2.4392,1.2529,2.4392,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.27783,2,0,0.27783,0.65828,0.65828,2,2.1701,1.6124,2,2,2.4392,2.1701,0,1.2529,2.1701,2,2.1701,1.6124,1.0249,2,1.2529,2.4392,1.2529,2.1701,2.4392,1.2529,2.1701,2.4392,1.2529,2.4392,1.2529,2.4392,2.1701,2.1701,0.65828,2,2.1701,2.1701,2.1701,2.1701,2,0,1.2529,2.4392,1.2529,2.4392,1.2529,2.4392,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.27783,2,0,I
1.2494,0,0.27783,1.2494,2.1701,2.4392,2.1701,2.1701,2,2.4392,2.1701,1.6124,1.6124,2,2,2,2,2,2,2,2,2,2,2,2.1701,2.1701,2.4392,2,2,1.2529,1.6124,0,1.2494,0,2.4392,2.1701,2.4392,2,2,2,2,1.2529,2.4392,2,0.27783,2,2.4392,2,0.27783,1.0249,2,2,2,2,2,1.2529,2.4392,2,2,2.1701,2.1701,2.1701,1.6124,0,0.27783,0.27783,1.0249,2,2,0.27783,0.65828,1.0249,2,2,2,2,2,2,2,2,2,2,2,0.27783,0.27783,0.65828,0.65828,0.65828,0.65828,1.0249,0.27783,1.2494,2.1701,1.6124,0,2.4461,1.2494,0,2.4392,2.1701,2.4392,2,2,2,2,1.2529,2.4392,2,0.27783,2,2.4392,2,0.27783,1.0249,2,2,2,2,2,1.2529,2.4392,2,2,2.1701,2.1701,2.1701,1.6124,0,J
0.65828,1.0249,2,0.27783,0.65828,1.0249,2,0.27783,0.65828,1.0249,0.27783,0.27783,0.65828,1.0249,2,0.27783,0.65828,1.2494,2.1701,2.1701,2.1701,0,2.4392,2.1701,2.4392,2.1701,2.1701,2.4392,2.1701,2.1701,2.4392,2.1701,0.65828,0.65828,0.65828,1.0249,0.27783,0.65828,0.65828,0.65828,1.0249,0.27783,0.65828,1.2494,2.1701,2.1701,0,1.6124,2.4392,2.1701,2.4392,2.1701,2.4392,2,2.1701,2.1701,2.4392,2,2.1701,2.1701,2.4392,2,2.1701,2.1701,0.65828,0.65828,0.65828,1.0249,0.27783,0.65828,1.0249,0.27783,0.65828,0.65828,0.65828,1.2494,2.1701,2.1701,2.1701,0,2.4392,2,2.1701,2.1701,1.6124,2.4392,2.1701,2.1701,2.4392,2,2.1701,2.1701,2.4392,2,2.1701,2.1701,0.65828,0.65828,0.65828,1.0249,0.27783,0.65828,0.65828,0.65828,1.0249,0.27783,0.65828,1.2494,2.1701,2.1701,0,1.6124,2.4392,2.1701,2.4392,2.1701,2.4392,2,2.1701,2.1701,2.4392,2,2.1701,2.1701,2.4392,2,2.1701,2.1701,A
0.65828,1.2494,2.1701,2.1701,1.6124,2,1.6124,2,2.1701,2.4392,2.1701,2.1701,2.1701,1.6124,1.6124,2,2.1701,2.1701,2.4392,1.2529,2.4392,1.2529,2.4392,2.1701,2.1701,0,2,2,1.2529,2,2,2.1701,1.6124,1.0249,1.0249,2,2,1.2529,0,2,2,2,1.2529,2.4392,1.2529,2.4392,2.1701,2.1701,2.4392,1.2494,1.6124,0,2.1701,2.4392,1.2529,2.1701,0,1.2529,2.1701,2,1.6124,1.6124,0,0,0.65828,2,0.65828,1.0249,2,2,0,0.65828,1.0249,0.27783,1.0249,0.27783,1.0249,0.27783,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.65828,0.27783,0.65828,0.27783,0.65828,1.2494,2.1701,0,1.6124,1.0249,1.0249,2,2,1.2529,0,2,2,2,1.2529,2.4392,1.2529,2.4392,2.1701,2.1701,2.4392,1.2494,1.6124,0,2.1701,2.4392,1.2529,2.1701,0,1.2529,2.1701,2,1.6124,1.6124,0,0,B
0.27783,2,2.4392,1.2529,2.4392,1.2529,2.1701,1.6124,1.6124,2.4392,2,1.2529,1.6124,0,2,2,1.2529,2.4392,1.2529,2.4392,2,1.2529,2.4392,2.1701,0,2,1.2494,0,1.2529,2,2,1.2529,1.2494,2,1.0249,1.0249,1.2529,0,2,1.2494,0,1.2529,2.4392,2,1.2529,2.4392,2,2.1701,2.1701,2.4392,1.2529,0,2,2,0.27783,0.27783,0.27783,0.65828,0.65828,1.0249,0.27783,0.65828,1.2494,0,1.2494,2,0.65828,1.0249,0.65828,1.0249,2,0,0.65828,0.65828,1.0249,2,0.27783,1.0249,0.27783,1.0249,2,2,0,0.27783,1.0249,2,0.27783,0.27783,0.27783,0.65828,1.0249,0.27783,1.0249,0.27783,2,0,1.2494,2,1.0249,1.0249,1.2529,0,2,1.2494,0,1.2529,2.4392,2,1.2529,2.4392,2,2.1701,2.1701,2.4392,1.2529,0,2,2,0.27783,0.27783,0.27783,0.65828,0.65828,1.0249,0.27783,0.65828,1.2494,0,C
0.65828,0.65828,1.2494,2.1701,2.1701,2.4392,1.2529,2.1701,2.1701,1.6124,2.4392,2,2,1.2529,2.1701,2.4392,2,1.2529,2.4392,1.2529,0,2,2,1.0249,1.0249,1.2529,2,2,2,2,2,1.2529,1.2494,2,2,2,2,1.0249,1.0249,1.2529,2,1.0249,2,0,1.0249,2,1.2529,2.4392,2,1.2529,2.4392,0.27783,0,0,0.27783,0.65828,1.2494,2.1701,2.1701,2.4392,1.2529,2.4392,2.1701,2.4461,1.2494,2,2,2,2,0.65828,1.0249,2.1701,0.65828,0.65828,2,0,1.0249,0.27783,1.0249,2,0.27783,0.65828,1.0249,2,2,0.27783,0.27783,0.65828,0.65828,1.0249,0.27783,1.2494,2.1701,2.1701,0,2.1701,1.2494,2,2,2,2,1.0249,1.0249,1.2529,2,1.0249,2,0,1.0249,2,1.2529,2.4392,2,1.2529,2.4392,0.27783,0,0,0.27783,0.65828,1.2494,2.1701,2.1701,2.4392,1.2529,2.4392,2.1701,2.4461,D
